Hash	taxa	reason	db	precision
3a67eaee7f63a842622ed6a6e1fdea561dad931b	Proteobacteria%Alphaproteobacteria%Hyphomicrobiales%Phyllobacteriaceae%Mesorhizobium%Mesorhizobium sp. INR15	1	rCRUX_BLAST	Species
3a6ae9fd2de2703fe4eacba11aa6941b407c131f	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3a6e39c4ab67d1a991df55ce990be1c278501be9	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3a6e5ae7ebe22546883a3d17777f0e3309e2bbcb	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3a715da3a5eeba01345ef3566484c711cf7478d4	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3a724ac48ff322f9b5c570429b71d0ac15e24809	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3a7256ae713214a2f95f5a3b9ecac8237828e6f3	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3a76453ae3c9187eeb7d34db6b28f1454627929a	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3a78458e2f07786b54ed866dec845d86fca03230	Ascomycota%Dothideomycetes%Pleosporales%NA%NA%NA	10	MIDORI_BLAST	Order
3a7a56100f01c16d684af0ad01c6988df21e9d70	Discosea%NA%Himatismenida%Cochliopodiidae%Cochliopodium%Cochliopodium kieliense	1	BOLD_BLAST	Species
3a7a9cf553389e7bd904da7cd6a5567d22a8bfc0	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3a7c0c12cbe1bb81619f6fa1d190995c51e300fe	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3a845cc3bc7593638fc7ba6e95e11f51a0e7fa8a	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3a8c6a88136ea69bb68d9e637196874185b8efbd	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3a8d41bf4a00d85ed04644641e2bc8ea54caed78	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3a940a3dd91ca6a1f23a0074dc5f43392e859f63	Ascomycota%Sordariomycetes%Hypocreales%NA%NA%NA	10	BOLD_BLAST	Order
3a941210781fa8ab08f1b5050519ae561637fb5c	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3aa63443e418dde3ba62cb9824f5219830431031	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3aae025d246ec060e5620f6717a270e5a62eac09	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ab477276b08019387163a6b5c6768c6a68a93cc	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ab54d83ad7796257c86ba7353195c0e438d08d7	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3ab91ea12b1b8437732b90fe60539efc9a1cd4eb	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3aba28ecd07bb6e28343d47145dd309c318ad371	Basidiomycota%Ustilaginomycetes%Ustilaginales%Ustilaginaceae%Macalpinomyces%Macalpinomyces bursus	1	MIDORI_BLAST	Species
3abe8ea0c54589c778f60a4533cb942c3188a5b6	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ac28140fe544ace09540480a0ce0a2d35048ce7	Arthropoda%Insecta%Coleoptera%Nitidulidae%Stelidota%Stelidota	NA	rCRUX_SINTAX	Species
3ac2e2fe086619e876a24940283af26be2124cd8	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ac7f6f7228f71f35571a4c83eeab3e574f37bef	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ac83986c75b6ce3217e3728185f8bc842244d1e	Nemertea%Enopla%Bdellonemertea%Malacobdellidae%Malacobdella%Malacobdella grossa	1	BOLD_BLAST	Species
3acc2a34129b9baab3b2b693e2d3165817e6c213	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3acc87a9333644de65994179554e3062633606e4	Ascomycota%Sordariomycetes%Hypocreales%Nectriaceae%Fusarium%Fusarium decemcellulare	1	BOLD_BLAST	Species
3ace091bdbc3b264f4bb7f078b6463f7ab27cb9e	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ace823c2013bcf19babc53bec729a3cbcefc481	Bacillariophyta%Bacillariophyceae%Naviculales%Naviculaceae%Mayamaea%Mayamaea permitis	2	MIDORI_BLAST	Species
3ad040b29143d585cdd742d82d3970155914d862	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3ad267b58612f9922ddae799756242ba99a5ec2d	Rotifera%Eurotatoria%Ploima%Synchaetidae%Polyarthra%Polyarthra vulgaris	1	BOLD_BLAST	Species
3ad45d089951482a3a704557d1015f857b2e09c9	NA%Phaeophyceae%Ectocarpales%NA%NA%NA	10	BOLD_BLAST	Order
3ad4916489f798751f9c1d13fd3716950bc188aa	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ad56c04b5d89d6a66550d48791b3540d4805bad	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3ad7895c3a143bc2d0ed0ef7958f4cdf8f46cb7f	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3ad7e936e51b9f95f9c940bf12d04fd1237bbadb	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ae06198b19948a153b91b66521c6da85b0eeaad	Arthropoda%Insecta%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3ae19d908d889a442d6742f7ac565ef9dbe7bb99	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ae27d2ff83bc480496dd2332ade52ee9a347b5b	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ae2d3cd22490bf2b50eed3343b25986c14f8859	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ae43a1d336e175783e6f1e36e9dc43804311eec	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3ae960075b499b8526820ced18f0d72a88945108	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3aea53953fede3f029ac14ccd8f6e805cd214db3	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3aefa67c9cf77ab8538cb4c7acb603a2ae55eb3b	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3af0667784e127a76b2c78a694a2b5715410f7de	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3af096363875ca3a7f3fc45e7e016924309c8dcf	Mollusca%Gastropoda%NA%Planorbidae%Menetus%Menetus dilatatus	1	BOLD_BLAST	Species
3af1d2d29cd9f9eda4b2544b7f3566895d8a07e4	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3af569c87207b867e08173c0e1ef1ca35aa59d5f	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3af5d4ccf7b91708ded6c5760059d00631435130	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3af636fba5b85d16ab541092b55e9ebbdc047675	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3af67676250f97464af6f045562813ba23ef0e53	Cnidaria%Hydrozoa%Leptothecata%Clytiidae%Clytia%Clytia hemisphaerica	1	BOLD_BLAST	Species
3af89b3f2fc9544f6ba6d237e541783f8800a52b	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3afdc949094dc76f0d6483b19a3baf58d0cda735	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3afe2ce4f656c7466126792078598573dca1d107	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b00d785239bc68e8bdd154a92ef09fc3fa12441	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b023d55aabc5e02a32a6cd9e4cd24028b2fda3a	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b0525fe92918ef97cbaf9244e1c40b3df7b94f5	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b0572b41787b4e97694c033cc009b3434903b60	Proteobacteria%Alphaproteobacteria%Pelagibacterales%Pelagibacteraceae%Candidatus Pelagibacter%Candidatus Pelagibacter sp. HIMB1321	1	rCRUX_BLAST	Species
3b08ff867f4357967ca8b5a421cdefd67511292b	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b0cd77f1a9212f0496cc807766965c3e380a8d6	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b0ef7f055f097c7d7331f134ff28815aa081a1b	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b0faffccd4643dbfa11118c901b0fd17664b4cc	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b11613f09ed1896f79c2ed10f5d54c21f82232b	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b11fca592e65c0886ebf5916fdce40691ce180e	Rotifera%Eurotatoria%Ploima%Brachionidae%Brachionus%Brachionus_plicatilis	NA	MIDORI_SINTAX	Species
3b134b914c815da886cf7b4f6501eef6565fa8dc	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b161ce7c5d983f35f5146a0b1d33dc268b94be2	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b16714e0261117319d93334a503f89677738d49	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b16a71a51c26c532e1b346522e7ed3e838381ca	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b1e6c2284c11899b29b5f08fc36f584da90b531	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b20250af08e4fa9953863d056ae9ce83c020e0b	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b269bdd8b9823dde8495ee0f21cf381f51eed8f	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b26e3938e7851757082883ca805a5eeb1429aac	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b2b4863c5822cb5ec737c45f25e767fea4ab1fd	Oomycota%class_Pythiales%Pythiales%Pythiogetonaceae%Pythiogeton%Pythiogeton_ramosum	NA	MIDORI_SINTAX	Species
3b2f4c43e80cfd8479390c41aa629eaee23527d1	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b2f6a5751190068f7536d28a236b9960e272e3a	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b31a7fe93dec9af91485140272b147d42a064a1	Arthropoda%Hexanauplia%Calanoida%Diaptomidae%Arctodiaptomus%Arctodiaptomus dorsalis	2	BOLD_BLAST	Species
3b34ab47a63b303d2a38ac6489daaf589990843e	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b3506fd8f3e3a13a15961c18d2e2462dd1b853f	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b3909ff89f501962992675545f18ae9a1445eba	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b3971411e2a312f660d1180834a7bb7323af108	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b39ceff0c918d558546aa4ab3f1868454faceff	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b39dd63e1158219af810688e3f8845c20529049	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b3eb791c292d819f0d2a9d09341a18368515bd7	Arthropoda%Collembola%Symphypleona%Katiannidae%Sminthurinus%Sminthurinus minutus	1	MIDORI_BLAST	Species
3b408e1770bbf699e1847616c63758cf29cd08b4	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b41cfe124d020bf3f56db6b63a10f4200440816	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b439b9e377ac3938045cbb543d5c6c2396c0fc5	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b47301a4a051bbe8af2e3a7cb9e61c348467168	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b4a2dcd4e6e275886588795724fcdcc5097ed88	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b4ac4f7eb57d0d36b2f7171435e782eaedbbe73	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b4c2e1418c180ed16e39ec6849099f44cb6c1ee	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b4e6919bc8ab87f74b278c60441d2ef736506fc	Ascomycota%Eurotiomycetes%Eurotiales%Aspergillaceae%Aspergillus%Aspergillus campestris	2	BOLD_BLAST	Species
3b4f498211ddfd5b59ae7e07da980759505e351f	Bacillariophyta%Bacillariophyceae%Naviculales%Sellaphoraceae%Sellaphora%NA	NA	MIDORI_SINTAX	Genus
3b500af0559849d3cc284ab9f02e67c41c557f5a	Pseudomonadota%Gammaproteobacteria%Pseudomonadales%Pseudomonadaceae%Pseudomonas%Pseudomonas fluorescens	1	BOLD_BLAST	Species
3b501d08ba90f6dcaedb136f3dd2a8f6a37dd7a1	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b53235c68ebfb22c2e79623afcc84a733984da0	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b532ed3ac2cdbf8f2447524d421b3990a04b821	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b54e1de64eca716656692b8ee335992f9b722d1	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b5537496002aecbb291446dd2faaea07d7a26e4	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b59d097823af2df930ab9cb8dc7f67ac4e844df	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b5c90288294bb479c96899780d68c14d5e8854c	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b6275a0d68902358c38e85a2766f65a07f1fbea	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b63e4f2147e2af4f69178301d637efab0e6ca96	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b66d2df4c2a16e7f5b90afc7ee4b0144849d303	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b6bb56f3b5420e8df7f83e5edc7c050fa9fd7f5	Bacillariophyta%Bacillariophyceae%Bacillariales%Bacillariaceae%Tryblionella%Tryblionella compressa	1	rCRUX_BLAST	Species
3b6e65c384484bdb7ea0ae0df4279e252c540fae	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b736d905da7ae3e9eb4e48a614188b27aef0b55	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b7400a5b2cf50f80256fa93c92fb97e4936d13a	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b74ee0ed7d2cb367341deba7047dc00885bf521	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b756e79e3c830bcccc6198b3e11ab9b9a8ae7b1	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b785dc3dad2d3b3c849d9d49c7c9fc09bce21f3	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b7ea416e387bfd15b0975e6e32039e3816b7d15	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b7ebdd0de1225c1da977b13b52dcc768f1f8895	Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA	10	MIDORI_BLAST	Order
3b801f52f13a33c43567ee0ac720d9e9eaca5f9e	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b830d52874d4b576739ab5c62133328dab480ad	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b837aca3a62697d50d2283319e72e02254a8388	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b847175f1cf74d41896beb46ca1cc589ff45d87	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b89dae4cee0689a3ee06fabea03bb615b0146f2	Mollusca%Bivalvia%Venerida%Cyrenidae%Corbicula%Corbicula fluminalis	1	MIDORI_BLAST	Species
3b89e57c906a6f1819ca343139fc28cbc2f4bef4	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b8c80c5f1b240edbd6126693e000e844bd73873	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b8d04c14305845cca1035a27b957e184d26d6ba	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3b93c1e7a3ad15c723706f6df1489295f08af761	Nemertea%Enopla%Monostilifera%Ototyphlonemertidae%Ototyphlonemertes%Ototyphlonemertes macintoshi	1	BOLD_BLAST	Species
3b95ecc3f818e013777b5f6e0f12b1187a56c204	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b96affa6f30261f059b736db18e83fa784341d5	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b997e90da40bfa5f2dd8e0e2e589c55498a29b5	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b9b0f124dcdeab4edf445779ee23958cb66ecff	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3b9d2ab81123aa2f17356245e29a3d61d2b9e72d	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ba57ae0fc459543781867381f54568f9735a70f	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3ba718517572b1857455cb628de901e0f775eac5	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3baa68abbc352022a564f5ccbc6177cc18dae515	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3bb0da3a8855f1b50ce8e55b3e0ec1b66c7cae76	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3bb46f677d6e7d3aae45e9d34e37b4e4f312ac6e	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3bb7912d6a74223d34e5a0d5e5f331fadb8723f5	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3bc4aa50f38ac063fc00db08a87ac39c47697a15	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3bc5e6e5e6c560f85a52ebaab8d6a0578cb6317a	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3bc867066ab9509d33753a0772f30c165a537498	phylum_Eustigmatophyceae%Eustigmatophyceae%Eustigmatales%Monodopsidaceae%Nannochloropsis%Nannochloropsis_limnetica	NA	MIDORI_SINTAX	Species
3bca8b9b44b860275312c0eda12a3d4cac4dcfb2	Arthropoda%Insecta%Coleoptera%Tenebrionidae%Eleodes%Eleodes caseyi	1	rCRUX_BLAST	Species
3bcee30634327df4ab2a0ba48b3f86b42bad2b9c	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3bcf9cafa7170293a99df1bc555907788e6d3083	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3bde40a351581d8823b043524b635fed4376ae64	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3bdf725f6838b3f3885f47c0412bf08515c2693c	Arthropoda%Insecta%Coleoptera%NA%NA%NA	10	rCRUX_BLAST	Order
3be0641e208de4b09843386bccc7ef0d038226f6	Chlorophyta%Pedinophyceae%Pedinomonadales%Pedinomonadaceae%Pedinomonas%Pedinomonas_minor	NA	rCRUX_SINTAX	Species
3be625336c622cb20dc2d80ffb0b717b795521c3	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3be8704a62419439343814db51808afc2548e490	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3bea4eca6dc2d0a3ae553e97297455a978e42bdb	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3bef8ad3fea380cb60f3eb22995100e6bbda8a5d	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3bf45fb02c47d0ada2f7219732032c6e0bffe239	Ascomycota%Dothideomycetes%Pleosporales%NA%NA%NA	10	MIDORI_BLAST	Order
3bf834febe8bec3aa18d9ca5aa984ede3a849564	Mollusca%Gastropoda%NA%Caliphyllidae%Cyerce%Cyerce antillensis	1	MIDORI_BLAST	Species
3bfa01b6fe4d483b2f781b8ec45fd35c16052090	Arthropoda%Insecta%Hymenoptera%Ichneumonidae%NA%NA	7	rCRUX_BLAST	Family
3bfe57d75b092b167e85de115dd56fec82acbf30	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c0111401b1824fc00b837abf05c2cbbb0f2eb54	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c01a768d93c32320cd18346f4da077808e97058	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c06d5b9df2040d2ee45cc1b87dc7ffc93e61a0c	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c0701805663c18f78a1a35e8c87c81f5fc9046d	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c082766ed9200343df5eb70b236c69ea75e4763	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c0ac4679a5eac9eea311e8da25f37e146ee6b57	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c101cec3ac39dd37b0f5a6a82590dcb2b84d7ff	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c103dfc5d38d92e60803162f9fa6b654714e74b	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c10c84abadf32bef774b5c46c3daf2dff35bceb	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c127a5c6bac8a31b5ac20d3829d441ddd0fde85	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c1a20e88df58bedfad327388eedf5a6898f6a65	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c1c817526f4044470a336aa9799b29f1f398630	Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%NA%NA	10	MIDORI_BLAST	Order
3c1c8d33acd605da02ada25f4a8aeb536b027556	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c1d1c388605343a20f17ca565f887762c759e99	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c20dac629f7a334a79516e9a7053a17e5e089e7	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c24aea1fd6186de9ef87230699997a18c2b54b5	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c29d9b8aea626b5d450988d35f85a39751af201	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c2cabf8ac225f50d433f2d86b12754e9fd6202e	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c323f7ff2cc16a6387baf427f9ffbeff1a6ddec	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c3402d47819cbcbae759e63d6a067163d7f17b8	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c377468b0afaa65265cbb02fa08335a6632a841	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c3e5818ca8e6be08c4eae1af34b37e82c3a966f	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c3e85f6ccda8e80b532589efb375d93070d8dde	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c3efe8f5ae465e01e126bb1d812a5792a808d59	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c408b22c59dc7fe129390e369ed02f05eacbcba	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c40f945c8a3a2523aa4ff995222244d0c3efba6	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c41aa113f0f37b7879999b66ecd6f1c3282386b	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c477deb194b8d47e1d150901cba4041c480ab86	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c47d52778dd323d92fab0a55f3d66f9091216a1	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c4b7e8837e277c0c6babed5916f436d5dfe11c0	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c4d515266839087c16659a5dbdb95d8ca4341c3	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c4d7d1183214b182b70b1ee065d7b56dd5c27a4	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c4f1943f1753fe7f44457329f5b67242f0bf7ec	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c556f7d1ff556c427e8b354932db16bfe05973b	Bacillariophyta%Bacillariophyceae%Bacillariales%Bacillariaceae%Nitzschia%Nitzschia_palea	NA	MIDORI_SINTAX	Species
3c575be51d931bcc09219a7b37717bd527dfd4f6	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c5c8f92555087eaba22dbe79a7d53208b4f6c6a	phylum_Eustigmatophyceae%Eustigmatophyceae%Eustigmatales%Monodopsidaceae%Nannochloropsis%NA	NA	MIDORI_SINTAX	Genus
3c5c97418426be5df181e92a21bc10bbccd95598	Arthropoda%Insecta%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c5fdaf832b5839ffb04f618ded667f522d308c7	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c62b1f7b5780a11666d0cc409993472e6f77c46	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c6b118a5b23853966d6f9e1b1ec5d1242ee2803	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c6c45e225e7f1754e6adb9b0725de37c70c5ca3	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c6e8249fee728c0f66a324d4baabb0ecc6d725b	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c6ef43874e38292978c2f4d2aa9ab6faef76f94	Chlorophyta%Chlorophyceae%Chlamydomonadales%NA%Edaphochlamys%Edaphochlamys debaryana	1	MIDORI_BLAST	Species
3c6f47ec34041d1ce24bce000b28a7510a10cbee	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c71f3302271a89a227ac93a4036d59cc08b433b	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c74ae5f4355e01f655ff908143b3b9ffbc7dbd1	Ascomycota%Dothideomycetes%Pleosporales%Didymellaceae%Phoma%Phoma sp. 1 OB-2014	1	rCRUX_BLAST	Species
3c74e180138ffde1fece036e437f5646a1104f30	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c7570d5b84ecffa5d401fb4bf9977a544d284ca	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c75810728ac53002f19860728a8b250ffe5fa0a	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c765323e33b9403b18b8d3d131bb9deefcd9549	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c76997b511d996ab5fd2b44ac47197beafc5dd6	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c7b74b249fed3f15dcc087e4695344b87850112	Chordata%Actinopteri%Pleuronectiformes%Scophthalmidae%Lepidorhombus%Lepidorhombus whiffiagonis	1	BOLD_BLAST	Species
3c81ec4a39c7b8d6829847d77b8d3902f9615521	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
3c83bd41f7de8e6d219bdf5f00d2d70da34904cf	NA%NA%NA%NA%NA%NA	10	BOLD_BLAST	Worse
3c84bc785714aadcb0c3ccf1452cab13f4f36d48	Annelida%Polychaeta%NA%Capitellidae%Dasybranchus%Dasybranchus	NA	rCRUX_SINTAX	Species
3c857d18dcc3b0d27573d4b9446011a9d45263ce	NA%NA%NA%NA%NA%NA	11	BOLD_BLAST	Worse
