representative,taxID,taxon,rank,score,kingdom,phylum,class,order,family,genus,species
c3877d933755ea21cd916a46a48331bd828df215,2759,Eukaryota,superkingdom,1,,,,,,,
c3f9d54c05eb91d125508bf37b6130bdea5a2f50,2759,Eukaryota,superkingdom,0.9995,,,,,,,
e51239844086079c46828a7cc441b452ee52e1a9,1,root,no rank,NA,,,,,,,
e74fd500f824ba566b375866be0d3840a0f9f7fc,2759,Eukaryota,superkingdom,1,,,,,,,
3565f37a00227f53d50a8d0b1fd2928c5c8fa5eb,2759,Eukaryota,superkingdom,1,,,,,,,
49f2152c5b24bb8f8b27846583aa799ae421819b,2759,Eukaryota,superkingdom,0.9985,,,,,,,
4b14ad16378334f7c2e3d3fcc09147b7f29045cb,2759,Eukaryota,superkingdom,1,,,,,,,
4f649855c9048cbfc114c453e6b901e65bed60a0,1,root,no rank,NA,,,,,,,
56866be16b3d1b42a525626c848c72c028e4ae01,1,root,no rank,NA,,,,,,,
645382dc91f6b2dff104ceb6122d617d1eb751d7,2759,Eukaryota,superkingdom,0.9992,,,,,,,
726802d1405c6f9a34be1fa1c195291a194d330f,131567,cellular organisms,no rank,1,,,,,,,
25d595f4bcdc391cb096073cbab38069f76934cc,2759,Eukaryota,superkingdom,1,,,,,,,
4bf92e0d4a458326b78b5f2bb090cd1994673903,2836,Bacillariophyta,phylum,1,,Bacillariophyta,,,,,
7549c8d472734de59c9d1f426afd1f5b3dd8180e,2759,Eukaryota,superkingdom,0.9998,,,,,,,
aa1dab5851fb6741b82f5615e4703e7f4e2d5849,2759,Eukaryota,superkingdom,0.9749,,,,,,,
e5494af761949c12ddc88aa084f776f5386413df,2759,Eukaryota,superkingdom,1,,,,,,,
e6a35b3f668d44f8e84b2033a188f365890e2daa,2759,Eukaryota,superkingdom,1,,,,,,,
e8f55d486a10d9ecf358f93c1947cb1484f5232f,131567,cellular organisms,no rank,1,,,,,,,
fc6df826dd615960564e4aa59750590f105099c2,33208,Metazoa,kingdom,0.9988,Metazoa,,,,,,
1e6acfa87618a6a651e193f2c2978fe36db6524a,2759,Eukaryota,superkingdom,1,,,,,,,
35235d67f6289ecdf29909acae271ae9d50ab4fa,2759,Eukaryota,superkingdom,1,,,,,,,
4957aefc090137c8b072b541da061caf45e3793a,33317,Protostomia,no rank,0.9703,Metazoa,,,,,,
88d689f27bfff758b4c1944f10405d4a68baa7cf,131567,cellular organisms,no rank,1,,,,,,,
a70182bd3d5feccb50b84c48468d15c3ae9dcdbe,2759,Eukaryota,superkingdom,1,,,,,,,
b9995474a80faae67c3d2c71e4cebc6014565a95,2759,Eukaryota,superkingdom,1,,,,,,,
ba0e75985b8d1480026e2688f8e526e443eb54e1,2759,Eukaryota,superkingdom,0.9752,,,,,,,
cdb922d8b05b9815500349ba3afa07e5e2ca5f4f,2759,Eukaryota,superkingdom,1,,,,,,,
d340b2eb3bfd4ab40f1019554525ff7f71940d98,2759,Eukaryota,superkingdom,1,,,,,,,
4b3f99d14e55c3c08d96e69ed105f9968bb1c211,2759,Eukaryota,superkingdom,1,,,,,,,
57f40c35ee66a391ef58b28ce321ff912e318b97,2759,Eukaryota,superkingdom,1,,,,,,,
5ee8e98ad644fdf862cdc7ddb76cc84b705e565f,2759,Eukaryota,superkingdom,0.9971,,,,,,,
74729303670c0ca5ec921f3326eb8da938c217d8,2759,Eukaryota,superkingdom,1,,,,,,,
79caa84484824848426f0fd8e5acb518394410f8,1,root,no rank,NA,,,,,,,
964234c5dea446feb2b2b40459720308393e2165,2759,Eukaryota,superkingdom,0.9983,,,,,,,
a2597adaabe6e616598ab79a1a91e9a99edc8a55,2759,Eukaryota,superkingdom,0.9911,,,,,,,
adf22aca9d8af476106adff1cff75592025d8a3e,2759,Eukaryota,superkingdom,1,,,,,,,
adf623c04e0021b136a8c529c27533dca39a8a76,2759,Eukaryota,superkingdom,1,,,,,,,
fe113cececca73ffbaaac12304a8df2a0657865a,2759,Eukaryota,superkingdom,0.9796,,,,,,,
285cc103b9476cad5f6c8853ea4c516cea7aa00d,3042,Chlamydomonadales,order,1,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,,,
4bc89f0d57f2d0f3c6a3cfbd10a0cbf181213279,1,root,no rank,NA,,,,,,,
525d1bd26dbcacf02ff180c5eb195b7fc513e6ad,2759,Eukaryota,superkingdom,1,,,,,,,
7eaa9069314b3a432fe4c7d869f8c4808fc04b2e,2759,Eukaryota,superkingdom,0.9969,,,,,,,
8a2b88a0f8fa7ec73c16a944ed58181c56cedfd0,33208,Metazoa,kingdom,1,Metazoa,,,,,,
920c9ca310def24107b2475ea89be58f478186a4,2836,Bacillariophyta,phylum,0.9996,,Bacillariophyta,,,,,
925ad40926abd858bae91fc20fc2888b24e4470c,2759,Eukaryota,superkingdom,1,,,,,,,
9e983e5de3618447b272a6ce2e68bf7998fe8d04,33208,Metazoa,kingdom,1,Metazoa,,,,,,
c3721793d0180f55bd2ed0fe30c2a71f1baa062b,2759,Eukaryota,superkingdom,1,,,,,,,
ca8102cf4ba643bc419f3e5579474cbf639cc334,2759,Eukaryota,superkingdom,0.9856,,,,,,,
caa090cab032ab8f640f41fffeb65d6ebc455020,2759,Eukaryota,superkingdom,1,,,,,,,
f5eb13a83ffe45ec6c259c32fe4a1c741d020038,2759,Eukaryota,superkingdom,0.9472,,,,,,,
003da4af48aa22162b422c39c0afb8283c690933,2759,Eukaryota,superkingdom,0.9563,,,,,,,
186d580140c04a0d8eea445bae048526e3ad522d,2759,Eukaryota,superkingdom,1,,,,,,,
18c9317ae915e45bb540d035cf481f1adaa02ad4,2759,Eukaryota,superkingdom,0.9986,,,,,,,
1e69380224e108b94ec0bfab6cc2c99cfbb49359,2759,Eukaryota,superkingdom,1,,,,,,,
2127e9ea06783d4ce984af90fd080f2bc35744bc,2759,Eukaryota,superkingdom,1,,,,,,,
247b07054c62b5b4c357f0297dd956f9fa293cf0,131567,cellular organisms,no rank,1,,,,,,,
2f5272ed776f3ffc7a48880f875801d94d4bd4f9,2759,Eukaryota,superkingdom,1,,,,,,,
64ce759a4b93923bd2c4a44abbfe3cb6947731d9,131567,cellular organisms,no rank,1,,,,,,,
b3353800c41d33a85dc96a6f948fcbe13d052fa4,3042,Chlamydomonadales,order,1,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,,,
c3b5c08f94e102f09ba65308b5dc86f495298174,2759,Eukaryota,superkingdom,1,,,,,,,
d90c568d110ab59282d1c70bcdf46f93a8d3ac9f,1,root,no rank,NA,,,,,,,
def422d9d3fe80f9e5c654d764131f8a62e97054,1,root,no rank,NA,,,,,,,
0e83e8653d338ffe4ae0f48dbf1f68635fa4053c,2759,Eukaryota,superkingdom,1,,,,,,,
18cb158798c598d5de823bace8ef447eaf97c61f,2759,Eukaryota,superkingdom,1,,,,,,,
1b714198dde281b9812f72caa6b72bbead7393e3,2759,Eukaryota,superkingdom,1,,,,,,,
34353a6cd40d0dc260d042c2996cb2b3aa8fb4e5,2759,Eukaryota,superkingdom,1,,,,,,,
34d89c262eb81f920e17fd8202cdbb682ca0a17d,2759,Eukaryota,superkingdom,0.9851,,,,,,,
43c27ecadb3c9e52110120cc2635e240102461af,131567,cellular organisms,no rank,1,,,,,,,
47e277f0e13af364522a0054f26a2d0033d1e0b2,2759,Eukaryota,superkingdom,1,,,,,,,
4e0a67d2d29e2864b5d19bd2c12bcade564b90a6,33850,Bacillariophycidae,no rank,1,,Bacillariophyta,Bacillariophyceae,,,,
5449be1d86b6a924f567eb66f5635049d7a6b13f,2759,Eukaryota,superkingdom,1,,,,,,,
5f5cc8ed81937908a879e60d8e6123e4492e6626,2759,Eukaryota,superkingdom,1,,,,,,,
67870de6cd0aefdf4b48a25d017d4d9c6bf0704f,2759,Eukaryota,superkingdom,0.9999,,,,,,,
795309ff21a4dbba9dfb304016675ad118180f38,2759,Eukaryota,superkingdom,1,,,,,,,
83649103828905095fdd69e5e696e3f8335fe91d,131567,cellular organisms,no rank,1,,,,,,,
a5f8f95569cfa340c6af750d5bd5cc9462f39071,131567,cellular organisms,no rank,1,,,,,,,
c1d5d4613507b7fd5a04efe3ce6fb47495ef7950,131567,cellular organisms,no rank,1,,,,,,,
c6a1a7291ae79abe3f031452f63bddb34742e8c5,3042,Chlamydomonadales,order,0.9955,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,,,
fe2b7972f61b5d82cf657253be59b7973cd4414c,2759,Eukaryota,superkingdom,1,,,,,,,
032cfdf5c1c13731dff9624248a5caba64437558,2759,Eukaryota,superkingdom,1,,,,,,,
0638b7fe5b4f71912da2739067ee8329ef3c42e8,131567,cellular organisms,no rank,1,,,,,,,
23b573947dc74be5a23f4892a0497d1ab4e36f10,33154,Opisthokonta,no rank,1,,,,,,,
3cf558531e1a74139f83673b31b906a2366826d9,2759,Eukaryota,superkingdom,0.9986,,,,,,,
43c2925f8b83786f8000e6fd845697ec444064f5,84394,Ploima,order,1,Metazoa,Rotifera,Monogononta,Ploima,,,
60294085ad96a551c14ec1111855a829fcf61006,1,root,no rank,NA,,,,,,,
76d1bc615dd2382fab55afabdb3d92c993338e36,131567,cellular organisms,no rank,1,,,,,,,
7cc310d04f060b32a0c2bd5485e582943a36d757,2759,Eukaryota,superkingdom,0.9984,,,,,,,
950f122f220ec8b7270faf3d9c0cacf6ad255e8d,2759,Eukaryota,superkingdom,1,,,,,,,
aeca06055e588b93eac6ad8ddbc3bccc9bc92368,2759,Eukaryota,superkingdom,1,,,,,,,
b370638b60bbbd09c31981218c729cc7881edc3e,2759,Eukaryota,superkingdom,1,,,,,,,
cd859290a3a28e63398bbb432f038398dac1205c,2759,Eukaryota,superkingdom,1,,,,,,,
db86ae21de950876da08513be58b9c0a4c933445,2759,Eukaryota,superkingdom,1,,,,,,,
e0b49b180fabb4e9a72acfc4dd243dfdada3891e,1,root,no rank,NA,,,,,,,
037e16752032e022676648d26db8337fce1ac71c,2759,Eukaryota,superkingdom,1,,,,,,,
0981ed3357e4f86062f0174a6f9899232f15a9c8,2759,Eukaryota,superkingdom,0.9856,,,,,,,
2cd26971280b9afecc174a4fcaffbb47b43f8cec,2759,Eukaryota,superkingdom,0.9979,,,,,,,
41b14635ac24a0a008b4971f9685f2dc3e322978,2759,Eukaryota,superkingdom,1,,,,,,,
4f56c5cc24dbfe39706cf848f7d72a457b6f2acf,131567,cellular organisms,no rank,1,,,,,,,
53a413aca06f20cfab65051072ec90ad004830f3,2759,Eukaryota,superkingdom,0.9598,,,,,,,
573dd32a3576c322e2577ebe5fec6c0fdf7cdee0,2759,Eukaryota,superkingdom,1,,,,,,,
5813eeda3fdefdaeb2417b38605029cd9f2796e2,131567,cellular organisms,no rank,1,,,,,,,
62c00d562a4283cacb9627033781b82c726efb2a,2759,Eukaryota,superkingdom,1,,,,,,,
63a6a0b5c0d295e1b0812764eaa13bc782238526,2759,Eukaryota,superkingdom,1,,,,,,,
67c406b5dc4c3fad4b6390e12188c0143571abe2,2759,Eukaryota,superkingdom,1,,,,,,,
71e3081d4fa0958f9da2fcb24fa3c6e5d40e34d9,2759,Eukaryota,superkingdom,1,,,,,,,
7fa1e771f2e941c95b74f9a700f26f3c1a6c55b9,1,root,no rank,NA,,,,,,,
96919f2693146e23f7d5a29efff340bb9b371b9e,33154,Opisthokonta,no rank,1,,,,,,,
a49ff437a60bb19f55f73b87c4c37f7d58f17877,33213,Bilateria,no rank,0.942,Metazoa,,,,,,
af617425bed3250102861120256e2493eae68546,1,root,no rank,NA,,,,,,,
b9ce33e87d70c2a4882361099c1a9dff067f04b1,2759,Eukaryota,superkingdom,1,,,,,,,
d098a9c5bffcba90f25c702390dbe8c493c3a906,2759,Eukaryota,superkingdom,1,,,,,,,
dabd8761e7f1a404693dcaf5e0e59401d3ef49d0,2759,Eukaryota,superkingdom,1,,,,,,,
de56e047c39b416ecf5cede92075a164e707364f,2759,Eukaryota,superkingdom,0.819,,,,,,,
eb876b7bfb76a525d1dc7cfa9b60b6c855f7ca67,2759,Eukaryota,superkingdom,1,,,,,,,
fe3d603e7636669f652b157d9c4f64a0c3cefabd,2759,Eukaryota,superkingdom,1,,,,,,,
18dcc5be9a610e5ce4aaa82d9c4cf79a50576d38,6072,Eumetazoa,no rank,0.9701,Metazoa,,,,,,
1fe66477a166a80b998528f3bcaefe0a9c88481a,2759,Eukaryota,superkingdom,1,,,,,,,
21a34ba44d8ec4fce657550724849b6f4f05b7fb,131567,cellular organisms,no rank,1,,,,,,,
2651f284049f591dc814be2f5da2efa89dd80b1d,2759,Eukaryota,superkingdom,0.9951,,,,,,,
2b569aaf11de792673b2d16732f2c74896dceca4,2759,Eukaryota,superkingdom,0.9177,,,,,,,
2c2ad4470a7573e6d6d1d2d9aec801d41ff2eab0,2759,Eukaryota,superkingdom,0.9522,,,,,,,
34d00311dc4a2ba767eda1b66d68bfe759fe3fb5,2759,Eukaryota,superkingdom,1,,,,,,,
4239fef095dd0d092905d6b110d119066ca8a04f,131567,cellular organisms,no rank,1,,,,,,,
49bf2ab58b67227d0dd5fe6c157870cea011be0e,2759,Eukaryota,superkingdom,1,,,,,,,
5e76c6120b82eb1410a4d4b8a10e66be70f7b9ea,2759,Eukaryota,superkingdom,1,,,,,,,
6771387b5a53d725ab9dbf37e59adc1f21b8dd7c,2759,Eukaryota,superkingdom,1,,,,,,,
776ef91fb1d984dde6f9cd2e318ce821dfc11a9b,2759,Eukaryota,superkingdom,1,,,,,,,
7799d4ea3682b1b4534f240c181694a9e82ba4d7,33317,Protostomia,no rank,1,Metazoa,,,,,,
81696f40e28a0ebcc3e3b422f46975c23abc0878,33213,Bilateria,no rank,1,Metazoa,,,,,,
973244c0441e83317391632f69d285eecf7885c0,2759,Eukaryota,superkingdom,1,,,,,,,
9eb0420cdb7c239ecd44f1097a2fe093fe1b2656,2759,Eukaryota,superkingdom,1,,,,,,,
ac5fccb8a0c148fc4a9fd9815e3647d63e588d58,2836,Bacillariophyta,phylum,0.9889,,Bacillariophyta,,,,,
ae8bf4a3a1b84d9526166b64446299e0d4e365f7,2759,Eukaryota,superkingdom,1,,,,,,,
ce761ce1ad6fc2c24c41ef545bc773717c510698,2759,Eukaryota,superkingdom,1,,,,,,,
daba9038d5def533b29d80ea7e874a771b4793a5,2759,Eukaryota,superkingdom,1,,,,,,,
ddc111ebbb02a44d7cf4e4c56254b1ef8ea4326f,2759,Eukaryota,superkingdom,1,,,,,,,
de613fc7885ce0c08135cdc88d9c7db102e50123,2759,Eukaryota,superkingdom,1,,,,,,,
e2d9b876ad3a5ba17ae637af75ef0a827cae3781,131567,cellular organisms,no rank,1,,,,,,,
e8a6156675ba56b2e8713ca5e3c22e665728d4aa,131567,cellular organisms,no rank,1,,,,,,,
e8f4fdd6a71b2a0bb3149ac04c4c63a7f7c12492,2759,Eukaryota,superkingdom,1,,,,,,,
e98b49238984fe198fae347eb8c473bbefce5e6a,2759,Eukaryota,superkingdom,0.927,,,,,,,
f51cc046900b7571801fe4faf7ca27a267514a16,2759,Eukaryota,superkingdom,1,,,,,,,
fceb05ca2069c70f0340272e57c4a1c0c3103efa,2759,Eukaryota,superkingdom,1,,,,,,,
0220bfc49fa8e4770f160c842744465eb1548ef0,2759,Eukaryota,superkingdom,0.9995,,,,,,,
0f22ac4ccba10734288933d8cf365be1918d0b9f,2759,Eukaryota,superkingdom,1,,,,,,,
271e42ba5c29ab7e8b5d97f6c8be880ab00b6b60,2759,Eukaryota,superkingdom,1,,,,,,,
2813cc37f28fd8fa50715b304faf2eed75eeedfa,2759,Eukaryota,superkingdom,0.9995,,,,,,,
30dc4639980f927f5694a3c1fd861d1677eb8b68,2759,Eukaryota,superkingdom,1,,,,,,,
54f282ca0b8941f847f3b86529ee4abf396ee7ec,1,root,no rank,NA,,,,,,,
60970a408060b1ad4e6892ec0d98bf831c4a098b,131567,cellular organisms,no rank,1,,,,,,,
632a56882a3d9d79e804372de01e95570b7c9da3,84394,Ploima,order,0.9454,Metazoa,Rotifera,Monogononta,Ploima,,,
7a58421d780dc35cebabcd552ac89583c2b368e1,2759,Eukaryota,superkingdom,1,,,,,,,
800042e02a1349f26a0b841775aeb1032f6992fa,1,root,no rank,NA,,,,,,,
83a36a090cb962ee680e34218aa56a72d0065048,2759,Eukaryota,superkingdom,0.9589,,,,,,,
94679791658f321b8f57bfd04f891111b6b673ed,131567,cellular organisms,no rank,1,,,,,,,
96e3c811c01918584cd28efc979f2c3f424d83d2,131567,cellular organisms,no rank,0.8998,,,,,,,
a942c4351506207c85f80bc8e81eac96db8b564e,2759,Eukaryota,superkingdom,1,,,,,,,
b0cf9b4920729d238f6a341443412060031c52f6,2759,Eukaryota,superkingdom,1,,,,,,,
b812cbdbda66e5201e38512bd0314b4c05dfa5ef,2759,Eukaryota,superkingdom,1,,,,,,,
c4a13aa1f5ada2a198906247c93e5654504cf0b9,33208,Metazoa,kingdom,0.9994,Metazoa,,,,,,
cd1b75adbdd19c5b6245b726cee408e530aad3ae,2759,Eukaryota,superkingdom,1,,,,,,,
ce0c76eb2d1e318f64ff6a57c4f21293219fb197,2759,Eukaryota,superkingdom,1,,,,,,,
cf2d9fb1c15e1b05e21a96a7cfedbc884429d648,131567,cellular organisms,no rank,1,,,,,,,
d5f90c25f8e501d76e7b35b18801315bf267524f,2759,Eukaryota,superkingdom,1,,,,,,,
df65047c21ecc148e69aede7bbffcd7a074c730e,2759,Eukaryota,superkingdom,0.979,,,,,,,
df965caab3ac2a397baa5fe1f884fb77ed1027a2,2759,Eukaryota,superkingdom,1,,,,,,,
ed77b358f9f61ab3b61b705262b5a33279ddacdc,131567,cellular organisms,no rank,1,,,,,,,
f38e87bbd5fb21a53166a372751501b52a9e7eae,33317,Protostomia,no rank,1,Metazoa,,,,,,
f92a3cc45651dea41c9f930057f66f43cbc30a87,2759,Eukaryota,superkingdom,1,,,,,,,
279d13056f57358580b972f08c4f9043324dd1ff,1,root,no rank,NA,,,,,,,
3d68ff7f7047c8710fa1f1d864ce960c8f54d482,2759,Eukaryota,superkingdom,1,,,,,,,
e0b5e40522d76998d1ee1eaf0b8ffc8185a48985,2759,Eukaryota,superkingdom,1,,,,,,,
70637221dbf672a590b081573c50ad0f692269e2,1,root,no rank,NA,,,,,,,
2200418e81545d15dbb2cf61b6755b7d9be5a16f,1,root,no rank,NA,,,,,,,
eeeecb88f09b8ce0489f896af4e5fa57a44473d7,2759,Eukaryota,superkingdom,1,,,,,,,
248cf19eb591f97ad92dc8b7c79f6959157c4004,2759,Eukaryota,superkingdom,1,,,,,,,
277b02c4217459f741558fa01ac4e75274ec5b4a,1,root,no rank,NA,,,,,,,
0468aeb5b959b1c9c14599ff2b4ad42d887af19c,2759,Eukaryota,superkingdom,1,,,,,,,
8f5d0ae5d7d7767da49b63756feb47a0a77ad39e,1,root,no rank,NA,,,,,,,
0cf3845008db6ea00b83178c34d9095fbbf84954,131567,cellular organisms,no rank,1,,,,,,,
ca55fb5d0a202d3d3946734b97a045cf3b2a29ac,1,root,no rank,NA,,,,,,,
256a03b5fc5a5fff8ea669912e74550020ca7dd7,2759,Eukaryota,superkingdom,1,,,,,,,
e4666896d2070ab299aa2b01308072888f9a6598,2759,Eukaryota,superkingdom,1,,,,,,,
5c78477f9a2f6e6102dd2a702cd924c8192d9691,131567,cellular organisms,no rank,1,,,,,,,
402f6f56222c25bf309b1b3a1a88793c79d866dc,2759,Eukaryota,superkingdom,1,,,,,,,
bd94305ea7c8999819ff1a154668d43f132efa9e,2759,Eukaryota,superkingdom,1,,,,,,,
ed03a2d302100f1479b107a57e6cf9baa0da298b,3042,Chlamydomonadales,order,0.9955,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,,,
035482ccc891e07ac8b1959016b0dc9742ff4bff,131567,cellular organisms,no rank,1,,,,,,,
d8c66ae0d8a71f7f699f57191be6faec1b8a8296,4762,Oomycetes,class,0.9988,,,Oomycetes,,,,
c57ab00f6bdd0e6b611e70f2d3d49f84c5967451,2759,Eukaryota,superkingdom,0.9522,,,,,,,
9e2f81b8c27ee1e84ce32eb0e01de45f42ca44d3,2759,Eukaryota,superkingdom,1,,,,,,,
dfbe856b222f6040fcdca9d6bec6670fb7219b97,2759,Eukaryota,superkingdom,1,,,,,,,
a91d0822f8976ac8ae3a8fd0b75c5e3ee4f5f61f,131567,cellular organisms,no rank,1,,,,,,,
72070eef54df2ec5ff71838df4d0db32106360ea,3042,Chlamydomonadales,order,1,Viridiplantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,,,
32484de53053ba7e1b5185e7132a4d0c964a83b5,2759,Eukaryota,superkingdom,1,,,,,,,
4d0e9aa246cf8012f0b9f5bcb34c1a49320bfd2b,2759,Eukaryota,superkingdom,1,,,,,,,
f96c12c35eb0d76e7b855149d781bca4ac23751e,2759,Eukaryota,superkingdom,1,,,,,,,
1316c6a0fa2a155533eac17dd2082175c97ce365,2759,Eukaryota,superkingdom,0.9999,,,,,,,
32af87ac1614efecb0f2b4b08cce612ea4152b2c,2759,Eukaryota,superkingdom,1,,,,,,,
3541aad643a7ec438e8d2e42e6125b6d6aa2b7b3,2759,Eukaryota,superkingdom,1,,,,,,,
613a6c94c96e00c4eb16ecdd4ed8429b673bc31e,131567,cellular organisms,no rank,1,,,,,,,
196d5eec67925f02b428b1661c84c1ff2cd4c46a,131567,cellular organisms,no rank,1,,,,,,,
7ccacebaee297cc41b306e3a99867a21008d9bd0,131567,cellular organisms,no rank,1,,,,,,,
a1fff1b979836b1e5093119c3c1f84ee8fcaa65d,131567,cellular organisms,no rank,1,,,,,,,
acaef183b832b49165e744ba333008e89daee8cc,131567,cellular organisms,no rank,1,,,,,,,
2e900578ad4257a61558924891bfa12ec1ccffe3,2864,Dinophyceae,class,NA,,,Dinophyceae,,,,
44b4e452548a2fc29ba7efa288ec041b4eaf0685,2759,Eukaryota,superkingdom,1,,,,,,,
956ded7ea4e52f281441b22ee637acfd9c90aae5,2759,Eukaryota,superkingdom,1,,,,,,,
a33fa4caa1f45b96f5031d07b6e98bdbb9ccf9c9,2759,Eukaryota,superkingdom,1,,,,,,,
d0e4d5c6b31f7d96a8f834e3b95bd2b61de57721,2759,Eukaryota,superkingdom,1,,,,,,,
1c7a94a45cef27f4fed384a73908a82fe558192e,131567,cellular organisms,no rank,1,,,,,,,
3295a8c9d5270559801b5486b2f687276b4ac85c,2759,Eukaryota,superkingdom,1,,,,,,,
936ac6555846b377101361e1944b5ecbf60a7f20,4762,Oomycetes,class,1,,,Oomycetes,,,,
11028d2f3925a1923687413ce640c060c3be8fdc,2759,Eukaryota,superkingdom,1,,,,,,,
6e05c9e6b37ae1d3e6faf43073120d6be2cde656,131567,cellular organisms,no rank,1,,,,,,,
8fb20625370ea512268851ff30bbf69793a00301,131567,cellular organisms,no rank,1,,,,,,,
a33dc25f03ffcad5aea6510cb2e22d66d005663d,131567,cellular organisms,no rank,1,,,,,,,
a61925039dc0ada52afda04c4e0c9ada4679a8e4,2759,Eukaryota,superkingdom,1,,,,,,,
aae0d9c1d7053612e27bb3221706808716a2827d,2759,Eukaryota,superkingdom,1,,,,,,,
d5028ac954385585e6661cb88b97bd5bb145c4cc,131567,cellular organisms,no rank,1,,,,,,,
1dec6890900f216a79d1a9883cb3b7b67acf3ca8,2759,Eukaryota,superkingdom,1,,,,,,,
b26d21d37b1e874a5664664b41e9c16da35c17e9,2759,Eukaryota,superkingdom,1,,,,,,,
ca00852477ed48fcc5d50773c83a8a4878e3804a,33317,Protostomia,no rank,1,Metazoa,,,,,,
ca1033952b0b678a6fc7661772c549d11f8632d7,2759,Eukaryota,superkingdom,0.9973,,,,,,,
d4cd7cf2dbe342de6a36a4e781e78feef15c74d2,2759,Eukaryota,superkingdom,1,,,,,,,
dded26b6d5fc15556f12f1a94047193c7bbc6d13,2759,Eukaryota,superkingdom,0.9986,,,,,,,
404d7cadf22e500323a21e250d604910654e49f8,2759,Eukaryota,superkingdom,1,,,,,,,
746c6286e09e7fd55bde43826b4c722759962997,131567,cellular organisms,no rank,1,,,,,,,
7dc1bbcfa2291231109ee121f656e2f2fe468e44,2759,Eukaryota,superkingdom,0.9717,,,,,,,
bc8fe2b3ede10f52ed43408a96220dd49f58adda,1489872,Percomorphaceae,no rank,1,Metazoa,Chordata,Actinopteri,,,,
bdc5e0cca0cdcfadb87b8bb9c3063c593d9f986d,131567,cellular organisms,no rank,1,,,,,,,
23aac8866bd7934c6342946203ecd41e77f54895,2759,Eukaryota,superkingdom,1,,,,,,,
4f2f005132b0e4c575b8062796e08f6791b8cb8f,2759,Eukaryota,superkingdom,1,,,,,,,
6313e493fcb8f84dafdb803350f63e3ae929345d,2759,Eukaryota,superkingdom,1,,,,,,,
75f622545e3ccd7bdf059a5c7104f914d415ce40,1,root,no rank,NA,,,,,,,
81fa470fde4febd1302739d656531596851c9f38,2759,Eukaryota,superkingdom,1,,,,,,,
be73eee55aba39b3a1693b0a2a03621ea7baf9e1,131567,cellular organisms,no rank,1,,,,,,,
de99ad94be9d17f3ce19d4680e7259d39d99b087,2759,Eukaryota,superkingdom,0.8158,,,,,,,
f8e89b665717b7496cbc9d6b5cf721818562dc1b,2759,Eukaryota,superkingdom,0.8644,,,,,,,
fc96c62a185ae20c6adf89481c9abbc39dc2cd5f,2759,Eukaryota,superkingdom,0.9203,,,,,,,
4e559e21093f0108f4b30559eb29a1e967cc1e6e,313557,Cochliopodium,genus,1,,,,Himatismenida,Cochliopodiidae,Cochliopodium,
7c8ddcfd5bc5e576d3a5243b0ccfde9b6cd5f9bf,2759,Eukaryota,superkingdom,1,,,,,,,
a51ed286262bb175fd8f55dfc965a97c7a97e852,2759,Eukaryota,superkingdom,1,,,,,,,
a6a47918d2a7d3d837b75419a82b4bdfc399badf,131567,cellular organisms,no rank,1,,,,,,,
aeb7ba9784a9d3f75a82a092cf6e98d67a65078a,33317,Protostomia,no rank,1,Metazoa,,,,,,
c38eec1f700a8c25bd370607ab09a1fa904c3fa0,4762,Oomycetes,class,0.9999,,,Oomycetes,,,,
cfc919c896201deac5db3b7f38aa42eb21d74eed,131567,cellular organisms,no rank,1,,,,,,,
df14f02abcab747a2a43719da04386b501cc99ac,131567,cellular organisms,no rank,1,,,,,,,
f24a7fb150d614e142d22a94f5caec399615f256,1,root,no rank,NA,,,,,,,
fa246993eaceb1769aa0e09f9aab7ae74bfbed00,2759,Eukaryota,superkingdom,1,,,,,,,
22e872a337c8c21c39004da9a085bd139b31d920,2759,Eukaryota,superkingdom,1,,,,,,,
247bb74ac1d7fba3fae73568fb9367c44239ed4f,2759,Eukaryota,superkingdom,1,,,,,,,
2752094a56be2c8e14841742b9915d2204af326f,2759,Eukaryota,superkingdom,1,,,,,,,
32120c1641c87dd6fae92e0c002f516b3a5f4e92,2759,Eukaryota,superkingdom,1,,,,,,,
48aa371e6e54b6b4a0bc6cc6495bc217c3726276,131567,cellular organisms,no rank,1,,,,,,,
5b0f32d1569465300d3a28aca3967b54de11f027,2759,Eukaryota,superkingdom,1,,,,,,,
6d747fa3ae1891d3e9a23e38bea88c0c223b99ff,2759,Eukaryota,superkingdom,1,,,,,,,
883fbbd5ab88e7a7e7732a5b2e30b78d261a974b,2759,Eukaryota,superkingdom,1,,,,,,,
a3c1d944cca7b25fbe68dd65215330fffa5eef2e,131567,cellular organisms,no rank,1,,,,,,,
d65cd94c0cd58f07354f065174adb7d9e352f01d,2759,Eukaryota,superkingdom,0.9993,,,,,,,
f50c217169150dce03cb9def31500f29b91ce575,131567,cellular organisms,no rank,1,,,,,,,
f839fd2a87cf950347f4d52dd2cfabbe98573563,1,root,no rank,NA,,,,,,,
064542c7d754cd30e496896c908103d48a491a57,131567,cellular organisms,no rank,1,,,,,,,
