sample_id,Hash,nReads
21F103B_rep1,d47d391d67d5ae6d3d93d6893772b3557d1721ce,4357
21F103B_rep1,53b5f449fc8f292a4dd09f382768a8859af0bde3,4080
21F103B_rep1,849f62821cb21de8814b79bd7138c5b359ebfdd8,3350
21F103B_rep1,0591158b7ee039046eb89f661c428ab8c32e9d7d,2212
21F103B_rep1,2aacc72745d7de178597f5c15ade8d811fae60c0,1784
21F103B_rep1,44d4ccb9f5218a2b9b29875af5840ffc7024343b,969
21F103B_rep1,f47b1ccc4d3100dd01dd2af818664d5638607fd0,742
21F103B_rep1,df070889dec7a2074b7ca43d8eb2fbf1abb7f33e,717
21F103B_rep1,0b99a148770d184a76a4830fd38d831115de78fe,649
21F103B_rep1,3e864af09a29a7a13aa8f5cb4b7a2c96c257de54,421
21F103B_rep1,3b11fca592e65c0886ebf5916fdce40691ce180e,366
21F103B_rep1,8568a4b6435452883a4dfec64f8c34e97fa8f5b1,182
21F103B_rep1,a156f2edb989e8a8679899e31485936a09882fd9,124
21F103B_rep1,5bca285a490bd28b861a79695a16d4c886f550bc,90
21F103B_rep1,f43a37155abb483623729c360f974f4f7c43d2d5,82
21F103B_rep1,11115e7fdde51e705f07cfe4fa52fca31f50663b,60
21F103B_rep1,08816de8e718166eb71e73747e20273ce7f2d7db,59
21F103B_rep1,d5803bec6d71061d78f4ecbf8cda7bf76b6599ac,53
21F103B_rep1,906d9c8e7de7fd5894e475fab64a6f76f430db30,47
21F103B_rep1,29c0f6c357e9c702bad4de4cff2ed43bfd296beb,41
21F103B_rep1,e08b8a6ad5651b5b6342a922f39b6309c5b7d6ac,38
21F103B_rep1,4bd4bff9a2cdcb9455fbde197077d4e6b0edf847,36
21F103B_rep1,6c11f84e0e44ef8bec0acce65530aa3800f85dcc,33
21F103B_rep1,de1bc16852d781959857897682efe82a1be76c0d,32
21F103B_rep1,50fe9e137cb80a494c37a013782dcb2f4744b28e,30
21F103B_rep1,39bad365e95c3b5655584fe288b17378101f5ab5,29
21F103B_rep1,555d5a147e1bb4ef966647cfee7428002d8ad755,26
21F103B_rep1,0c881cffbd0b21b4fd140dbc82b2b523a439996e,23
21F103B_rep1,c5ed2c21843d97ee61ec49152166ac23ae653b1c,21
21F103B_rep1,d96e466ebf2fb461b925a2bff387045016de43c2,20
21F103B_rep1,e1cb725c0b3286da0c57fcc9759a22a0eddf2bf5,20
21F103B_rep1,9e91291491170ec54b0c1276ca13c0d0bb9a317b,19
21F103B_rep1,c9653c060562d877f957640a84fed2719fb6e3c3,18
21F103B_rep1,360fa1f8221abcc86628315ab95f98bfaae125e8,17
21F103B_rep1,4b77002463e600cd8d1c5e782b7a3452dbd7464e,17
21F103B_rep1,5cda93dcaf234cbe94694880456c08ef1f28f25c,16
21F103B_rep1,f421f04407038fc904bea559c2922d10387f8839,16
21F103B_rep1,2da0f6651289e395e86f878912d675d8a7cd12e2,14
21F103B_rep1,ec5e246e16582d0490f5d88f85aa672615f42b7e,14
21F103B_rep1,6791b056aaf8452ef2d070f4f16dc476c7a577ba,13
21F103B_rep1,d89ef5a0eb93a46e49403198c930a6ca61309db5,13
21F103B_rep1,3077949e369c245d383a9d49a327bdf7da257791,12
21F103B_rep1,3335eae8b79e3221ec236c75ed32d2c04d395b0e,12
21F103B_rep1,ac1b13fa2ffd3dac032ba97d3167860d775c93e9,12
21F103B_rep1,42d1eb16ae0c7ace8c032fe7206b963335cfa5e7,11
21F103B_rep1,5c1307d9566fef5e2532e2f9fa5a84389c735464,11
21F103B_rep1,adf13c3d109fab78e422cd2560d33cccf065492b,11
21F103B_rep1,fbeba131faeacabb841e1c9d06bbb1e925e6d234,11
21F103B_rep1,3847c5f619b10a47e3db5a268d975384c08f87f2,10
21F103B_rep1,ba8cd7a08b436ffc34018d97c2e39cadadbc6fe2,10
21F103B_rep1,dee65769a3213e858314e21fb8f6f150a74e7a99,10
21F103B_rep1,052111ea37689a37dbe18f34cb1e69d035de4dc2,9
21F103B_rep1,73a3ccd81832f5ccaeac8dcd8d074aea86b22929,9
21F103B_rep1,a2a2df5f8609c39c23f0feb092541898925c8c65,9
21F103B_rep1,1276767a720d41f770bd51f6621207e4fbe14f70,8
21F103B_rep1,b1e7f033fbd97e31a27deaa7aea877d4dde89549,8
21F103B_rep1,bc63f4762019c29f9072a8bea3e6d6d957930e55,8
21F103B_rep1,d544687bdd114c9ddd7afe5dcb5a8eca6328b35d,8
21F103B_rep1,d5a238813e7c70733ed927fedc6a1a7b3bdf3dfe,8
21F103B_rep1,11f00b5ac298b31168d0c3716352ef6ced3cd995,7
21F103B_rep1,8e1f765ed1466067461813254f869505e072b8fb,7
21F103B_rep1,92bd36f6628859ee1f38a96158f8ddb2d04c8488,7
21F103B_rep1,995f2a419a46c45997233e8c04b861059cbf7727,7
21F103B_rep1,3db5d21a7dcb2f946df70cbc64f4b4849e13bd59,6
21F103B_rep1,66697106489f57f6805980e6514feb10b79bd0a0,6
21F103B_rep1,94592569274c20598b40ff7393d102d66605ba89,6
21F103B_rep1,03821b0646f1e0400f73ba96b08111b60e557fe5,5
21F103B_rep1,50ba5b4183afc9f4c2ac7fb46214bbb1de709aa6,5
21F103B_rep1,5b269a46c9a8265b47aee5a2f16a2c2f2f5becdd,5
21F103B_rep1,648bb86a57d11f5a55193ae93cce64c236aef2de,5
21F103B_rep1,7ca318ee91f599d8dae8965eedba798a302d4b97,5
21F103B_rep1,a3a6300f77194849cdfcf258607c8fcdac11c3bf,5
21F103B_rep1,a52d9bd8609d4fadda3bef570768522e1daf3d86,5
21F103B_rep1,0314e480baacd4625ebf7765021099e865b745b7,4
21F103B_rep1,51b68582ecd3224b2a82bfd0fc666fe4502aeff9,4
21F103B_rep1,839ae5ea6670b490d5a7456774172f3a28fb93a7,4
21F103B_rep1,9d6ee5e5c08b35d071df9afa13cfcd46ac94f69f,4
21F103B_rep1,a01af1a8b7f0f1152e76f4c6e1a894f9ebe081eb,4
21F103B_rep1,a313acfe01a768248711d8e91612cfde42cf78c9,4
21F103B_rep1,a7a0dea09414f0199efd36b4d9f2af7facd3959f,4
21F103B_rep1,c55fe56917e9c4a407b5cef9d75178487311fd82,4
21F103B_rep1,ca69a5c4802bf9ea596f549aa1bbc99814ad9f52,4
21F103B_rep1,cf54d5610d308a825401043abde3e8f0cef6d54d,4
21F103B_rep1,d40ab64ed04145f8a1a12e7620e71cda15b06c0c,4
21F103B_rep1,f9c8b54ac1c0e076bb4cbcaf9b11fbf710bb3066,4
21F103B_rep1,16d80e194fbea45d21c986c33fabcf81fd923ddd,3
21F103B_rep1,16f772113ee75b7578daf22c5e2832ae964fc230,3
21F103B_rep1,39629aba1aade359de92ac8bbd56ae03a4572231,3
21F103B_rep1,7227ec3fdb7871a8b0c961c357156df5b96d2225,3
21F103B_rep1,7b4ce8a5594964a111fce4ad979c40c5edaf7e65,3
21F103B_rep1,7f610a1a3fbb7b6b74c84a0ce7eba5b03c37c87f,3
21F103B_rep1,91b79e0a72f9084ea2b92e04435530fbfea3ed1a,3
21F103B_rep1,d71fce5b616166dcac914f33fac4462842f50536,3
21F103B_rep1,eaf4b10a984603f0bec02ad457c6f514ebc04143,3
21F103B_rep1,faaf0116bb7312b16d8be882aa1c69e8fbbb70aa,3
21F103B_rep1,02cfd0142abb05f9276f7f0fb0d626601d7da8c6,2
21F103B_rep1,1767d44dd27a6a51ad73ee742c68d2a44f62d0bb,2
21F103B_rep1,21dbd1f241973186399b8b0e10fc9ff501fe71a8,2
21F103B_rep1,21fa09703d47b0658893b3bac49e0175e16ca9f7,2
21F103B_rep1,2785e2d7ace5ba576039bbbccea6b376528a031e,2
21F103B_rep1,28100549288b4ffc294bfaed7d4d249d71e02a0c,2
21F103B_rep1,47f82bc8cb96945c5b200495364d38797c95d075,2
21F103B_rep1,4cb3df333f44755d32c3a846ceb03cfeb8b6a6b4,2
21F103B_rep1,5203f1732944e34aa84f20bdd6eae9239e9712e2,2
21F103B_rep1,6332277822183f2d344ad1e8e9dfb34a84a64ea6,2
21F103B_rep1,7466035910dae861bbd85a80b15cf59d282415eb,2
21F103B_rep1,7abeaba0d9a6ee064544360ba2eea104b5bec194,2
21F103B_rep1,7cd4fe60d91901a3a7f9eb34ea25332d0417189f,2
21F103B_rep1,7eb330ab352999d37dbe4373cc6fe00384f97223,2
21F103B_rep1,803ccbbcd780fb79519cc04f1d52980c04115a0a,2
21F103B_rep1,87622d73f173214c9e3635dc8ccfcb56fe97f151,2
21F103B_rep1,dbb40f9269a031ef9d04c34611c0aed9cd987d37,2
21F103B_rep1,dd03a7efdfa58dcda131ba60a244be7dcfe78d1e,2
21F103B_rep1,e3b675949c7e8130cb8c0f2d4c7155ccc47daa8d,2
21F103B_rep1,f9f3d3504d9a374a5022f34bcfdbc8916156aeab,2
21F103B_rep2,2aacc72745d7de178597f5c15ade8d811fae60c0,7095
21F103B_rep2,53b5f449fc8f292a4dd09f382768a8859af0bde3,6332
21F103B_rep2,849f62821cb21de8814b79bd7138c5b359ebfdd8,5853
21F103B_rep2,d47d391d67d5ae6d3d93d6893772b3557d1721ce,4720
21F103B_rep2,0591158b7ee039046eb89f661c428ab8c32e9d7d,2481
21F103B_rep2,df070889dec7a2074b7ca43d8eb2fbf1abb7f33e,2096
21F103B_rep2,f47b1ccc4d3100dd01dd2af818664d5638607fd0,1648
21F103B_rep2,0b99a148770d184a76a4830fd38d831115de78fe,1503
21F103B_rep2,a156f2edb989e8a8679899e31485936a09882fd9,1353
21F103B_rep2,44d4ccb9f5218a2b9b29875af5840ffc7024343b,877
21F103B_rep2,3b11fca592e65c0886ebf5916fdce40691ce180e,748
21F103B_rep2,3e864af09a29a7a13aa8f5cb4b7a2c96c257de54,577
21F103B_rep2,8568a4b6435452883a4dfec64f8c34e97fa8f5b1,285
21F103B_rep2,08816de8e718166eb71e73747e20273ce7f2d7db,222
21F103B_rep2,1181dde88e088eef34acbbc7240bbcc746b8ec3b,188
21F103B_rep2,b7950ae55bb966f90f7c585bcced46431b59b6aa,159
21F103B_rep2,4bd4bff9a2cdcb9455fbde197077d4e6b0edf847,133
21F103B_rep2,e1cb725c0b3286da0c57fcc9759a22a0eddf2bf5,125
21F103B_rep2,29c0f6c357e9c702bad4de4cff2ed43bfd296beb,104
21F103B_rep2,360fa1f8221abcc86628315ab95f98bfaae125e8,96
21F103B_rep2,906d9c8e7de7fd5894e475fab64a6f76f430db30,94
21F103B_rep2,11115e7fdde51e705f07cfe4fa52fca31f50663b,88
21F103B_rep2,6c11f84e0e44ef8bec0acce65530aa3800f85dcc,60
21F103B_rep2,6791b056aaf8452ef2d070f4f16dc476c7a577ba,54
21F103B_rep2,d5803bec6d71061d78f4ecbf8cda7bf76b6599ac,53
21F103B_rep2,5bca285a490bd28b861a79695a16d4c886f550bc,52
21F103B_rep2,feb9762c729716e1f7d930f4db019d46aaf09600,50
21F103B_rep2,2da0f6651289e395e86f878912d675d8a7cd12e2,49
21F103B_rep2,de1bc16852d781959857897682efe82a1be76c0d,48
21F103B_rep2,555d5a147e1bb4ef966647cfee7428002d8ad755,46
21F103B_rep2,ba8cd7a08b436ffc34018d97c2e39cadadbc6fe2,45
21F103B_rep2,c5ed2c21843d97ee61ec49152166ac23ae653b1c,45
21F103B_rep2,b1e7f033fbd97e31a27deaa7aea877d4dde89549,41
21F103B_rep2,50fe9e137cb80a494c37a013782dcb2f4744b28e,35
21F103B_rep2,e08b8a6ad5651b5b6342a922f39b6309c5b7d6ac,35
21F103B_rep2,66697106489f57f6805980e6514feb10b79bd0a0,34
21F103B_rep2,39bad365e95c3b5655584fe288b17378101f5ab5,32
21F103B_rep2,9e91291491170ec54b0c1276ca13c0d0bb9a317b,31
21F103B_rep2,4b77002463e600cd8d1c5e782b7a3452dbd7464e,30
21F103B_rep2,d89ef5a0eb93a46e49403198c930a6ca61309db5,29
21F103B_rep2,0c881cffbd0b21b4fd140dbc82b2b523a439996e,28
21F103B_rep2,28a7fe19d08a216ebcfccd9e68b44b845016353e,28
21F103B_rep2,ceac79f871e1fed24dba2c51cf4d8cc75b4c64ab,27
21F103B_rep2,1276767a720d41f770bd51f6621207e4fbe14f70,25
21F103B_rep2,adf13c3d109fab78e422cd2560d33cccf065492b,20
21F103B_rep2,f421f04407038fc904bea559c2922d10387f8839,20
21F103B_rep2,7ca318ee91f599d8dae8965eedba798a302d4b97,19
21F103B_rep2,5c1307d9566fef5e2532e2f9fa5a84389c735464,17
21F103B_rep2,02cfd0142abb05f9276f7f0fb0d626601d7da8c6,16
21F103B_rep2,42d1eb16ae0c7ace8c032fe7206b963335cfa5e7,15
21F103B_rep2,ac1b13fa2ffd3dac032ba97d3167860d775c93e9,15
21F103B_rep2,73a3ccd81832f5ccaeac8dcd8d074aea86b22929,14
21F103B_rep2,ae359464cb8c0a8fc9402f2c1116dee40d27cbc2,14
21F103B_rep2,03821b0646f1e0400f73ba96b08111b60e557fe5,13
21F103B_rep2,3335eae8b79e3221ec236c75ed32d2c04d395b0e,13
21F103B_rep2,3966e66504c6c6cff852d94d9ec0a17f93fe0ca2,13
21F103B_rep2,7b4ce8a5594964a111fce4ad979c40c5edaf7e65,13
21F103B_rep2,bc63f4762019c29f9072a8bea3e6d6d957930e55,13
21F103B_rep2,052111ea37689a37dbe18f34cb1e69d035de4dc2,12
21F103B_rep2,088b13a052c7a693cdd14d2a3c03d24cc0926792,11
21F103B_rep2,f14bcd13b47f9847d37789b3b98b47999d690d1b,11
21F103B_rep2,21482fbfbab5a527dc9e726ab4c907ce3ea68abc,10
21F103B_rep2,3847c5f619b10a47e3db5a268d975384c08f87f2,10
21F103B_rep2,5b269a46c9a8265b47aee5a2f16a2c2f2f5becdd,10
21F103B_rep2,41c85164433961e0915dda048ddc7f2d6e4ec524,9
21F103B_rep2,94592569274c20598b40ff7393d102d66605ba89,9
21F103B_rep2,3077949e369c245d383a9d49a327bdf7da257791,8
21F103B_rep2,3bcee30634327df4ab2a0ba48b3f86b42bad2b9c,8
21F103B_rep2,3fbbee22df3223807353414ce51ba7c82040e52c,8
21F103B_rep2,456617d2e8af4b162ccc0082e622e4ac226e04b0,8
21F103B_rep2,7eb330ab352999d37dbe4373cc6fe00384f97223,8
21F103B_rep2,bfcbfb7aa31d89b041da02cd7bea5ab2816721e9,8
21F103B_rep2,d544687bdd114c9ddd7afe5dcb5a8eca6328b35d,8
21F103B_rep2,1a836333916c3a9aea420ca50563ac81826ae90b,7
21F103B_rep2,2842546690618a12b01bc8c72ef58807befffafd,7
21F103B_rep2,2ea5b0c6f9e7000037c604e87bfe94ce1a453e38,7
21F103B_rep2,35d6ca3d4db0e8772fb284a5f8faa00a44d5d430,7
21F103B_rep2,58b614c9d4266769c79c686782a4e569e61a0bff,7
21F103B_rep2,8127ca1eb3505b97a1694235fb50861bb6c2fd14,7
21F103B_rep2,a2a2df5f8609c39c23f0feb092541898925c8c65,7
21F103B_rep2,bb9a747fc942dffeea44eaeca1c7b1824b5fcff2,7
21F103B_rep2,c9653c060562d877f957640a84fed2719fb6e3c3,7
21F103B_rep2,e3b675949c7e8130cb8c0f2d4c7155ccc47daa8d,7
21F103B_rep2,f2fc5f2065479d85bd2f07d9db2a425fe48bac21,7
21F103B_rep2,1c1a7913edb9011a32de8e013d1e0cad4364a8ed,6
21F103B_rep2,786ea95a0817204a0bb4aea2863b11e1eeba0fa4,6
21F103B_rep2,7abeaba0d9a6ee064544360ba2eea104b5bec194,6
21F103B_rep2,942a3ca0b253ad7297057a31ad27126d2644c4a3,6
21F103B_rep2,9bd2e2940e4cd6b4a4243f65e4678652700ab2df,6
21F103B_rep2,a1eeb33b5275ee744315511993b933c4f0ce135c,6
21F103B_rep2,a3a6300f77194849cdfcf258607c8fcdac11c3bf,6
21F103B_rep2,f9c8b54ac1c0e076bb4cbcaf9b11fbf710bb3066,6
21F103B_rep2,0bd4dcec5453d8d7853f98190d78ee084c750544,5
21F103B_rep2,11f00b5ac298b31168d0c3716352ef6ced3cd995,5
21F103B_rep2,225712cf236b4ab4abd94192d0714867460c0bb3,5
21F103B_rep2,421b21cd606045cf1a751a2c59bf3c07313a5971,5
21F103B_rep2,66f8b4239d45a2a2dd8d0571f1a0b4db003c24d8,5
21F103B_rep2,7e01b8e9a39610cf65a3d21d7dd5ae62eaa79b69,5
21F103B_rep2,a1aa43c2c50fbcc807883103ca6aea657ed8d28f,5
21F103B_rep2,b32d450154944d4b73bead7f8d849dc2e8cabcd9,5
21F103B_rep2,e14132f7ba0c9e725c2c0bd96571895d469531e5,5
21F103B_rep2,f16c05e498ec78f9584c988b1ca42ee15f056fd2,5
21F103B_rep2,f387f38f51cbe96f9554c4b8497d818d29380253,5
21F103B_rep2,19f6b8dfabc4b69f1565a157584d5c1d874614d3,4
21F103B_rep2,399074ff4c05e88f94de8abf5d1895ecaa8016ca,4
21F103B_rep2,4abfea5f52044dd609d9bbf04875419dfe7db968,4
21F103B_rep2,550ba3c1df63452ec6d136088918a6be9a55c34c,4
21F103B_rep2,6efb033280502a57c6febb1ea9398001caeb6904,4
21F103B_rep2,709d6b571473300506527c179f6b6155d0772759,4
21F103B_rep2,ad50e4282b928f6779f4ec9f06201f2640458e9a,4
21F103B_rep2,b129eaa7ebb0e6b50199c7e3356d8c11b8b82ccd,4
21F103B_rep2,bae5c9f3bc504db30f4994e9b9696a46e06004ce,4
21F103B_rep2,c469ec9c321cd5516acbbceb360a17ddad65d6b3,4
21F103B_rep2,efbfd9f97b3cd610c5b651ef4295ade884f22e58,4
21F103B_rep2,f9f3d3504d9a374a5022f34bcfdbc8916156aeab,4
21F103B_rep2,0314e480baacd4625ebf7765021099e865b745b7,3
21F103B_rep2,245708db0ea6bc7814e2aa611e0e215706b42454,3
21F103B_rep2,39629aba1aade359de92ac8bbd56ae03a4572231,3
21F103B_rep2,39d1799c79f5f333bd86a588efd3420c080910ce,3
21F103B_rep2,448adf2177a975404a33b1cff215045cf0cb8fee,3
21F103B_rep2,49d3ab0f2330f7b0edc84e3d9304c35f92beaf9f,3
21F103B_rep2,53bff6b300d960b1860bc98aa50a21036268224c,3
21F103B_rep2,5a8ed54f5b6a51d22f94d47c968c48a38f962266,3
21F103B_rep2,5cda93dcaf234cbe94694880456c08ef1f28f25c,3
21F103B_rep2,648bb86a57d11f5a55193ae93cce64c236aef2de,3
21F103B_rep2,8d75bf8ce79eabc47c562135008ecbfdc77a2166,3
21F103B_rep2,92bd36f6628859ee1f38a96158f8ddb2d04c8488,3
21F103B_rep2,9515035c295014dadc1d72a90adc20c2cdf86bff,3
21F103B_rep2,95953d54c5dc03c6bbc2ce2110de27c77dfc8bc0,3
21F103B_rep2,ae36d23c4d762853e4f5ee7e828f1871653f1e68,3
21F103B_rep2,ae808910d4d05c4c9ea15d2a643166b025261da5,3
21F103B_rep2,afe22f1ad8e92c7c1784369345875fa50c7f3e99,3
21F103B_rep2,b31dd8104aa833cae970a22ae3196de055c97a0b,3
21F103B_rep2,cac7b8cd653bf8b6071ccc9e6d7a4f7c5c31dd07,3
21F103B_rep2,d2b9a827bb12084a7da24f0b391f9af478ef42b0,3
21F103B_rep2,f5a1770107b4e8ab60e7e2ff9a7e79d3ed403cec,3
21F103B_rep2,fc569334ee05043f1d0ae8f9c35074317d5a042c,3
21F103B_rep2,0e62dc7dfc9739b89d3c294e42e2c5d96d2ac4d2,2
21F103B_rep2,153b8022c8b984aa93c73f7bf85fc48569f8cd73,2
21F103B_rep2,2f21086d937df6ad03521bca7d5c1e0e9b6b1905,2
21F103B_rep2,3113d8f8da6f1b987c56b0c508ecd8e378b07a4a,2
21F103B_rep2,38fbcd55ba0c957269b0432702b2a8680af9bc47,2
21F103B_rep2,39d6ea961c975b6a1d962877211de5951df5641e,2
21F103B_rep2,3ec6493c831ba0d90556fe94842f0cadbb559eed,2
21F103B_rep2,51dabf6d530f9bf0a1bfa7d2b099d7299a9fb5a5,2
21F103B_rep2,522f83ebd480a73a181490035398e8b0308ab60b,2
21F103B_rep2,54afdf2f5338e98522df47f470edef0b7b6ab796,2
21F103B_rep2,54da19692fd9721250ed89115c9b2750a9f1cf82,2
21F103B_rep2,57374c5b10f892191a28419268347d6762b153f1,2
21F103B_rep2,65ce3368bc31bce7759e79c81f157090d9eb1bf8,2
21F103B_rep2,666173177afb8a677e12295152ac5809a2f45b68,2
21F103B_rep2,6dce233333052bc58ec43afda8ff3e47f9dc0e3f,2
21F103B_rep2,98c10781b64f15fc44164e2c53caaea62d38bcdd,2
21F103B_rep2,b6d1526433da847c555560e11a6b5ef5d6fdb008,2
21F103B_rep2,e8bd57f77b0f7211e8467805bd429aa2f453c4ea,2
21F103B_rep2,fe0ed7454d60c1d083b09315b2c66bfcff2c5337,2
21F103B_rep3,53b5f449fc8f292a4dd09f382768a8859af0bde3,13996
21F103B_rep3,d47d391d67d5ae6d3d93d6893772b3557d1721ce,13516
21F103B_rep3,849f62821cb21de8814b79bd7138c5b359ebfdd8,6513
21F103B_rep3,2aacc72745d7de178597f5c15ade8d811fae60c0,5108
21F103B_rep3,0591158b7ee039046eb89f661c428ab8c32e9d7d,4301
21F103B_rep3,df070889dec7a2074b7ca43d8eb2fbf1abb7f33e,2548
21F103B_rep3,f47b1ccc4d3100dd01dd2af818664d5638607fd0,2007
21F103B_rep3,44d4ccb9f5218a2b9b29875af5840ffc7024343b,1921
21F103B_rep3,0b99a148770d184a76a4830fd38d831115de78fe,1394
21F103B_rep3,3b11fca592e65c0886ebf5916fdce40691ce180e,1159
21F103B_rep3,a156f2edb989e8a8679899e31485936a09882fd9,972
21F103B_rep3,3e864af09a29a7a13aa8f5cb4b7a2c96c257de54,803
21F103B_rep3,08816de8e718166eb71e73747e20273ce7f2d7db,280
21F103B_rep3,8568a4b6435452883a4dfec64f8c34e97fa8f5b1,207
21F103B_rep3,e1cb725c0b3286da0c57fcc9759a22a0eddf2bf5,201
21F103B_rep3,b7950ae55bb966f90f7c585bcced46431b59b6aa,191
21F103B_rep3,906d9c8e7de7fd5894e475fab64a6f76f430db30,189
21F103B_rep3,5bca285a490bd28b861a79695a16d4c886f550bc,179
21F103B_rep3,11115e7fdde51e705f07cfe4fa52fca31f50663b,170
21F103B_rep3,e08b8a6ad5651b5b6342a922f39b6309c5b7d6ac,141
21F103B_rep3,d5803bec6d71061d78f4ecbf8cda7bf76b6599ac,133
21F103B_rep3,29c0f6c357e9c702bad4de4cff2ed43bfd296beb,120
21F103B_rep3,6c11f84e0e44ef8bec0acce65530aa3800f85dcc,95
21F103B_rep3,4bd4bff9a2cdcb9455fbde197077d4e6b0edf847,92
21F103B_rep3,555d5a147e1bb4ef966647cfee7428002d8ad755,89
21F103B_rep3,2da0f6651289e395e86f878912d675d8a7cd12e2,84
21F103B_rep3,1181dde88e088eef34acbbc7240bbcc746b8ec3b,70
21F103B_rep3,c5ed2c21843d97ee61ec49152166ac23ae653b1c,65
21F103B_rep3,de1bc16852d781959857897682efe82a1be76c0d,64
21F103B_rep3,3847c5f619b10a47e3db5a268d975384c08f87f2,59
21F103B_rep3,feb9762c729716e1f7d930f4db019d46aaf09600,58
21F103B_rep3,360fa1f8221abcc86628315ab95f98bfaae125e8,55
21F103B_rep3,6791b056aaf8452ef2d070f4f16dc476c7a577ba,53
21F103B_rep3,9e91291491170ec54b0c1276ca13c0d0bb9a317b,52
21F103B_rep3,50fe9e137cb80a494c37a013782dcb2f4744b28e,48
21F103B_rep3,42d1eb16ae0c7ace8c032fe7206b963335cfa5e7,45
21F103B_rep3,d89ef5a0eb93a46e49403198c930a6ca61309db5,44
21F103B_rep3,28a7fe19d08a216ebcfccd9e68b44b845016353e,40
21F103B_rep3,f14bcd13b47f9847d37789b3b98b47999d690d1b,39
21F103B_rep3,0c881cffbd0b21b4fd140dbc82b2b523a439996e,38
21F103B_rep3,39bad365e95c3b5655584fe288b17378101f5ab5,36
21F103B_rep3,02cfd0142abb05f9276f7f0fb0d626601d7da8c6,33
21F103B_rep3,01cfac288e70629491bcc2fa5abae9eee33cf597,32
21F103B_rep3,73a3ccd81832f5ccaeac8dcd8d074aea86b22929,32
21F103B_rep3,4b77002463e600cd8d1c5e782b7a3452dbd7464e,31
21F103B_rep3,b1e7f033fbd97e31a27deaa7aea877d4dde89549,31
21F103B_rep3,dbb40f9269a031ef9d04c34611c0aed9cd987d37,29
21F103B_rep3,5cda93dcaf234cbe94694880456c08ef1f28f25c,28
21F103B_rep3,5c1307d9566fef5e2532e2f9fa5a84389c735464,27
21F103B_rep3,94592569274c20598b40ff7393d102d66605ba89,27
21F103B_rep3,24efd6bfcf66eed68dca15bfeaf3a6794dcc5f59,26
21F103B_rep3,ba8cd7a08b436ffc34018d97c2e39cadadbc6fe2,26
21F103B_rep3,5b269a46c9a8265b47aee5a2f16a2c2f2f5becdd,24
21F103B_rep3,3077949e369c245d383a9d49a327bdf7da257791,23
21F103B_rep3,857d1e20ffeb1b9d7daa3be1693bece69afaf278,23
21F103B_rep3,8127ca1eb3505b97a1694235fb50861bb6c2fd14,21
21F103B_rep3,f421f04407038fc904bea559c2922d10387f8839,21
21F103B_rep3,03821b0646f1e0400f73ba96b08111b60e557fe5,20
21F103B_rep3,adf13c3d109fab78e422cd2560d33cccf065492b,20
21F103B_rep3,bc63f4762019c29f9072a8bea3e6d6d957930e55,20
21F103B_rep3,e8367853d2c6bf80d7b6b16e37acf9fb9141b2d4,20
21F103B_rep3,7ca318ee91f599d8dae8965eedba798a302d4b97,19
21F103B_rep3,a2a2df5f8609c39c23f0feb092541898925c8c65,19
21F103B_rep3,a9fabd23136aa58592b6f537b4405fdb91ae3a3c,18
21F103B_rep3,11f00b5ac298b31168d0c3716352ef6ced3cd995,17
21F103B_rep3,a3a6300f77194849cdfcf258607c8fcdac11c3bf,17
21F103B_rep3,dee65769a3213e858314e21fb8f6f150a74e7a99,15
21F103B_rep3,088b13a052c7a693cdd14d2a3c03d24cc0926792,14
21F103B_rep3,1bd27e67ffbfb279ae2e661af59c1483b321818a,14
21F103B_rep3,21482fbfbab5a527dc9e726ab4c907ce3ea68abc,14
21F103B_rep3,3db5d21a7dcb2f946df70cbc64f4b4849e13bd59,14
21F103B_rep3,544c7e8583d75ec9b18b8793f3487bac5ef7bc4c,14
21F103B_rep3,ca135a8d4444d1b1bcec09d596edfb9c57d64816,14
21F103B_rep3,648bb86a57d11f5a55193ae93cce64c236aef2de,13
21F103B_rep3,052111ea37689a37dbe18f34cb1e69d035de4dc2,12
21F103B_rep3,5a8ed54f5b6a51d22f94d47c968c48a38f962266,12
21F103B_rep3,66697106489f57f6805980e6514feb10b79bd0a0,12
21F103B_rep3,7b4ce8a5594964a111fce4ad979c40c5edaf7e65,11
21F103B_rep3,ae808910d4d05c4c9ea15d2a643166b025261da5,11
21F103B_rep3,f252909b914f17a56a35bdf031ed29b9fb3046d2,11
21F103B_rep3,1a085834e5d5f771f22c24c9cfa02dde2818fd56,10
21F103B_rep3,5194d9124e6eab87987eaab16f53e1c29e038b54,10
21F103B_rep3,7ca04927be0c3933dbca39972dff3921a1ccc5b0,10
21F103B_rep3,ae359464cb8c0a8fc9402f2c1116dee40d27cbc2,10
21F103B_rep3,b7f9c26ebb9da022d3ea286b807963ce86604a74,10
21F103B_rep3,f9c8b54ac1c0e076bb4cbcaf9b11fbf710bb3066,10
21F103B_rep3,05fbe18c00d19bbc12863f2df236d7cd93ba880a,9
21F103B_rep3,53f16f8e4990a945d526c860c6d63aa90015988e,9
21F103B_rep3,64224373e80cb3afd05a9836239293e2d3f34baf,9
21F103B_rep3,84f5fd3128e490d856cc6ceb2c1bbce6df10190d,9
21F103B_rep3,c9653c060562d877f957640a84fed2719fb6e3c3,9
21F103B_rep3,3335eae8b79e3221ec236c75ed32d2c04d395b0e,8
