Sample,locus,Hash,nReads
V047_rep3,COI,9dff06ed196fdb2b76a2dd5eb192da63b7fc206b,2
V047_rep3,COI,ce5011e641eeee11937a35e4e3ed348ea6cde45f,6
V047_rep3,COI,f4975170bf5f40b9d136839c6b7b9d5225ede5f7,8
V047_rep3,COI,942902e5faae70ffb2af5ee2fa819f062c7f69c9,3
V047_rep3,COI,dc2630724650e5751b1e309460b1b0b66f1abd17,6
V047_rep3,COI,7f5ef0f4fff544611af79be8aa16010c08c61d71,21
V047_rep3,COI,1398e971dd4340a4cae8d9b6e5351217de2a99a3,26
V047_rep3,COI,c0e59f62af9776d48b6b9c6799929fd841a87cce,14
V047_rep3,COI,50a3fca553cf6df87e9475a900abbb7a970de0e0,14
V047_rep3,COI,275c162ab2d1c3ddaa60d7343691d3c67bd4b1ea,9
V047_rep3,COI,6ab674a2dc68a0c7ca401ec1a5054d6199ef355a,2
V047_rep3,COI,9da25656a44edb92c4ba9300e2f51d6f1da4f239,2
V047_rep3,COI,9bbdcae791f4748c4ea18be7dfcc177e04b9c169,151
V047_rep3,COI,11e19e59b434d82fb02f52fc96bad4000c6bc769,2
V047_rep3,COI,76af2c163d11c016907f14ec05d28276014a0b3b,17
V047_rep3,COI,5d5d225d0bc0639b12d601ad29ebe5217ad3ae0d,14
V047_rep3,COI,66f430112b1212c7beef6ceff22247e41a72e66f,6
V047_rep3,COI,29c0f6c357e9c702bad4de4cff2ed43bfd296beb,1605
V047_rep3,COI,3d63e6c1dc80851d97426b0295a88bc9884d896d,4
V047_rep3,COI,f19f99aa0306167929eace3803e0b8275a17e18a,3
V047_rep3,COI,a30ff8325d92a78c7b0aacf9790c092fb0fdabdf,152
V047_rep3,COI,6506935a8d0007f9e7a74fa15b40f5b6aeae5388,4
V047_rep3,COI,8d54f07233312159d34023496c09afa0de1fddde,6
V047_rep3,COI,d16a48a97fc86716f1c4952f02e64507d5028527,38
V047_rep3,COI,aab783e517ce26b33bae790975307e74693413ef,7
V047_rep3,COI,e2de7711273c3e4216f3cb12eb42ce76395491ab,4
V047_rep3,COI,c78907513342a9bed9a8798d826d1b95a5a3c3d2,25
V047_rep3,COI,f0397e885aa6f1ad72d730b3e5ab124dfe5ebe15,3
V047_rep3,COI,b2c253aa137a9f4fa81c8538eaac3c18d7b5eed5,34
V047_rep3,COI,9b84c19b70725776182ea0df9704738809eea8e9,1
V047_rep3,COI,e39e83e406b0ef7a84e9fe356eada7f50fad2425,6
V047_rep3,COI,e071e048eb2716f4e8e65990218b9341b6ab179f,34
V047_rep3,COI,f6ad1a154a5f8edb835be3241bbb918a7dd4aadc,5
V047_rep3,COI,c51300cfd57a3783898c5ae0c1470323bb9d6de3,4
V047_rep3,COI,6a4d4d3a39a52ea4d17309e06677811da7f35fa3,3
V047_rep3,COI,653754dc5dd6b23b59e60a5057147076a62c8e13,5
V047_rep3,COI,870d3b07129282ccd77533c7a6605dedeb826ca6,4
V047_rep3,COI,d2d8ad1209e6730049bd695a00db24b3c050cae2,119
V047_rep3,COI,cf472b86534061c238cf3b56daaf175efb10a32c,2
V047_rep3,COI,9f060d105cdfd0d8d9caa54da43d88aaf41b4da2,16
V047_rep3,COI,d893abcf674a5775f56425647159c51b3868f7fa,8
V047_rep3,COI,44cbabde840ffc0ba52a168e1dec185a76532335,3
V047_rep3,COI,de295596f696b7f6193352c8052c963fdc78f335,4
V047_rep3,COI,38c9da2e3705d023e5e78644b7fb88b0eabdb02f,12
V047_rep3,COI,d9ef93d5a349b348e31f7f3d74ddc9eeb11272a7,2
V047_rep3,COI,a1d7c1776ce78fedef8a0e09198d0ca3586bcf2c,3
V047_rep3,COI,c4233fa9bcb812edbb1e076edc62544de052fea3,5
V047_rep3,COI,555bb91dca3a6f0bdf01c208833ad93ccde73100,2
V047_rep3,COI,053a037393e28810460f7528699635ac6d26e4ec,33
V047_rep3,COI,9b1540837d1734b43d4804fd2a1db84d1add91fc,12
V047_rep3,COI,e6e95ff64c362772b4cd4a136a3050310b214bb2,19
V047_rep3,COI,489b03023fcfcd2ac708fd5226d1a26cbe324079,3
V047_rep3,COI,49c0686f76bfd1bbc0bbf40f3413bf0f8edce9c1,73
V047_rep3,COI,93c5e72917934e4f40b5175d8025b31048208fd1,15
V047_rep3,COI,1ddeca085c46471963271afb71a44a5bfd8d512b,12
V047_rep3,COI,a831f6686d91228a624978f6df24f4057e9470c9,20
V047_rep3,COI,9e9946c74764708ee7b3343227665e7b15b54acf,7
V047_rep3,COI,177e3ed737511d8296a0fc628f5f33483e9b83f6,11
V047_rep3,COI,6608800505cbe9135955a8df3333e2d767fcc851,32
V047_rep3,COI,fd1f7f4d826184e6228db514142d4db542fd7d4b,4
V047_rep3,COI,260e287d0fe30819ca854e09acbd90ef2f167c60,6
V047_rep3,COI,d67fb042ccc509d96a25e60a54dd576a0d3d9e49,9
V047_rep3,COI,c3e4d523aef5e73780a88c1bb85f5c9ab4ef9029,3
V047_rep3,COI,c1c632f4d61b41b7b5d1a17c42a9e45438e5e1df,5
V047_rep3,COI,6b426e2497407975b913119f96d0c2b1d6e36c79,16
V047_rep3,COI,95fdb82a6856d1255d55ac7cf00a5afb40ff54e7,2
V047_rep3,COI,801c7e29d941492624da001fc64b3948d90e08b2,4
V047_rep3,COI,a58c67f3c758a31e6bce21accc40c07abf96af7b,32
V047_rep3,COI,e2de1149858643cf47038d0760793b517d748ff7,8
V047_rep3,COI,7d667b34b10b3f2e95bc72708bdd9759483ff9f7,20
V047_rep3,COI,7960d9ee57daecd20dd7ccbea7087a050a46d295,2
V047_rep3,COI,7c30e018a39a5cd3bd978162ff5bec24c4d6e472,18
V047_rep3,COI,96919f2693146e23f7d5a29efff340bb9b371b9e,14
V047_rep3,COI,eb77d3abf5c0e22cda4b153be5ac84b33fa2274a,55
V047_rep3,COI,67cab72f3637c8f07a333b8951f7be262d85677e,11
V047_rep3,COI,fd7a110a2a16a4ac0403eab2d8f9ec717a223cd1,5
V047_rep3,COI,8effa5afbcdd84a04ff9fbf2b8c8741762971c7a,12
V047_rep3,COI,7385c7bb518ca207641e2dd320b0d4ebd13db2a6,30
V047_rep3,COI,c4ba18bd2562736515ca206b401bfdc1c3de8f7c,11
V047_rep3,COI,76add64e1dd3c386e3510fee16398df7e94a87a5,16
V047_rep3,COI,cebe277123c485be8711dc1457cc3be1b49b801b,15
V047_rep3,COI,a02c920585159ae66689eee1a07f9fb30f6f699d,16
V047_rep3,COI,2535d61e99b2ad7f647025391bb1b617e31d1529,174
V047_rep3,COI,7673d0c8b486665d145428930e511d8dc7d106c5,1
V047_rep3,COI,ac4da38330dc21f139de4e14875b55dad2f3ac3c,2
V047_rep3,COI,a131dd7be811cd58b97290785a80dbd0b96ed18a,6
V047_rep3,COI,1f106e85ac6aa746d0dac53fa9ee1e8118b50dd3,13
V047_rep3,COI,52fb0bbbc8ac04a203f7b7bfcb8760e4d98730d9,124
V047_rep3,COI,edadc0d6c49089a9a2c6599f82ab9284ff185631,52
V047_rep3,COI,ce443b55a16ba379cd2143cfb5c8a66baac3fda1,85
V047_rep3,COI,b237c19ca3191d9f721e714ec4803651539b7895,6
V047_rep3,COI,7e9af5a0713e6b171dbd67e15a931f54984011db,8
V047_rep3,COI,774ad0ea7ee1c09b4bb1aba77741c45fcb9ccc47,3
V047_rep3,COI,05a312da35344b7078772699b7e918c4d9bcd4be,26
V047_rep3,COI,7091e8e8a0f8e53a8fdb38bfd22e61a6736d3205,22
V047_rep3,COI,e6a8f1157edb4b53c7045cdb633ddc653543e637,9
V047_rep3,COI,6f5682d66fe42775d638b00f58baea2a1c92c31c,7
V047_rep3,COI,4e6377c9a93cbf3d8b413373aa158e4fdd77bb50,52
V047_rep3,COI,ec2d30d3ac44460ae6b4190bbe7cc8a812bf8753,251
V047_rep3,COI,d3bc25884dc586ef61aefebb67a75bd1d32a8df3,4
V047_rep3,COI,d86354fe18b7455f1f10ea7dba7f1b16f9d3b48f,1
V047_rep3,COI,7aefbf5c8d45e9c94de64e0c4e806c5efd52966a,7
V047_rep3,COI,f42382b7f9eb78c2674de934b3b69f174689da37,38
V047_rep3,COI,1eb116b1413c530b196050a1cb1bd8e6bf5e30e5,4
V047_rep3,COI,dbb40f9269a031ef9d04c34611c0aed9cd987d37,215
V047_rep3,COI,bc2493ea3be3468ef8c398f0c27557e229e40232,9
V047_rep3,COI,45b7a172bc96efc4860f280a7d77b3b527f33599,3
V047_rep3,COI,c0228429215399127acc2fc2f3fc36b7542e90ec,3
V047_rep3,COI,0c2e631f3d8bb9a40459da96335a2ced5adde827,137
V047_rep3,COI,49099470d24bf7ed27ac20157b4ed9ad91b88544,5
V047_rep3,COI,fd6ca31f685ef2f812663a0e11bca4b111a49f3e,23
V047_rep3,COI,878e8768e19cb52e902921e2b00df0bd70384178,3
V047_rep3,COI,ca48fc918af56126a898bc0be7da34b861759f83,15
V047_rep3,COI,2416efb2fe6010887a237ef1b187ed555fb68fd6,8
V047_rep3,COI,97285ef7df3a481add63a578930b35147bebdd52,11
V047_rep3,COI,3dc6c5bf28f2f5ab0f6f86375153422fa3a3fd5c,88
V047_rep3,COI,99f69a9c8962272eb2224c9da6d8cfa24fcde3f5,399
V047_rep3,COI,c25065430da82a10fa5845f36832ff0cd79b4055,117
V047_rep3,COI,9e7f2951bf42c501fe009f7ef2154ac926d363d0,15
V047_rep3,COI,80ca2e47c9345b980079deccda4302e575a343a7,4
V047_rep3,COI,3e986c66272c8387657ebc647255d85c4ffa86c3,17
V047_rep3,COI,c57a5ce3cac6c21a89ee700f8ad6e34194eba385,5
V047_rep3,COI,bcfb88160c05c525d3e378d5574823c669172a3e,13
V047_rep3,COI,cf2c9337a587f3fd60e72367fc126b2364aa1fcc,14
V047_rep3,COI,942d0cbf9ab588d158a618952e519bf11c8dc94b,11
V047_rep3,COI,6556264dd618a9e376f9a339f4fccf95d081a60a,2385
V047_rep3,COI,a18f67a2c86d736be6b0b1bdabb2337867473b47,5
V047_rep3,COI,b44230cf1ccfe4d8cd5a13bc6b26d0b332df993c,8
V047_rep3,COI,72b02f421ebdd7ca1c89edc18a88395d9b80d8e4,10
V047_rep3,COI,022675dc39d9d25458129e3f460f983e36484ce0,119
V047_rep3,COI,6ccddd691d808131d5316801957878fb5f59e8a0,4
V047_rep3,COI,f7ca69ff1c2076a4bd74090edcc1014ccfafc6c4,25
V047_rep3,COI,0cf5708cf6476078e6c1603a457acdf1c6e0f126,2
V047_rep3,COI,61c5e71a78306be704f33ca0a04cd126d8f9e8f0,5
V047_rep3,COI,6cd14bd64db15cb82408d3bdaec715826e1377a4,18
V047_rep3,COI,51426117634ab4a0df934c2d945c59ff40567001,89
V047_rep3,COI,c73f998c9d26971f6e8899a06bfe9f3749e3d414,5
V047_rep3,COI,6ea5af5d908e03be335f57d52550ef609f74b448,16
V047_rep3,COI,50fe9e137cb80a494c37a013782dcb2f4744b28e,235
V047_rep3,COI,ca8fa21af88946b13f2c1d623f6787cd6769fa77,10
V047_rep3,COI,26c1077db5ca9ec783c8afe78a3d8bd24f8b7495,15
V047_rep3,COI,04e15beffbbcc961f25fec69f8ce03dad9d09ff1,52
V047_rep3,COI,2aff65013d0931fca0ed834f663ecd30b07f9ba2,7
V047_rep3,COI,18788115ae7a274891430abf9b01b07e874e860d,4
V047_rep3,COI,218f0c935719d480fb40503d9a8f87c0bf07065c,16
V047_rep3,COI,6e2149edb6983d67ae8e7ada4018e67c0047f665,8
V047_rep3,COI,b6d68332f255fde79ec13f060fe0328e7d936b8f,13
V047_rep3,COI,4db8f04705f81ecfd1b34892ab12738ffecc3a12,46
V047_rep3,COI,d0e33657d8f85fa275154ca63848848e24352f37,22
V047_rep3,COI,c38439698af9d7cec3951644630c7423916eaffc,17
V047_rep3,COI,50ba5b4183afc9f4c2ac7fb46214bbb1de709aa6,3
V047_rep3,COI,4248d13e4e8ea329525f9b92ab1c205baa58b720,82
V047_rep3,COI,ca467850479ef16a465326f0572224b1dbf5a39a,9
V047_rep3,COI,ad6622e261d39f34c0d4945097adfcff56caf256,12
V047_rep3,COI,38bc05e7b1575b9556e94c0bb49571aa9956f681,6
V047_rep3,COI,eb6c73ba17958d8f82187b484787680bf40d4965,4
V047_rep3,COI,46558b0ba244cb65eddc0a96ff0acc52ac4a1d87,9
V047_rep3,COI,c6dd46c9cd30e4dc642e9e6f2314b9c69fedf50b,3
V047_rep3,COI,c85dce14ae4f89ec502c2ba04a3f64cb97403911,25
V047_rep3,COI,402f6f56222c25bf309b1b3a1a88793c79d866dc,31
V047_rep3,COI,c421eb11e019b07ed92e78874224d0843255125e,23
V047_rep3,COI,e8bb72e7b22f20ac4c953ec55979ad2708a3c0f7,4
V047_rep3,COI,883fbbd5ab88e7a7e7732a5b2e30b78d261a974b,3050
V047_rep3,COI,5a8ed54f5b6a51d22f94d47c968c48a38f962266,141
V047_rep3,COI,c46536d36a16578b3227cbef647c149f099d7625,22
V047_rep3,COI,2a187dc8f54e821c4ecd675cc7f475585c8ec529,2
V047_rep3,COI,c01c139d69eec3a75268f01e213379cbffbdc98f,69
V047_rep3,COI,5bcd8e2fbdb14bbb1ba35dfaefc9a3e3c7dd7239,2
V047_rep3,COI,e5b4c7cd898fc86f0c6690e5798a7d3615e4118f,3
V047_rep3,COI,afb343fb365ef8fd1932c10c9981a22362b472db,5
V047_rep3,COI,4dfc6705262587c8291ac6e28db7c754309de175,25
V047_rep3,COI,6b3f33f79e7c8436c8f96791efbe2209b0899882,5
V047_rep3,COI,e9549b807a0c4022779718be86ff2a69733b166f,78
V047_rep3,COI,daba9038d5def533b29d80ea7e874a771b4793a5,14
V047_rep3,COI,e28cd2a5e2e61e667d9681f9a95d11aab6a1b8aa,15
V047_rep3,COI,cc8bf944e64109c329e82ac6cf6797ceb20484a5,4
V047_rep3,COI,69f122c6c5ceeedf1365b00452b071cecdeb0874,7
V047_rep3,COI,b72642d85f6c2827fb6d9912c6d05385e507b964,21
V047_rep3,COI,a1e36a4c0bdc62802879395b4552a7746ceaf502,4
V047_rep3,COI,70b2f42aa422196ac9e32a0df568a030eacc9eae,6
V047_rep3,COI,04104ca30f6f3b736244030cda6695257a58573a,4
V047_rep3,COI,25d595f4bcdc391cb096073cbab38069f76934cc,13
V047_rep3,COI,f47b1ccc4d3100dd01dd2af818664d5638607fd0,1374
V047_rep3,COI,a73151ac3140bd04efee97aff10547531e127e82,6
V047_rep3,COI,a2a7e9e33722c6548ac4b7f48ebaa0704baea644,29
V047_rep3,COI,3406d1c4da56752bc4b4040bf93382adda80cb7b,7
V047_rep3,COI,b95cea2b10719dd07ee08ee895042c288bec545b,5
V047_rep3,COI,d4cc57592dd446763abb33f897ab77ada7def396,18
V047_rep3,COI,c78603433a5209d3bdcb772050b8ec7c81a91590,3
V047_rep3,COI,9cdccb2eb850b10b3587edb75a9a41ae5086e889,779
V047_rep3,COI,c371d52b9c91fdaf78a6e3ac462ce34f9343102b,75
V047_rep3,COI,8d11b76f69397d634d680348166a5d70121fc82d,122
V047_rep3,COI,4ec01ddeeb7f6a4f74ca7d01f2bcd40a1d655f05,3057
V047_rep3,COI,b9d8346b896fb7b56d86c3fc4d0cf112ac60a88c,241
V047_rep3,COI,a632e5b9df73801ef21f4b25b7d9ad154ae08100,14
V047_rep3,COI,b085e1e5eb0aaba50d1c8d632b0efc7a443b58dd,14
V047_rep3,COI,515d2a104998f3005c72665dad8cc2b427f2a0d8,433
V047_rep3,COI,bf713959abb2505b79abb466064bd6dbba195253,250
V047_rep3,COI,1d23834f634fe60594cf00f327510ca7357b9b74,26
V047_rep3,COI,479077cb80f1fe32fa2d6693b114dc51b0e52193,8
V047_rep3,COI,70dd36bb62ba982d21a2afd291ac09c04fc3fe2e,1
V047_rep3,COI,05ec74e5cbb771df4a9b25920e48727abe10dbab,2833
V047_rep3,COI,32b959345e4e34864821573cd3d55e433e2c9b44,37
V047_rep3,COI,d7863a2a1ec4d080952db42040c973e18577dae8,43
V047_rep3,COI,337309e2f6532df444a653e2af8ae60a318cd1a9,3
V047_rep3,COI,832bc752a8d915456d7f0659b9e5dddd1a4db9ff,19
V047_rep3,COI,a7413da2b46bc2d12559ebc6fbdf76bf5e7c63b9,160
V047_rep3,COI,4d5e8f65736b79b1a9725ebaf7447be5718381cb,17
V047_rep3,COI,fd01f2fa24ae6e759bdf95ada39449535f95b592,523
V047_rep3,COI,6eac1903a2c07d6c9b084059cc3ede8455f72c4f,14
V047_rep3,COI,bbe8852247a096aed5603df913e2246a4f2293c6,22
V047_rep3,COI,49982cd6606eacd492b08fcbd832c9390fd59b8a,41
V047_rep3,COI,8705da7e311e9b8aea88db3e1f86bf8f92c8e79e,21
V047_rep3,COI,259f35fb5b005b03740087525da9cb1c0fadeba8,2
V047_rep3,COI,ac8aa7b4b65e69df7463fef3a5ffb492d6ba8eab,2
V047_rep3,COI,1b91e35f86d0a126f581d260d0327255b365941a,9
V047_rep3,COI,dce1c1e98967e698a640714ae83e0099281d062c,13
V047_rep3,COI,175c1e33247a607c0384208a0272d380738d6838,31
V047_rep3,COI,d07fb5629dcc7a97ece01ad8a57967807453a988,15
V047_rep3,COI,eb73a35f37215abfcca0d34be230e6cf5bf8dc95,13
V047_rep3,COI,0b134d1f3549a3e67ef4faafb21451f55fe54b25,47
V047_rep3,COI,ffaffe6095e477adea017c55fa223d084fa5fecc,7
V047_rep3,COI,c5caf5515776096478739a0e7c417e306178ff41,60
V047_rep3,COI,2b08263d4603057866db4963694ea27aa3c001a6,98
V047_rep3,COI,9530c2836a2df5f22d978fe21b24f230261121a1,118
V047_rep3,COI,74565d068479e5f9cad7f6b4687d611d79102942,4
V047_rep3,COI,5be65ff060fe8f1177e7c7218fe78814e91c04a7,16
V047_rep3,COI,d40d9b3abd9f2a04dbbc53355cc289a1422d6902,4
V047_rep3,COI,32e9d183440abed58454e1e94f1fff43b711ef96,331
V047_rep3,COI,d1572a77ee10668a99be54f48336e6b83620e547,24
V047_rep3,COI,f79686001aeb79ea5d3c1194f81c060ea6f80d55,5
V047_rep3,COI,8ac4d7a46d2d60f69c0c14f7c2a159f00b8cfc7d,33
V047_rep3,COI,a8e3348841f23eec3372cbb5691cc8d54d380391,4
V047_rep3,COI,fe2b7972f61b5d82cf657253be59b7973cd4414c,49
V047_rep3,COI,680fc4c00801331f7a74047baea85133ed97fd14,4
V047_rep3,COI,37edb20c98eb4b3ee09a0aac54deff2b13ab03b4,9
V047_rep3,COI,8ac325c200ae31fac82462916ec4cf061b2fa85b,2
V047_rep3,COI,942a40e5297222ce114861ad58fd9c95b08a5446,148
V047_rep3,COI,5e3bf014e754523bd9115a7dadf0a10c140c5d8f,17
V047_rep3,COI,2064b821f59756f75078c1d5b6f11d518a4dca24,13
V047_rep3,COI,8c0a5a61bc49f4245c7cd17add9b3b48ea4da76b,4
V047_rep3,COI,47d2051ddd74c03ab986e563eb7cb0b58098ef55,15
V047_rep3,COI,3a2dd5ad6915446a8574c3c8a1ddff85d0445441,6
V047_rep3,COI,816aa4f2dabdf70131192eca465e712c248e3f0b,7
V047_rep3,COI,5578951b53a463220588a9b585bb8373ca59d5c5,11
V047_rep3,COI,2b5c75b58bcb545535c763fe0a64a030598d0c15,2
V047_rep3,COI,8811ec81188477e77683e778c3a431a8803b6e03,8
V047_rep3,COI,c58da7499cf13c0dcb03293528c4c7f2a94668cd,2
V047_rep3,COI,3ad267b58612f9922ddae799756242ba99a5ec2d,9
V047_rep3,COI,18d6690e208887c363ddd09abbee11e614f3109c,4
V047_rep3,COI,80312adeebc52d55ddb39a25aad4a7aa7f9eb038,12
V047_rep3,COI,48382231b2981835aae29f5696569aac60f69d32,5
