Sample,Hash,nReads
AL6_rep1,793fa067ed5059ed09e60b77522a23cd4db01d4b,3
AL6_rep1,96835b2df00f25fc064822dfc2f256fd2914893b,3
AL6_rep1,69a474a4dc9505c43e281c58775448dea13d84ca,3
AL6_rep1,6d2351196c94610f7051a506757eee623144c324,3
AL6_rep1,6f976c56c4b23068394ec3fbdbaa0f22d3221683,3
AL6_rep1,60f9023b900e3adecda9714a5d39f96226d630a4,3
AL6_rep1,7d54db74554bc6224b7c86a961d4b24684fa6097,3
AL6_rep1,7b3a9cd7ae8896bcb64b6d6a0fa71ba5509872ef,3
AL6_rep1,76d06f0e737457466c420c9a91bdd4f8a2de4fb5,3
AL6_rep1,aa65c08b53e9bbf1f7f8ca3caeed7d78ef8285d4,2
AL6_rep1,a942c4351506207c85f80bc8e81eac96db8b564e,2
AL6_rep1,a5857c113d4e4479d615591399de33e7c9eed0a6,2
AL6_rep1,a6b56cd97f0fda97389336b1381b3e6f46ec592d,2
AL6_rep1,ac6504395ade46683fd88bd0fa522f07cc1e4ce0,2
AL6_rep1,a55329c33719efe9e3e1a12c557f9dd2fd96cdd5,2
AL6_rep1,a56a12f0dba4cf74186920f66ff5e797f9baf08a,2
AL6_rep1,acca041de63a3ac8eb9e48394dca7af327b688b9,2
AL6_rep1,a3a0f2cc23af26fbfe1a990fd2b16570a36f7181,2
AL6_rep1,a1f9e9f74454ca8f5a09f121eb45b213ef03677f,2
AL6_rep1,a111f86d50b5fe089e8e71c8f6747994247e54c8,2
AL6_rep1,af1142a44e98a4a4ca509d328b9798fad4285470,2
AL6_rep1,b1ebeaf344d7ca6d5f78d544779c7d3b3e55a8e9,2
AL6_rep1,b4301ef96c09db991889cd57bd828da3b7e7855c,2
AL6_rep1,b599ed516d1b965c1c4044e44e841a01a02b3a4f,2
AL6_rep1,b67dc3f8a468bd613827d2da5e2295b17d9f1779,2
AL6_rep1,b93381633c451b17bef1f63be4e199b7ee863bf9,2
AL6_rep1,b93fa907860fdced70f408dc09418fea4667ab74,2
AL6_rep1,baaaf6525374350d4fafab7f50a3e2ac67b3c97d,2
AL6_rep1,82ac3b702b5773436d6dbc9f7f56230ecd5763e5,2
AL6_rep1,bbca4a9f82074d9aaf495121e3def8a258583cec,2
AL6_rep1,bc3f60a0f3f07d85544b3ea76c96f0131edefea1,2
AL6_rep1,8ed0e93be5db3dfcd005efe4996a9d0fcca886ed,2
AL6_rep1,8e2cfd902399d39d3630c29303c14cfdaf61f7f0,2
AL6_rep1,8b9420bfaa9bb53aa6263bdc13e2d48c42b7bd80,2
AL6_rep1,8cb76c88cf52b536a56df8595bc459c715610908,2
AL6_rep1,8a97af59e1d1eaf209790f4c71adfe9f555a28f0,2
AL6_rep1,8a179e6c529ca76218f32a9384ad3ecfc8821df1,2
AL6_rep1,88be672884f5f461d0942473c9bb3b95cbd9fdea,2
AL6_rep1,8857a7fc3b2bf7deb80d7b661ec9e5302ffed64c,2
AL6_rep1,89c9a8a10dd90e5db56f9a9541c1452dd3dc5484,2
AL6_rep1,891c63ef7f55bbb09a9e7fb1d350a7904818b232,2
AL6_rep1,85a3f28c7976f203f940147878a7a654d18d239b,2
AL6_rep1,85b46367d73ec1f9fd9a2ba5f3eb1373df1c3013,2
AL6_rep1,862e16c6b3555e154b5e3ad89e8a085aff2996ca,2
AL6_rep1,84be099ccf7cf01c2b59c3d1e320f279f823cb27,2
AL6_rep1,82f05087d5b374aaf0a3f37659f5d0316a7bccad,2
AL6_rep1,ee75fdfcc0004ffac070b1cb31df026678d846e9,2
AL6_rep1,fe4c908264870649da110a0e7bf2346af76ea162,2
AL6_rep1,9d390b150796aeee71d5ff6b27b5ec40f6ab37a7,2
AL6_rep1,9d0483c308743a18b26beb07afe05b8e3b0b7dab,2
AL6_rep1,9a1b87c29a0d18c3adc27237186ce0898cbb11f4,2
AL6_rep1,98729d69b9a16e535476531966a3452759a9cbd4,2
AL6_rep1,9666d04de71b6a0dc7547dd811edde3ae178b183,2
AL6_rep1,938a9d183dac482c05cdfc13975a93aca6b8897e,2
AL6_rep1,944993033ee794ea2c9e6c58304e4d0f583f4b1b,2
AL6_rep1,92cfa125a0d4f477799a136ad9f63badbe2b6847,2
AL6_rep1,924f503e20ec24d63a38fb55f67b7b07daa50a68,2
AL6_rep1,e4e516546d52c2ddb7d19e52ec2ee74ab8148e49,2
AL6_rep1,e6a677924d2cb9c9354b0eb975b54abc222683e4,2
AL6_rep1,ec182917479d20302c5fcf26d6205dae78e24dc4,2
AL6_rep1,9e622a1854ac608619a2e22c786aac8a35671192,2
AL6_rep1,eef9e88a6e6bbc0f744a53e4dd1a4512ccb80c29,2
AL6_rep1,efdb8225a2419c0a7ac949431c59e05c61fc6462,2
AL6_rep1,f077872ba3dd3e95f8fb47c503dcc00c716ba127,2
AL6_rep1,f28e79c44b1b6afe5ceb7af090580397104de05a,2
AL6_rep1,f2d202eba851d368a2579287cf622fb30345bf5a,2
AL6_rep1,f384b6e6f3fba60e4c35cf095c0238f7600ca4a2,2
AL6_rep1,f5c0f10eddb2853a226b1c52d2411403b2f56681,2
AL6_rep1,f79fb7bfaaebab8561678c0c370e2ece23f512a9,2
AL6_rep1,f8025fc1f5ab3be5a04180b8f9b1182af0f35c6e,2
AL6_rep1,fb655ae13e1cb8e381db2b9a2ea60cb13b13d64c,2
AL6_rep1,fbe3e8d0c207629fbc4c5908439af2f8c0d07159,2
AL6_rep1,fc7187e604b723790553e58b422553d8b188fbb9,2
AL6_rep1,d55276f184bd7068d8e20f804b7dbf54574d16b7,2
AL6_rep1,bf36b6101874f59bd5606110644c3e44ae5fe78b,2
AL6_rep1,c0201e72d69445ac9a3b2e86e2fdd30f4b0b53d1,2
AL6_rep1,c103b31aa245437e9f7ea2657756ff463ccc1b4e,2
AL6_rep1,c2da549c7cf82b4d02b58b968a14f236add790bc,2
AL6_rep1,c6667796877c00f796fa62f0504754be23bb686c,2
AL6_rep1,c69f68ffecac29db2685072fe31c17ff60d51b39,2
AL6_rep1,cac7fcb64fc08d37f505708f3b27012fd1e84349,2
AL6_rep1,caebe682d707289e2cc14a5351b32546ea9d6ddb,2
AL6_rep1,ce4606587d830d1ce6f21be8b815b608b31635ee,2
AL6_rep1,d3570f7126f5f05dc0777f35866106c5940f635e,2
AL6_rep1,d3e002d271882cfd18e013ad7110d268c4d0d908,2
AL6_rep1,d46edefdf2aef82f068cba2ec0bd50fe54543ba7,2
AL6_rep1,bdf7619f99434f1c7d21c4073a8eb8cc5dc028ef,2
AL6_rep1,d55cf3aecd1566a08b3f6b1f200e63c1f39b1cae,2
AL6_rep1,d5c5a2797bc050e58ea1fe73d0be369692aa6940,2
AL6_rep1,da6bf8f71e45a96e4876dc5818dc40ddc7f462ab,2
AL6_rep1,db58d8388a22bf637e892d80680d192525064e75,2
AL6_rep1,dc387f231061452e5ae5ea8547847a6f23a0d725,2
AL6_rep1,dca0877ccce15b95ddf3b6161fc74b30b112f73f,2
AL6_rep1,dcb1882f9ff6e9b6f2306e7386cd4e2a72c9ea04,2
AL6_rep1,dd10b852877e1437ea5dd2645ee1023a867a11ea,2
AL6_rep1,ddcc383206e007cf6e71e4bc69eec2d31348ba9f,2
AL6_rep1,dde8e595b09e6d8f4f97286105a27079036b5426,2
AL6_rep1,e2032c3e3fc38dded9dbe4cf319dc51c069bcf33,2
AL6_rep1,e2312151465102c2948367436b23bd157bdbc63e,2
AL6_rep1,2097da3e4756f5dd7c282d385c935f873222cec0,2
AL6_rep1,2262d4c1aa90ea43c8496be50f08f94b1e2a1a2f,2
AL6_rep1,23524f1e800a2079bc3cb875c48266b5b5c9097d,2
AL6_rep1,2ac09a3fd4c755e545e936b62265c3375094c52c,2
AL6_rep1,2c7a546b95ecba832e0d66668497657ef8ea71bc,2
AL6_rep1,2cb4e28a6ddfafe4764db54f02b3d3ec4ac7b01a,2
AL6_rep1,2ee1e317ca5b7acb58f01ea3c4eb8a1160adc02d,2
AL6_rep1,322c88ef5fcc3f317cec2d4e73fa66ec455b0380,2
AL6_rep1,305002c5fc53d294b46861c2566a31f3a22ff0a8,2
AL6_rep1,30c298895d7e88e2237221fc0679bd522ee7f4ae,2
AL6_rep1,31e611c27e74cc6251956b666e4e817929dcebc3,2
AL6_rep1,3216e8e153bef3e033d4e52732eaa43d2b9839b9,2
AL6_rep1,007395d79bc524e6df24f54988a7aa4ac8e7db71,2
AL6_rep1,36b4dfa471e795897ca0aba5ea76f65511b99044,2
AL6_rep1,36eea4c77583dd838c58da074c8005c9cd950d69,2
AL6_rep1,37943859100efd1c5c7e7a51eeb58f5844f936d3,2
AL6_rep1,37fdedc5c5d1c67b69c009e0833640ac096afafc,2
AL6_rep1,3f366a968c126ba97511fda36b48bcbb88714d77,2
AL6_rep1,3fac302bd9fed8758f35b3e46bab3dadbf1049dc,2
AL6_rep1,41bfbf7f7e0c792af8caff8f61e06c0e669f2a9b,2
AL6_rep1,41fc62c561e6af448701e36f009dbc6d01c1d19a,2
AL6_rep1,42315f65d73cacb0aae4df556f3e3c5953b153ef,2
AL6_rep1,434c16e9281b972df45a278856cf5573ba62a4da,2
AL6_rep1,4493b9ce285d2c28a8e1fd1ef6c14ba90d183e57,2
AL6_rep1,0d9e9abb87c4858d8546343d9891fb8cf1e74316,2
AL6_rep1,462dcb3f3f63043760638bb47e95ede968c53650,2
AL6_rep1,01ec03e03c5ff90312af8930cd1d535e4af97489,2
AL6_rep1,0206aab75f2d4af2d36f8c51c8a5b58765d259e1,2
AL6_rep1,02427ab0fa04d4bfc3343b5db56780591dd693f6,2
AL6_rep1,0497fa47c69c74ebb7007a024d101f92f461745a,2
AL6_rep1,060fed787715c7a9ad46d3d348a4fc1bea64bfc5,2
AL6_rep1,068c9cd68389e5c336ee796426ce369f96a715b6,2
AL6_rep1,0743bce8465f8c220fdd6e7c04e1af96e5029605,2
AL6_rep1,075e0c54d3a3cf7eca0c2e01cb138c7dae9d3e66,2
AL6_rep1,07da55c3d9d5d53525fdb8cc8bbd5c13549cd33a,2
AL6_rep1,09bc93574985f92f1e67c7b77913f458da5f0d14,2
AL6_rep1,0f1866eb255a2677d5dbeb47a645c38edac98bed,2
AL6_rep1,1eb9f13e836313d873f0818123631efbfe3ccb19,2
AL6_rep1,105822e2b83f752c329a3fb4436878aae1a064f6,2
AL6_rep1,1311784db5750ec218d93d4956e4d02489fe7235,2
AL6_rep1,1495c68bf3c52fe0c941cd080875775520341821,2
AL6_rep1,14ec2525e3b86199f7e297dafe42cde47302e0cb,2
AL6_rep1,16683aa5512570aac01ddb5d0ad1bf710e026131,2
AL6_rep1,16b804eaf66a9be02323555bc59bf2873ca860af,2
AL6_rep1,18f5a580159f0fc32eeb60bf08b55684d55d9a7e,2
AL6_rep1,1c76e27db667881ae9ad80de80214b7aedfea13e,2
AL6_rep1,1dcba5a9214b5b77102200f22507dd4e211e4f1c,2
AL6_rep1,600b02908e567c5b09ce943fe6f264c4bcc54bb2,2
AL6_rep1,61ba18762711b598076a50e7c261d0620f818920,2
AL6_rep1,61095876b6cc8de742a46c3d6fe0ee4307ecf7ec,2
AL6_rep1,6253d14edba24ff7369368391b94eeaf7ebcbd32,2
AL6_rep1,631962df47f3f3dc08271984e01267bc13327189,2
AL6_rep1,6332277822183f2d344ad1e8e9dfb34a84a64ea6,2
AL6_rep1,63b38a52a47215fcce597c2d77be77931b537c32,2
AL6_rep1,666c4e844950b23afd2ebeac9792776b5decfbd6,2
AL6_rep1,6ea754f2568b370a61640e3f96926e4ad0aaeccb,2
AL6_rep1,6efa1261774b02e3cb38cade135baa4d3a87b5bc,2
AL6_rep1,6f1a089a36dc82e02e0d75aaece6a8c1704a0114,2
AL6_rep1,70411d836fb998b6df1b0b1689bd13b40a75da87,2
AL6_rep1,7185a084aa2935daa4037f4ef286285818c4fe91,2
AL6_rep1,7f768cae4effbc326c506beeeee9aba6fb3f1e11,2
AL6_rep1,71c942988594adb692e3c1618613cf7e878a58a3,2
AL6_rep1,742404b658d0a78e7269adb74fd7c69c4af5cc16,2
AL6_rep1,789ba9347d06bc33f80cb1400ec60112862a6cd3,2
AL6_rep1,79a892737a6045870717fb3975093d4efe3f54a3,2
AL6_rep1,7ad38aaa6d935fd0debe0dbde34f696b64b7f073,2
AL6_rep1,7bb409d1aedcba87e8a993024737b3402ea12599,2
AL6_rep1,7c02621162dafc1333d87b0b4360c8b6a77c07d6,2
AL6_rep1,7c7a92ca84040e9cefb37e113f201f2d1c9ea295,2
AL6_rep1,7e46434a31253187064592c0a905aed62ebbab21,2
AL6_rep1,7f3c150e1043fc23ef575de7e0f5cba2cb7570cc,2
AL6_rep1,7fe86e42351dbeb49ab64bc09a26e91d2de7bd92,2
AL6_rep1,46897394629d3dc099e6703260a3681e0cc2d31a,2
AL6_rep1,4a0c0852bb8784efffb57df440b0f10e1d4dee23,2
AL6_rep1,4a1ec6dcdde646117033b21ad1f839f9df779dcd,2
AL6_rep1,4a65a040ea6d1680ef8663a5d1c276315715b38a,2
AL6_rep1,4c361e4d0384dbfce4344f5b0e5bcb1db126537d,2
AL6_rep1,4cb6bf155255fa6a8d381225d734866426d247e0,2
AL6_rep1,4dc909f512e9ec37ace16daeacb5979ad69a7073,2
AL6_rep1,4e03e8715ff8edaec34d3e29ddd6dc285bad9704,2
AL6_rep1,4ebfdede0997c8463b97d34e6a7121760a63d058,2
AL6_rep1,5485ea50adae2e021bca482c6c58cffabf8df931,2
AL6_rep1,546f222e0435b31f5029dda23b45c74d66046e80,2
AL6_rep1,5f24ffeb252b4d90a00543f73d3afab301aa9b31,2
AL6_rep1,548d0e70b48a6fe642244cd676d9743a32533017,2
AL6_rep1,54f252641e6d38c3191bfed8f559156b9948ecab,2
AL6_rep1,5669a1c67a2a8d0e734dafadc905c6cf11e2a759,2
AL6_rep1,573404d2e8b4660303ef04c80163ccdb0d23d698,2
AL6_rep1,5863bfdbdd65fecffb9dbaab60e7e69cc24102e0,2
AL6_rep1,5a13095deadd29f4f8d7f604d18da7da941b35b0,2
AL6_rep1,5aa3511d86910da99333a9d4de2d3cbbc50d815b,2
AL6_rep1,5dc0148b311a8062e8e5062cb10edba24b58152b,2
AL6_rep1,5e526a6b5f5d8d85867e9b4ac5e6dffed32ee9a1,2
AL6_rep2,763fa3c91b78a8d31eecc6fd7f9600a2530021e7,3259
AL6_rep2,aa035f1b89e5ede4d3ec9e20659944e1a19ccaad,1530
AL6_rep2,36038e34f3eba8ac8d04af17ad25c2ff95e26b81,1422
AL6_rep2,a882ac6b989ab1b23f2842903138908ca0852079,1324
AL6_rep2,22fba4d8cdf1e22b0cfbd05f7e3a594860edf960,1043
AL6_rep2,4af4f9725b456373f1fba0176918281ad9a22483,888
AL6_rep2,a1eeb33b5275ee744315511993b933c4f0ce135c,683
AL6_rep2,0f4e352a2cc933090cf6e1d9f80224cef6b9c767,589
AL6_rep2,5c1307d9566fef5e2532e2f9fa5a84389c735464,500
AL6_rep2,9ec20202ad53ecc3f8d99b82066614fcb7ca89e2,475
AL6_rep2,723963339fa0cc50d1a32998a811b0e26dd81373,277
AL6_rep2,c5ed2c21843d97ee61ec49152166ac23ae653b1c,253
AL6_rep2,885b9b07b3437751bc6b8240f58fa47810d26af5,249
AL6_rep2,61f6bc6c6863eb914cd38b0c9162e5bec7bba0ce,196
AL6_rep2,c78844a3c5ad6ed2cfd9de7a2677720b521cb2c6,188
AL6_rep2,20f6f91a33c19ac12f292622fae59874d732a106,180
AL6_rep2,17a26415bfcbae74f1894a66414f43b6bf4e1c7d,170
AL6_rep2,f2e31dd685f99c03a65bfc1cffacab2492719f5a,162
AL6_rep2,d335ad8cacd6c5520ab66947795b0efa3d754e61,158
AL6_rep2,3113d8f8da6f1b987c56b0c508ecd8e378b07a4a,157
AL6_rep2,426294b8f857e144ed98439a77bcf4e08c1b9152,135
AL6_rep2,76de6da2237953f300e91bf98a5301a5a8bb2946,132
AL6_rep2,973244c0441e83317391632f69d285eecf7885c0,126
AL6_rep2,ce60312cb92f131e900ae0a42eadc480560d1dcf,120
AL6_rep2,74d23b98404bb6867a3f6081c1514bbc7aa39b58,112
AL6_rep2,e2d156bd4090ac9ff8883d34cfaaa432641b8219,110
AL6_rep2,fc95c7e33843558c70e14f7f4c3b4fcb7bb1d5ef,110
AL6_rep2,a42a5835f5d58b52ff5bc0323934ee2ef9737f9f,109
AL6_rep2,d448a3ee094bd6ae83a17ad2a6da8fc9a703e492,103
AL6_rep2,99af0fe5fab846845ba39e1fce374ba9a28456cf,103
AL6_rep2,c4a13aa1f5ada2a198906247c93e5654504cf0b9,97
AL6_rep2,ef4f9fa72002d7fee2e7c54d05113c62ec65f0e1,96
AL6_rep2,53b5f449fc8f292a4dd09f382768a8859af0bde3,94
AL6_rep2,e161c0bc99dff82c778686feed11196683f6bc72,89
AL6_rep2,da23434d1d0671ff8c8980efea144018ab3baf89,87
AL6_rep2,c75dc4d277a93db2472b55571410ae8eba6576f7,86
AL6_rep2,e3b675949c7e8130cb8c0f2d4c7155ccc47daa8d,84
AL6_rep2,655b40e65d1e4d6262d38dfcaff141491a4464dc,81
AL6_rep2,0398b0d9cb4903405ccfad9097ff60257ac63022,80
AL6_rep2,65390457cc25c758ad708cce302b65b66abc8dea,79
AL6_rep2,505b035f52da89de88af9e9d2d4cdf044336a8fa,76
AL6_rep2,0a5c3acc5b896a229ce3c4f2a294dfd6ccd51406,75
AL6_rep2,1dd3ca3f90764529fd30485476313f845a815751,71
AL6_rep2,4ec6f6ad7a4c38df071d18ae22b98e6cbb937641,70
AL6_rep2,fb2625f414b8d0847a218118c1b50b84cf044c53,69
AL6_rep2,cecccced124049c5181690c3d7842548ba6b2584,68
AL6_rep2,4fe3b7e266b6f89a66a8d8128b935e9b4d7b1ba0,67
AL6_rep2,dee65769a3213e858314e21fb8f6f150a74e7a99,65
AL6_rep2,14d2e4012177abdf1558e368df87de8edf78bdaf,60
AL6_rep2,ce47e969317c560f4d630d1e0f88a9fc03417869,59
AL6_rep2,dbcc4dbe634cdd182c10fa9daed7f64f7b237d16,58
AL6_rep2,f62f6256b7b621fcf3b9327b4fca1fe0622e22f5,58
AL6_rep2,6f305f5511d801703aeeda9358a392c4907ef88e,58
AL6_rep2,ff7deb92dbefc6c1a0d8fd065cc474da5b48ec4a,58
AL6_rep2,2752094a56be2c8e14841742b9915d2204af326f,57
AL6_rep2,d72e9421580a31fb828ec0e0e8f4ab4c5fdb7e92,55
AL6_rep2,e0339442e71846999108a752607a1f6a18fa8852,54
AL6_rep2,536375b8df427182f84f115ba58d04e8d3daf047,54
AL6_rep2,490f437ebbd18ed5296e8ea0bcd671c4ca866857,52
AL6_rep2,246901bc97379438ab4beabbfe66f60a020f05d5,52
AL6_rep2,d5a624e1691b7ff1f45bc23716dcdde3d0f24f97,51
AL6_rep2,273f4b6edefd03737e038bf8d5bb50516d9c5d01,50
AL6_rep2,44d4ccb9f5218a2b9b29875af5840ffc7024343b,50
AL6_rep2,19a158b83f80e185d8d84578c23ec04ba5071ea3,48
AL6_rep2,524d2cb02523e6a8c3cfdf90a48f923180eee98a,48
AL6_rep2,8d437c9b51553cc839e3be73fa93691c2b2959ec,48
AL6_rep2,47c33cd18c997eacffa46e70b0265f98868d2cf5,47
AL6_rep2,48bdf9260ddb7d94c823aa674a5f3a6d12c688e0,47
AL6_rep2,bb4452ebe406d5082f5cb4d179dc8c94c80bd181,46
AL6_rep2,07882f1de2750481da03d6b3fd912f6627d8c5b2,45
AL6_rep2,75ccf2741ebab63d9afaa870c7414a96336a8ccd,43
AL6_rep2,afe416b0239f440690d09971319e513285d504a9,41
AL6_rep2,fea8a6005b8b0e8b120e7e5b2a26e950483e2700,41
AL6_rep2,609db01c17d3ba61d94dfd7e65808e9465c4b59d,41
AL6_rep2,72a4123c0768bddba1684dd3184191539892d954,41
AL6_rep2,faef33e5a4e2c6d2205e72032c9b7e50752d3ddb,40
AL6_rep2,00c237615ee02fd9e4a89e50d0c02171316ab89d,40
AL6_rep2,161aa73a979e58d54df4d3135c2906b9c4740d1f,39
AL6_rep2,c01ae6e801aff065517af6624507ebe06e95b271,39
AL6_rep2,af9019ce4bb074fdda1ad869c3423bf75f548b53,39
AL6_rep2,cac316e71ed1c9d9c53dbfcf560ab6ecbdb1b7e3,37
AL6_rep2,111f3092b248ecc34197274e09767be3037bc269,37
AL6_rep2,f47b1ccc4d3100dd01dd2af818664d5638607fd0,37
AL6_rep2,f2d2e39b89eb39ddba989e25543a3f3abac70963,36
AL6_rep2,a56ce6bf7ec2352ba4a8dc7d87775323d7a40c08,36
AL6_rep2,618d8e6f16a25d8ba7f1c5253b3f81d1b1c215a2,36
AL6_rep2,8f756ed9eef559fc4609899c8e8e997bb578e04c,36
AL6_rep2,c1c3df70a7690a735bb9f08343e5d3fe81715f22,36
AL6_rep2,df8c82fd879e4275d1c5550e3821e0b5182a2685,35
AL6_rep2,4966da29d595bba092de857e227ebd4539bb3bba,35
AL6_rep2,9846a17f3ee6907fbd8e01d90c9eab61ffef1826,34
AL6_rep2,6efa3ff84a74a66b19e5da56c47ff1b139836d99,34
AL6_rep2,7315f5d56b3d750695a2a4431b786d9a4d0a5fb9,34
AL6_rep2,3b0cd77f1a9212f0496cc807766965c3e380a8d6,33
AL6_rep2,039238784fb676ac4ba2fbeda49cb912eb113d8d,33
AL6_rep2,0e13195c259632c4edbb8d7d5838ef61ed9f8d1b,33
AL6_rep2,c61683efb9827782e8817e78027de57ab1bfd877,33
AL6_rep2,b0d9e372699a28d201c35c58e8edc9cd9b6b21dd,32
AL6_rep2,d5e38e63b784156a18271b94c825771be0879459,32
AL6_rep2,086dd932ff0c0fe88d013631a67139f0dd312e8e,32
AL6_rep2,cd5086b43d8352ae19212d2834ad555fcb510923,32
AL6_rep2,70a1dab174b31413e03659a1fc6484a57ccf244d,31
AL6_rep2,f0f438d5ed07c4ba75fc52744bc3c95d97c16192,31
AL6_rep2,28a7fe19d08a216ebcfccd9e68b44b845016353e,31
AL6_rep2,653547b727f5b2f3bbdd927a33b67501b323f553,30
AL6_rep2,97a4d17be214a3a7710f1bf9b52c80e46519f114,30
AL6_rep2,45719481ebde8d7228cfc47301c0d4a277c7419b,30
AL6_rep2,6cacbb2290785e8a4bc7d5bad48372e887b2fe11,30
AL6_rep2,fb257d37570d5e0c48dae1520a0850cfb5eb07ab,30
AL6_rep2,4bfe2074fb9acbc312e7d49602e4b4a42c018818,30
AL6_rep2,7febded2419d850e061c6baad92e47e046fd289f,30
AL6_rep2,e9e64ab1a5f02b4aecc64612a46f19e0b1373b47,29
AL6_rep2,0c881cffbd0b21b4fd140dbc82b2b523a439996e,29
AL6_rep2,257d549d4ec415ca8badcbf08b070aac4c8e59c2,29
AL6_rep2,e08d0e9bef72abd215a80c85dfd97a7bd82e99db,28
AL6_rep2,ca1560d7f74ae2165b69f3c09d313d72b0a134f0,28
AL6_rep2,c2c733a5a8e845e75a6e8328cd66632414ab8f9f,28
AL6_rep2,3f619d418fc94974867bbfd6fe43902dde2f2102,27
AL6_rep2,55b16f882847b3c03f04018f92de34be5bf0bf19,27
AL6_rep2,7cad25635905c233891fd35cb05afd96a4f767db,27
AL6_rep2,bc5321881c2e51d364d7b0cd890dc4835c6c2b34,27
AL6_rep2,dfa875bd03343bc3bed5c134459e02a8df755ed6,27
AL6_rep2,f5603239d1dfde18ab02133378a39c55214b5bfa,27
AL6_rep2,2a0964f34d4d55ac2ec5de0768e8a71ed88a6ccd,27
AL6_rep2,9f117a741c673d4c78e51d4861b31f9e6413e0da,27
AL6_rep2,cc9a8533a115503749cba6c6fb633f70f3e9fc2a,27
AL6_rep2,62350acfc7239e1849a2af29cf8a3d9c73609f4c,27
AL6_rep2,b129eaa7ebb0e6b50199c7e3356d8c11b8b82ccd,26
AL6_rep2,7b3aa7281e2db8a86e3372bd9cf7a3e0bc818af7,26
AL6_rep2,84f65ec317c09c0db48264d4a8320a9fc87fc401,26
AL6_rep2,007142a735fecb82b5e6057dd5af25a0a583d03c,26
AL6_rep2,25e1de940393a222980f7ff7a6e34c1877a90cab,26
AL6_rep2,573404d2e8b4660303ef04c80163ccdb0d23d698,25
AL6_rep2,f3760de47c4941a975ccee7dd3ecb7c04a6b6e85,25
AL6_rep2,6ecdf85c979b8ab2ae6b12ea697e0322e0945950,25
AL6_rep2,89b66d83c698b6f229d517dd7cda6bb0ca09332e,25
AL6_rep2,64247680818480673c6a8c883f2ca57daf603a71,25
AL6_rep2,1cc34352e886bdaf5e58b52cbfe8622714569b12,24
AL6_rep2,9ed2904bf3b9a7f84c9da219c7608338bf65a319,24
AL6_rep2,c72fa77d16749dd8f68cb15684da3d6b6644b258,24
AL6_rep2,86fe5e12815f7b9b6149ff1dbd2e4b0f06002c6e,24
AL6_rep2,aa3b27468543916845f8aecdc8e39351bba13ae2,23
AL6_rep2,bf510f9d3b9ffce88db704a127fd72434e953754,23
AL6_rep2,793fa067ed5059ed09e60b77522a23cd4db01d4b,23
AL6_rep2,1cd3d548fea7194f3619e2dc7b5cf364253e8550,22
AL6_rep2,12683878c80f0050debfe5f0d5f1adabe2c2ba71,22
AL6_rep2,bab80c0b45513099c2eb696f4bbdd928f511ade1,22
AL6_rep2,1e0170ad0d20baa3f6bf29617f8abf97a3baf3a8,22
AL6_rep2,fc623c602aefbe39546381aa356cff3570e4b6a3,22
AL6_rep2,2d0db3bb70016f8ebccea1bb1fc7db1109812077,22
AL6_rep2,d62edff3d1aa39850b2093eb919c6e5deb5a95bd,22
AL6_rep2,e5dc485d2f8b5f3954a6c661ca751729c34f4f97,22
AL6_rep2,49acd1cf9097b95f3aa20803e26e1257af018ad5,22
AL6_rep2,fe9497883a6d852b172c5fc51666118879dda08d,21
AL6_rep2,0e02cf5352791360f29c4b1e53af56e0adbabf09,21
AL6_rep2,caf4af1e64d0a8f90d71e0d25c26e928556a295b,21
AL6_rep2,a9936526e14447ef876f4da0bb8f65eb0b377e59,21
AL6_rep2,4e4fb9dcef85bcea4c25cd672043bd1e99cead44,21
AL6_rep2,276aaaac5878df0cd35500df641a58c311732022,21
AL6_rep2,b649bc1ff83add67a4cd411583a5da18cb1b99be,21
AL6_rep2,794f241b9f393ad43e56c04317adcacba9a6c727,21
AL6_rep2,5fa68e87616fb5146cb1c61ce28e2b8b00adccbf,20
AL6_rep2,66b4ccccd129d538cf6043489f56d622b3cbd518,20
AL6_rep2,3d30bf8e436b03d30794438c688c3ab6e6b7e407,20
AL6_rep2,adf13c3d109fab78e422cd2560d33cccf065492b,20
AL6_rep2,b7a8f4f79992d498f86589bd4dd077e6ffebe199,20
AL6_rep2,4f30c0fd5e680e7a4a9ca74282f7da233aa7ce3f,20
AL6_rep2,e051304fad2f3633f4e9a7ccb5dc733550e1518f,20
AL6_rep2,dee23d0489f87a619d30d81c7a369e40382c8588,19
AL6_rep2,9246227f023d61521e29e06cae97644d93977c56,19
AL6_rep2,460ca5f6115e7dac32cf5e5b9ab6cb6ad49df04d,19
AL6_rep2,bfdb9349d479a81541906a5200e67a6f6a9f8ebe,19
AL6_rep2,96ebb53eb01b3b5e7a3dd35ddb6c3a0803be4312,18
AL6_rep2,2f575a38dffb7021c317a083670053785919052a,18
AL6_rep2,9e1c6519a6ad31f87362bbaa5a90060751dffa5b,18
AL6_rep2,03d0b2a3189480596d8b57a8561d7b65d2dcefdd,18
AL6_rep2,82cc78264becec5111345a6fb9a831dd26291a9b,18
AL6_rep2,85a184f0b8d3b7e84290dc0570bc5cb2f366e21a,18
AL6_rep2,974b7fd56f7f3c859cca578e8114611754c1a43b,18
AL6_rep2,b615097930d0f320d8a5ebffecdfc25a2bc2fbc1,18
AL6_rep2,65ce3368bc31bce7759e79c81f157090d9eb1bf8,18
