Sample,Hash,nReads
21F103A_rep1,844c5560b8a0a057ed829defb1dad699133d9541,2
21F103A_rep2,NA,NA
21F103A_rep3,NA,NA
21F103B_rep1,d47d391d67d5ae6d3d93d6893772b3557d1721ce,2478
21F103B_rep1,53b5f449fc8f292a4dd09f382768a8859af0bde3,2324
21F103B_rep1,849f62821cb21de8814b79bd7138c5b359ebfdd8,1809
21F103B_rep1,0591158b7ee039046eb89f661c428ab8c32e9d7d,1235
21F103B_rep1,2aacc72745d7de178597f5c15ade8d811fae60c0,914
21F103B_rep1,16c17e13560e14a2987f13358cf57e820095eedf,850
21F103B_rep1,44d4ccb9f5218a2b9b29875af5840ffc7024343b,525
21F103B_rep1,df070889dec7a2074b7ca43d8eb2fbf1abb7f33e,389
21F103B_rep1,f47b1ccc4d3100dd01dd2af818664d5638607fd0,375
21F103B_rep1,0b99a148770d184a76a4830fd38d831115de78fe,333
21F103B_rep1,4cc183a9f271f02c108edc3b69a57764295fd1ec,305
21F103B_rep1,3e864af09a29a7a13aa8f5cb4b7a2c96c257de54,209
21F103B_rep1,3b11fca592e65c0886ebf5916fdce40691ce180e,181
21F103B_rep1,10f1321efac08287c9638ab45a1fc616048998f1,157
21F103B_rep1,dbee09ea49152ac95c3acc055368e0db6d6383c2,118
21F103B_rep1,8568a4b6435452883a4dfec64f8c34e97fa8f5b1,76
21F103B_rep1,a156f2edb989e8a8679899e31485936a09882fd9,67
21F103B_rep1,f8785b82d8078e8f8a1aed9dd7799a5b35e809b7,55
21F103B_rep1,5bca285a490bd28b861a79695a16d4c886f550bc,46
21F103B_rep1,b7950ae55bb966f90f7c585bcced46431b59b6aa,46
21F103B_rep1,cbce151c5d4e5bcdb8e2715a389d22b4320f381b,35
21F103B_rep1,08816de8e718166eb71e73747e20273ce7f2d7db,31
21F103B_rep1,11115e7fdde51e705f07cfe4fa52fca31f50663b,28
21F103B_rep1,6b4a91bc55833d375071f9c4220ebf99d30a1947,27
21F103B_rep1,29c0f6c357e9c702bad4de4cff2ed43bfd296beb,24
21F103B_rep1,d1b6f2d59d966a64110461898f1181aa900fa2ba,22
21F103B_rep1,906d9c8e7de7fd5894e475fab64a6f76f430db30,21
21F103B_rep1,d5803bec6d71061d78f4ecbf8cda7bf76b6599ac,21
21F103B_rep1,e08b8a6ad5651b5b6342a922f39b6309c5b7d6ac,21
21F103B_rep1,de1bc16852d781959857897682efe82a1be76c0d,19
21F103B_rep1,d96e466ebf2fb461b925a2bff387045016de43c2,16
21F103B_rep1,39bad365e95c3b5655584fe288b17378101f5ab5,16
21F103B_rep1,4bd4bff9a2cdcb9455fbde197077d4e6b0edf847,16
21F103B_rep1,555d5a147e1bb4ef966647cfee7428002d8ad755,15
21F103B_rep1,6c11f84e0e44ef8bec0acce65530aa3800f85dcc,15
21F103B_rep1,50fe9e137cb80a494c37a013782dcb2f4744b28e,14
21F103B_rep1,0c881cffbd0b21b4fd140dbc82b2b523a439996e,13
21F103B_rep1,c5ed2c21843d97ee61ec49152166ac23ae653b1c,10
21F103B_rep1,d89ef5a0eb93a46e49403198c930a6ca61309db5,10
21F103B_rep1,ba8cd7a08b436ffc34018d97c2e39cadadbc6fe2,10
21F103B_rep1,360fa1f8221abcc86628315ab95f98bfaae125e8,10
21F103B_rep1,5cda93dcaf234cbe94694880456c08ef1f28f25c,9
21F103B_rep1,9e91291491170ec54b0c1276ca13c0d0bb9a317b,9
21F103B_rep1,b98e2408e04bf6ba1b1c3dc0208a0cde359e7333,9
21F103B_rep1,feb9762c729716e1f7d930f4db019d46aaf09600,9
21F103B_rep1,dee65769a3213e858314e21fb8f6f150a74e7a99,9
21F103B_rep1,f421f04407038fc904bea559c2922d10387f8839,9
21F103B_rep1,c9653c060562d877f957640a84fed2719fb6e3c3,8
21F103B_rep1,d1e3d4ea7c1259e0b1b9fb76482ae264efbda68e,8
21F103B_rep1,e1cb725c0b3286da0c57fcc9759a22a0eddf2bf5,8
21F103B_rep1,4b77002463e600cd8d1c5e782b7a3452dbd7464e,8
21F103B_rep1,052111ea37689a37dbe18f34cb1e69d035de4dc2,7
21F103B_rep1,3d0237c6e7afa56f54977430ca8acfd34e224168,7
21F103B_rep1,adf13c3d109fab78e422cd2560d33cccf065492b,7
21F103B_rep1,3847c5f619b10a47e3db5a268d975384c08f87f2,6
21F103B_rep1,ac1b13fa2ffd3dac032ba97d3167860d775c93e9,6
21F103B_rep1,6791b056aaf8452ef2d070f4f16dc476c7a577ba,6
21F103B_rep1,ba30b9fd2229e3e2147a0c62e6caa0f9d21a0c96,6
21F103B_rep1,42d1eb16ae0c7ace8c032fe7206b963335cfa5e7,5
21F103B_rep1,7ca318ee91f599d8dae8965eedba798a302d4b97,5
21F103B_rep1,94592569274c20598b40ff7393d102d66605ba89,5
21F103B_rep1,a2a2df5f8609c39c23f0feb092541898925c8c65,5
21F103B_rep1,ecd5184f8dd52cb6d8f38295a80bbc1bdfdfc352,5
21F103B_rep1,92bd36f6628859ee1f38a96158f8ddb2d04c8488,5
21F103B_rep1,b1e7f033fbd97e31a27deaa7aea877d4dde89549,4
21F103B_rep1,d544687bdd114c9ddd7afe5dcb5a8eca6328b35d,4
21F103B_rep1,d5a238813e7c70733ed927fedc6a1a7b3bdf3dfe,4
21F103B_rep1,fbeba131faeacabb841e1c9d06bbb1e925e6d234,4
21F103B_rep1,cf54d5610d308a825401043abde3e8f0cef6d54d,4
21F103B_rep1,cc20b251ffad155ff3d349b7ec82a768fccd074a,4
21F103B_rep1,c55fe56917e9c4a407b5cef9d75178487311fd82,4
21F103B_rep1,11f00b5ac298b31168d0c3716352ef6ced3cd995,4
21F103B_rep1,a3a6300f77194849cdfcf258607c8fcdac11c3bf,4
21F103B_rep1,8565ae9faf53d8c434d5bd6ef40c733e97ebcbf7,4
21F103B_rep1,9d6ee5e5c08b35d071df9afa13cfcd46ac94f69f,4
21F103B_rep1,5b269a46c9a8265b47aee5a2f16a2c2f2f5becdd,4
21F103B_rep1,51b68582ecd3224b2a82bfd0fc666fe4502aeff9,4
21F103B_rep1,3335eae8b79e3221ec236c75ed32d2c04d395b0e,4
21F103B_rep1,a7a0dea09414f0199efd36b4d9f2af7facd3959f,4
21F103B_rep1,2da0f6651289e395e86f878912d675d8a7cd12e2,4
21F103B_rep1,a83a70ff5f18fd4c6439e75e5f1d18c3d3495d36,3
21F103B_rep1,e1df87db801a448be9a3e7ae49faca7691ef82ae,3
21F103B_rep1,a52d9bd8609d4fadda3bef570768522e1daf3d86,3
21F103B_rep1,a171e99eac876556f100eeaa8ee06f808a6f4a5a,3
21F103B_rep1,73a3ccd81832f5ccaeac8dcd8d074aea86b22929,3
21F103B_rep1,4e3819445e330d567b5eab38a36d6f6732230b5b,3
21F103B_rep1,5c1307d9566fef5e2532e2f9fa5a84389c735464,3
21F103B_rep1,50ad32a08dc58bbdc80cf8a499f0af85a109eb21,3
21F103B_rep1,3db5d21a7dcb2f946df70cbc64f4b4849e13bd59,3
21F103B_rep1,648bb86a57d11f5a55193ae93cce64c236aef2de,3
21F103B_rep1,bc63f4762019c29f9072a8bea3e6d6d957930e55,3
21F103B_rep1,096298f8e0f35ad9afb4b1dd4457978443d30696,3
21F103B_rep1,1276767a720d41f770bd51f6621207e4fbe14f70,3
21F103B_rep1,7eb330ab352999d37dbe4373cc6fe00384f97223,2
21F103B_rep1,a42a5835f5d58b52ff5bc0323934ee2ef9737f9f,2
21F103B_rep1,b4b5213c5dc7bd4e9c28b713243779b6a17daa75,2
21F103B_rep1,c40f03fe20edcf8c1fb7aaab61576c4c63284075,2
21F103B_rep1,c5d69c6b696da485d5fef92dd6e99bc1e5354739,2
21F103B_rep1,d2ede21480ac42a8aa8f37201d696217fa1a73cf,2
21F103B_rep1,d71fce5b616166dcac914f33fac4462842f50536,2
21F103B_rep1,dbc2e8e641ab9186b11665bf144c3e0965f385cc,2
21F103B_rep1,e3b675949c7e8130cb8c0f2d4c7155ccc47daa8d,2
21F103B_rep1,f971ba310b218b6e56c78d12a21170c15b4cdfc0,2
21F103B_rep1,f9c8b54ac1c0e076bb4cbcaf9b11fbf710bb3066,2
21F103B_rep1,7f2e6fdc9678a2e6b336c5fd3d83504e8fe703e2,2
21F103B_rep1,8d0f0954cddb9b9bacd61178ebe6f6874fc577ca,2
21F103B_rep1,87622d73f173214c9e3635dc8ccfcb56fe97f151,2
21F103B_rep1,803ccbbcd780fb79519cc04f1d52980c04115a0a,2
21F103B_rep1,f9f3d3504d9a374a5022f34bcfdbc8916156aeab,2
21F103B_rep1,2ea5b0c6f9e7000037c604e87bfe94ce1a453e38,2
21F103B_rep1,02cfd0142abb05f9276f7f0fb0d626601d7da8c6,2
21F103B_rep1,0314e480baacd4625ebf7765021099e865b745b7,2
21F103B_rep1,16f772113ee75b7578daf22c5e2832ae964fc230,2
21F103B_rep1,1767d44dd27a6a51ad73ee742c68d2a44f62d0bb,2
21F103B_rep1,18f8a33b689bb201de55cc0cb078b237f8a11403,2
21F103B_rep1,21dbd1f241973186399b8b0e10fc9ff501fe71a8,2
21F103B_rep1,28100549288b4ffc294bfaed7d4d249d71e02a0c,2
21F103B_rep1,2842546690618a12b01bc8c72ef58807befffafd,2
21F103B_rep1,7cd4fe60d91901a3a7f9eb34ea25332d0417189f,2
21F103B_rep1,39629aba1aade359de92ac8bbd56ae03a4572231,2
21F103B_rep1,3d37e1963f1170643441aac1633f60e4bb20ddf0,2
21F103B_rep1,4cb3df333f44755d32c3a846ceb03cfeb8b6a6b4,2
21F103B_rep1,4e6377c9a93cbf3d8b413373aa158e4fdd77bb50,2
21F103B_rep1,66697106489f57f6805980e6514feb10b79bd0a0,2
21F103B_rep1,7a6492264af93dbae12716a6e7a15d9de227fee6,2
21F103B_rep1,7b4ce8a5594964a111fce4ad979c40c5edaf7e65,2
21F103B_rep2,2aacc72745d7de178597f5c15ade8d811fae60c0,4363
21F103B_rep2,53b5f449fc8f292a4dd09f382768a8859af0bde3,3918
21F103B_rep2,849f62821cb21de8814b79bd7138c5b359ebfdd8,3557
21F103B_rep2,16c17e13560e14a2987f13358cf57e820095eedf,3216
21F103B_rep2,d47d391d67d5ae6d3d93d6893772b3557d1721ce,2907
21F103B_rep2,0591158b7ee039046eb89f661c428ab8c32e9d7d,1466
21F103B_rep2,df070889dec7a2074b7ca43d8eb2fbf1abb7f33e,1238
21F103B_rep2,a156f2edb989e8a8679899e31485936a09882fd9,969
21F103B_rep2,f47b1ccc4d3100dd01dd2af818664d5638607fd0,928
21F103B_rep2,0b99a148770d184a76a4830fd38d831115de78fe,832
21F103B_rep2,4cc183a9f271f02c108edc3b69a57764295fd1ec,577
21F103B_rep2,44d4ccb9f5218a2b9b29875af5840ffc7024343b,524
21F103B_rep2,3b11fca592e65c0886ebf5916fdce40691ce180e,398
21F103B_rep2,10f1321efac08287c9638ab45a1fc616048998f1,298
21F103B_rep2,3e864af09a29a7a13aa8f5cb4b7a2c96c257de54,296
21F103B_rep2,dbee09ea49152ac95c3acc055368e0db6d6383c2,288
21F103B_rep2,f8785b82d8078e8f8a1aed9dd7799a5b35e809b7,192
21F103B_rep2,cbce151c5d4e5bcdb8e2715a389d22b4320f381b,172
21F103B_rep2,8568a4b6435452883a4dfec64f8c34e97fa8f5b1,150
21F103B_rep2,08816de8e718166eb71e73747e20273ce7f2d7db,115
21F103B_rep2,1181dde88e088eef34acbbc7240bbcc746b8ec3b,94
21F103B_rep2,6b4a91bc55833d375071f9c4220ebf99d30a1947,92
21F103B_rep2,b7950ae55bb966f90f7c585bcced46431b59b6aa,76
21F103B_rep2,4bd4bff9a2cdcb9455fbde197077d4e6b0edf847,65
21F103B_rep2,e1cb725c0b3286da0c57fcc9759a22a0eddf2bf5,65
21F103B_rep2,9ae76e5532f6fd603a89a5572d53a5f090986475,57
21F103B_rep2,d1b6f2d59d966a64110461898f1181aa900fa2ba,57
21F103B_rep2,11115e7fdde51e705f07cfe4fa52fca31f50663b,55
21F103B_rep2,906d9c8e7de7fd5894e475fab64a6f76f430db30,51
21F103B_rep2,29c0f6c357e9c702bad4de4cff2ed43bfd296beb,50
21F103B_rep2,360fa1f8221abcc86628315ab95f98bfaae125e8,46
21F103B_rep2,b98e2408e04bf6ba1b1c3dc0208a0cde359e7333,32
21F103B_rep2,6c11f84e0e44ef8bec0acce65530aa3800f85dcc,31
21F103B_rep2,c5ed2c21843d97ee61ec49152166ac23ae653b1c,29
21F103B_rep2,5bca285a490bd28b861a79695a16d4c886f550bc,27
21F103B_rep2,6791b056aaf8452ef2d070f4f16dc476c7a577ba,26
21F103B_rep2,b1e7f033fbd97e31a27deaa7aea877d4dde89549,25
21F103B_rep2,de1bc16852d781959857897682efe82a1be76c0d,24
21F103B_rep2,555d5a147e1bb4ef966647cfee7428002d8ad755,23
21F103B_rep2,d5803bec6d71061d78f4ecbf8cda7bf76b6599ac,23
21F103B_rep2,2da0f6651289e395e86f878912d675d8a7cd12e2,22
21F103B_rep2,feb9762c729716e1f7d930f4db019d46aaf09600,20
21F103B_rep2,66697106489f57f6805980e6514feb10b79bd0a0,18
21F103B_rep2,1276767a720d41f770bd51f6621207e4fbe14f70,17
21F103B_rep2,ba8cd7a08b436ffc34018d97c2e39cadadbc6fe2,17
21F103B_rep2,4b77002463e600cd8d1c5e782b7a3452dbd7464e,16
21F103B_rep2,e08b8a6ad5651b5b6342a922f39b6309c5b7d6ac,15
21F103B_rep2,6151539cdb4e75cce4ffe7f6ba6d01204807b170,15
21F103B_rep2,d89ef5a0eb93a46e49403198c930a6ca61309db5,15
21F103B_rep2,3d0237c6e7afa56f54977430ca8acfd34e224168,14
21F103B_rep2,50fe9e137cb80a494c37a013782dcb2f4744b28e,14
21F103B_rep2,adf13c3d109fab78e422cd2560d33cccf065492b,13
21F103B_rep2,39bad365e95c3b5655584fe288b17378101f5ab5,12
21F103B_rep2,9e91291491170ec54b0c1276ca13c0d0bb9a317b,12
21F103B_rep2,28a7fe19d08a216ebcfccd9e68b44b845016353e,11
21F103B_rep2,299f6c659d1f5463753852903e381f7be8988900,11
21F103B_rep2,76464d2e204f6c390cbb3d6ca9983c6330b0ba80,10
21F103B_rep2,5c1307d9566fef5e2532e2f9fa5a84389c735464,10
21F103B_rep2,41c85164433961e0915dda048ddc7f2d6e4ec524,9
21F103B_rep2,52867ac15b1e1bf6ff4cfe8e4684848c33a21bec,9
21F103B_rep2,f421f04407038fc904bea559c2922d10387f8839,9
21F103B_rep2,096298f8e0f35ad9afb4b1dd4457978443d30696,9
21F103B_rep2,052111ea37689a37dbe18f34cb1e69d035de4dc2,8
21F103B_rep2,3847c5f619b10a47e3db5a268d975384c08f87f2,8
21F103B_rep2,b7497f2ab415c00abe0b6f2966a7e2f8857c1252,8
21F103B_rep2,73a3ccd81832f5ccaeac8dcd8d074aea86b22929,8
21F103B_rep2,bc63f4762019c29f9072a8bea3e6d6d957930e55,7
21F103B_rep2,7b4ce8a5594964a111fce4ad979c40c5edaf7e65,7
21F103B_rep2,ac1b13fa2ffd3dac032ba97d3167860d775c93e9,7
21F103B_rep2,94592569274c20598b40ff7393d102d66605ba89,7
21F103B_rep2,3335eae8b79e3221ec236c75ed32d2c04d395b0e,7
21F103B_rep2,02cfd0142abb05f9276f7f0fb0d626601d7da8c6,7
21F103B_rep2,088b13a052c7a693cdd14d2a3c03d24cc0926792,6
21F103B_rep2,7ca318ee91f599d8dae8965eedba798a302d4b97,6
21F103B_rep2,d544687bdd114c9ddd7afe5dcb5a8eca6328b35d,6
21F103B_rep2,7abeaba0d9a6ee064544360ba2eea104b5bec194,6
21F103B_rep2,0c881cffbd0b21b4fd140dbc82b2b523a439996e,6
21F103B_rep2,421b21cd606045cf1a751a2c59bf3c07313a5971,5
21F103B_rep2,a3a6300f77194849cdfcf258607c8fcdac11c3bf,5
21F103B_rep2,e3b675949c7e8130cb8c0f2d4c7155ccc47daa8d,5
21F103B_rep2,ba30b9fd2229e3e2147a0c62e6caa0f9d21a0c96,5
21F103B_rep2,bb9a747fc942dffeea44eaeca1c7b1824b5fcff2,5
21F103B_rep2,c469ec9c321cd5516acbbceb360a17ddad65d6b3,5
21F103B_rep2,ae359464cb8c0a8fc9402f2c1116dee40d27cbc2,5
21F103B_rep2,a0b400735c092dd91dad08bc9915d32c8293cb84,5
21F103B_rep2,942a3ca0b253ad7297057a31ad27126d2644c4a3,5
21F103B_rep2,648708b8c6579259c44e0a5227629d9f2f22eced,5
21F103B_rep2,7eb330ab352999d37dbe4373cc6fe00384f97223,5
21F103B_rep2,4e3819445e330d567b5eab38a36d6f6732230b5b,5
21F103B_rep2,42d1eb16ae0c7ace8c032fe7206b963335cfa5e7,5
21F103B_rep2,5b269a46c9a8265b47aee5a2f16a2c2f2f5becdd,5
21F103B_rep2,2ea5b0c6f9e7000037c604e87bfe94ce1a453e38,5
21F103B_rep2,2b20e74cb568b5e8ef8890b64fc543bd3f3408cb,5
21F103B_rep2,6c3f79496c717fec95c234ddb50c8cd695aa44ab,4
21F103B_rep2,786ea95a0817204a0bb4aea2863b11e1eeba0fa4,4
21F103B_rep2,efbfd9f97b3cd610c5b651ef4295ade884f22e58,4
21F103B_rep2,f9f3d3504d9a374a5022f34bcfdbc8916156aeab,4
21F103B_rep2,f14bcd13b47f9847d37789b3b98b47999d690d1b,4
21F103B_rep2,cead256e5400d1a7963f1d7a479d1ea755f789fc,4
21F103B_rep2,ddd8d3c1f788f7ac7fb9be82c599824dec777e53,4
21F103B_rep2,b129eaa7ebb0e6b50199c7e3356d8c11b8b82ccd,4
21F103B_rep2,2842546690618a12b01bc8c72ef58807befffafd,4
21F103B_rep2,a2a2df5f8609c39c23f0feb092541898925c8c65,4
21F103B_rep2,b30fcf7a6ea798059e1c28fe468b1e97386e7635,4
21F103B_rep2,1ab23d4b488c8cb19b2b852309034247d988e0e4,4
21F103B_rep2,1c1a7913edb9011a32de8e013d1e0cad4364a8ed,4
21F103B_rep2,399074ff4c05e88f94de8abf5d1895ecaa8016ca,4
21F103B_rep2,f2fc5f2065479d85bd2f07d9db2a425fe48bac21,4
21F103B_rep2,456617d2e8af4b162ccc0082e622e4ac226e04b0,4
21F103B_rep2,58d5e0936af5135a289af3b8d99497affd02e42e,4
21F103B_rep2,cbcdac6f44444d6b1d8408ec3817caa31f87d948,3
21F103B_rep2,db70684342c3a6cabcd3fa501899fb386f256aa5,3
21F103B_rep2,ad50e4282b928f6779f4ec9f06201f2640458e9a,3
21F103B_rep2,ae36d23c4d762853e4f5ee7e828f1871653f1e68,3
21F103B_rep2,ae808910d4d05c4c9ea15d2a643166b025261da5,3
21F103B_rep2,90bd4f3af9f427d1fce7893f1ce60393c023d2e7,3
21F103B_rep2,7e01b8e9a39610cf65a3d21d7dd5ae62eaa79b69,3
21F103B_rep2,5cda93dcaf234cbe94694880456c08ef1f28f25c,3
21F103B_rep2,001ff23a58000ed3b13a24b2b9666bfc0e47ea58,3
21F103B_rep2,0ba7e6471f1ef9573ee9d3ad018064d3b43348cd,3
21F103B_rep2,43b459ece968195c29915fd275d09b1b8cd97dab,3
21F103B_rep2,0bd4dcec5453d8d7853f98190d78ee084c750544,3
21F103B_rep2,11f00b5ac298b31168d0c3716352ef6ced3cd995,3
21F103B_rep2,21482fbfbab5a527dc9e726ab4c907ce3ea68abc,3
21F103B_rep2,bae5c9f3bc504db30f4994e9b9696a46e06004ce,3
21F103B_rep2,bfcbfb7aa31d89b041da02cd7bea5ab2816721e9,3
21F103B_rep2,225712cf236b4ab4abd94192d0714867460c0bb3,3
21F103B_rep2,596b9d7aed113fd88573899349dad0fa922737bc,3
21F103B_rep2,648bb86a57d11f5a55193ae93cce64c236aef2de,3
21F103B_rep2,bb4452ebe406d5082f5cb4d179dc8c94c80bd181,2
21F103B_rep2,b5a58ffec3c2d56dfffd0a69effb505534eab139,2
21F103B_rep2,b6d1526433da847c555560e11a6b5ef5d6fdb008,2
21F103B_rep2,b1174245385bbc94b2ea70ce85d2c28ab4dac85c,2
21F103B_rep2,c9653c060562d877f957640a84fed2719fb6e3c3,2
21F103B_rep2,c5d69c6b696da485d5fef92dd6e99bc1e5354739,2
21F103B_rep2,a5a5b28d20cbc1d82c5b387b533b8e8473bdee09,2
21F103B_rep2,a5b1e30c3ad16f5bfb46eb5bfff5657d1d502d28,2
21F103B_rep2,a66b15932f0bf1601d79c6319b8309934733c2be,2
21F103B_rep2,a64ff4a916004ab6032d046ed4ae039b3d3b177d,2
21F103B_rep2,a4424b3188e976e08858566c6c69fff8cf8bd806,2
21F103B_rep2,a1aa43c2c50fbcc807883103ca6aea657ed8d28f,2
21F103B_rep2,a17b28961596a5a7cd47b56fbe409de4f2d5fc3c,2
21F103B_rep2,fe0ed7454d60c1d083b09315b2c66bfcff2c5337,2
21F103B_rep2,8c4e9b73fb298e32d6a26f446a04b1bca9f691b6,2
21F103B_rep2,f9c8b54ac1c0e076bb4cbcaf9b11fbf710bb3066,2
21F103B_rep2,fc569334ee05043f1d0ae8f9c35074317d5a042c,2
21F103B_rep2,913980fc15d47f04fb280b85947e0b2bab6f0d4b,2
21F103B_rep2,fbeba131faeacabb841e1c9d06bbb1e925e6d234,2
21F103B_rep2,92bd36f6628859ee1f38a96158f8ddb2d04c8488,2
21F103B_rep2,9515035c295014dadc1d72a90adc20c2cdf86bff,2
21F103B_rep2,faaf0116bb7312b16d8be882aa1c69e8fbbb70aa,2
21F103B_rep2,95953d54c5dc03c6bbc2ce2110de27c77dfc8bc0,2
21F103B_rep2,989e65655000713530621d69aae176e6447e8452,2
21F103B_rep2,e87ad8d218310cd34b616a546ed288fdb85c5ad4,2
21F103B_rep2,e8bd57f77b0f7211e8467805bd429aa2f453c4ea,2
21F103B_rep2,98c10781b64f15fc44164e2c53caaea62d38bcdd,2
21F103B_rep2,9b516f3a27df1f7eec0600c1c388ed99970d6bde,2
21F103B_rep2,9df5b3a4db9d614fcbc8b7d1f6d03bbc169b5aa3,2
21F103B_rep2,cac7b8cd653bf8b6071ccc9e6d7a4f7c5c31dd07,2
21F103B_rep2,f65d3ceb84758566bfe51126c371167041dff806,2
21F103B_rep2,ce94a0dd6b06256f18aa5115763bac21809bc8d1,2
21F103B_rep2,cf5991cfe9b85567e560110b42cdc21bfec1f02c,2
21F103B_rep2,dda822691ee03019c6ee9dd146c15f2e682f2883,2
21F103B_rep2,dbb36e2b8c9146b0ce46214e74605cf9b6c04035,2
21F103B_rep2,db4d99640476400e55207f989189252f16ff9ec6,2
21F103B_rep2,d64b5e32ab5c055604f82d2d25920ad9260d2381,2
21F103B_rep2,d7b56e6cf97b242f808bd7412afee90071b93da1,2
21F103B_rep2,d2b9a827bb12084a7da24f0b391f9af478ef42b0,2
21F103B_rep2,245708db0ea6bc7814e2aa611e0e215706b42454,2
21F103B_rep2,41fab024cd3026ce26b70a430b8f4ae0e4bcc731,2
21F103B_rep2,2f21086d937df6ad03521bca7d5c1e0e9b6b1905,2
21F103B_rep2,4392839c58853ea29115e44b82affb37d8c419af,2
21F103B_rep2,12c3096b3a60fb7290757d6381d6b6d128a9cdc5,2
21F103B_rep2,144138bedc717b327c7fbbd24d09a7245769119a,2
21F103B_rep2,153b8022c8b984aa93c73f7bf85fc48569f8cd73,2
21F103B_rep2,1765e693328a7e4ad041b3c8d1727e668e7c6f3b,2
21F103B_rep2,1abf883192f0e0c38ce5bf7da298a8c5ad054135,2
21F103B_rep2,21de6202746d76f3e8632366bd82d05dd0293527,2
21F103B_rep2,0ef8a52cf130a964d86426ec964d4836755f11dc,2
21F103B_rep2,064f71e9476eff8480ab8002456cc3f444210f07,2
21F103B_rep2,337e060c240ccb010b0813fdd4821e33fded1a48,2
21F103B_rep2,3553e578c85d9708e17ee097bb435646436f71f6,2
21F103B_rep2,38254afcab19b25d4941bbe83a927642d6a33214,2
21F103B_rep2,39629aba1aade359de92ac8bbd56ae03a4572231,2
21F103B_rep2,39d6ea961c975b6a1d962877211de5951df5641e,2
21F103B_rep2,3b66d2df4c2a16e7f5b90afc7ee4b0144849d303,2
21F103B_rep2,3bcee30634327df4ab2a0ba48b3f86b42bad2b9c,2
21F103B_rep2,04e0ccc8d0b756c135c51e7dfdd28a27692c087c,2
21F103B_rep2,448adf2177a975404a33b1cff215045cf0cb8fee,2
21F103B_rep2,6dec5eb78f7a433257d1e5961a56287dd17d343f,2
21F103B_rep2,65ce3368bc31bce7759e79c81f157090d9eb1bf8,2
21F103B_rep2,666173177afb8a677e12295152ac5809a2f45b68,2
21F103B_rep2,643f182891aa2c642ce1a5b1322e588cb03f71f1,2
21F103B_rep2,7f3ca77e4069396d2c142cb4d21b51783df8ebd4,2
21F103B_rep2,7b98f7d6f2a9e8880b62eb743f04251257402956,2
21F103B_rep2,73a59de885cc828be7fcb9f1237e9063c40e6d36,2
21F103B_rep2,4e6377c9a93cbf3d8b413373aa158e4fdd77bb50,2
21F103B_rep2,4e429f11ac01bad9ebd12ac685d0843339a08d62,2
21F103B_rep2,4cb3df333f44755d32c3a846ceb03cfeb8b6a6b4,2
21F103B_rep2,4abfea5f52044dd609d9bbf04875419dfe7db968,2
21F103B_rep2,49d3ab0f2330f7b0edc84e3d9304c35f92beaf9f,2
21F103B_rep2,45262aa69c9da21052fa3277f15415f0bbf19fae,2
21F103B_rep2,52204ecf053b9e52296c68035e1190d78647add8,2
21F103B_rep2,522f83ebd480a73a181490035398e8b0308ab60b,2
21F103B_rep2,54afdf2f5338e98522df47f470edef0b7b6ab796,2
21F103B_rep2,550ba3c1df63452ec6d136088918a6be9a55c34c,2
21F103B_rep2,57374c5b10f892191a28419268347d6762b153f1,2
21F103B_rep2,83f05066e5ee1a0757f3f661c232b024d42cfdd9,2
21F103B_rep3,53b5f449fc8f292a4dd09f382768a8859af0bde3,7720
21F103B_rep3,d47d391d67d5ae6d3d93d6893772b3557d1721ce,7561
21F103B_rep3,16c17e13560e14a2987f13358cf57e820095eedf,3482
21F103B_rep3,849f62821cb21de8814b79bd7138c5b359ebfdd8,3435
21F103B_rep3,2aacc72745d7de178597f5c15ade8d811fae60c0,2630
21F103B_rep3,0591158b7ee039046eb89f661c428ab8c32e9d7d,2216
21F103B_rep3,df070889dec7a2074b7ca43d8eb2fbf1abb7f33e,1266
21F103B_rep3,4cc183a9f271f02c108edc3b69a57764295fd1ec,1035
21F103B_rep3,f47b1ccc4d3100dd01dd2af818664d5638607fd0,962
21F103B_rep3,44d4ccb9f5218a2b9b29875af5840ffc7024343b,945
21F103B_rep3,0b99a148770d184a76a4830fd38d831115de78fe,639
21F103B_rep3,3b11fca592e65c0886ebf5916fdce40691ce180e,492
21F103B_rep3,a156f2edb989e8a8679899e31485936a09882fd9,466
21F103B_rep3,f8785b82d8078e8f8a1aed9dd7799a5b35e809b7,452
21F103B_rep3,3e864af09a29a7a13aa8f5cb4b7a2c96c257de54,360
21F103B_rep3,dbee09ea49152ac95c3acc055368e0db6d6383c2,331
21F103B_rep3,10f1321efac08287c9638ab45a1fc616048998f1,186
21F103B_rep3,cbce151c5d4e5bcdb8e2715a389d22b4320f381b,138
21F103B_rep3,08816de8e718166eb71e73747e20273ce7f2d7db,117
21F103B_rep3,906d9c8e7de7fd5894e475fab64a6f76f430db30,89
21F103B_rep3,8568a4b6435452883a4dfec64f8c34e97fa8f5b1,79
21F103B_rep3,b7950ae55bb966f90f7c585bcced46431b59b6aa,77
21F103B_rep3,e1cb725c0b3286da0c57fcc9759a22a0eddf2bf5,77
21F103B_rep3,5bca285a490bd28b861a79695a16d4c886f550bc,75
21F103B_rep3,9ae76e5532f6fd603a89a5572d53a5f090986475,72
21F103B_rep3,11115e7fdde51e705f07cfe4fa52fca31f50663b,72
21F103B_rep3,6b4a91bc55833d375071f9c4220ebf99d30a1947,67
