Sample,locus,Hash,nReads
V047_rep3,COI,0a5cd12e19358f8077ddfa9bad0148551092e045,4321
V047_rep3,COI,ec5710a0964e43914214b2f3a94dd4ac73d37e09,1754
V047_rep3,COI,4ec01ddeeb7f6a4f74ca7d01f2bcd40a1d655f05,1481
V047_rep3,COI,883fbbd5ab88e7a7e7732a5b2e30b78d261a974b,1445
V047_rep3,COI,05ec74e5cbb771df4a9b25920e48727abe10dbab,1311
V047_rep3,COI,f3d771c2dcd5b829246dab464b18dda9600fa30f,1288
V047_rep3,COI,6556264dd618a9e376f9a339f4fccf95d081a60a,1024
V047_rep3,COI,29c0f6c357e9c702bad4de4cff2ed43bfd296beb,746
V047_rep3,COI,f47b1ccc4d3100dd01dd2af818664d5638607fd0,578
V047_rep3,COI,ac8b6786dcd4abb228b24484dcb49eac3a78fba5,466
V047_rep3,COI,da54b1606f22644f20d4431d9a059737fcf64b5b,404
V047_rep3,COI,9909566e0aba002988aa35071db9bc4de9366e73,396
V047_rep3,COI,9cdccb2eb850b10b3587edb75a9a41ae5086e889,339
V047_rep3,COI,7f0ee59653aa280922cbed637243f8c397afe07c,313
V047_rep3,COI,632a56882a3d9d79e804372de01e95570b7c9da3,265
V047_rep3,COI,e0ae3e12e7abdaa0eeae5e56118a19d2d6b2f824,256
V047_rep3,COI,feb9762c729716e1f7d930f4db019d46aaf09600,209
V047_rep3,COI,fd01f2fa24ae6e759bdf95ada39449535f95b592,193
V047_rep3,COI,515d2a104998f3005c72665dad8cc2b427f2a0d8,173
V047_rep3,COI,257d549d4ec415ca8badcbf08b070aac4c8e59c2,156
V047_rep3,COI,99f69a9c8962272eb2224c9da6d8cfa24fcde3f5,153
V047_rep3,COI,33e1ecde1afc5f8c099bb0637c9009261da88566,116
V047_rep3,COI,6e8906cdfeec1aa3188fdf450ff46c582b6bbca5,113
V047_rep3,COI,32e9d183440abed58454e1e94f1fff43b711ef96,111
V047_rep3,COI,bf713959abb2505b79abb466064bd6dbba195253,108
V047_rep3,COI,ec2d30d3ac44460ae6b4190bbe7cc8a812bf8753,107
V047_rep3,COI,b9d8346b896fb7b56d86c3fc4d0cf112ac60a88c,98
V047_rep3,COI,31211b7367bb1979073898e119ad8afa9e3668fa,90
V047_rep3,COI,f9b25e944e840dbb17a913e384825fb0e3762fd3,85
V047_rep3,COI,50fe9e137cb80a494c37a013782dcb2f4744b28e,82
V047_rep3,COI,b47c74a425af9efe42c62780d246b782b83415b2,75
V047_rep3,COI,057fddc88f86b1d795702a7d3d0afad005f97849,70
V047_rep3,COI,9bbdcae791f4748c4ea18be7dfcc177e04b9c169,63
V047_rep3,COI,dbb40f9269a031ef9d04c34611c0aed9cd987d37,63
V047_rep3,COI,a30ff8325d92a78c7b0aacf9790c092fb0fdabdf,61
V047_rep3,COI,aa4f9366bc7cb72ee7eb904f295cb35d1384cf3b,60
V047_rep3,COI,2535d61e99b2ad7f647025391bb1b617e31d1529,59
V047_rep3,COI,8d11b76f69397d634d680348166a5d70121fc82d,56
V047_rep3,COI,0c2e631f3d8bb9a40459da96335a2ced5adde827,50
V047_rep3,COI,942a40e5297222ce114861ad58fd9c95b08a5446,50
V047_rep3,COI,a7413da2b46bc2d12559ebc6fbdf76bf5e7c63b9,48
V047_rep3,COI,b410601385cc7a131bc9972d0f1bb1af0b098a7f,47
V047_rep3,COI,5a8ed54f5b6a51d22f94d47c968c48a38f962266,47
V047_rep3,COI,9530c2836a2df5f22d978fe21b24f230261121a1,45
V047_rep3,COI,d2d8ad1209e6730049bd695a00db24b3c050cae2,44
V047_rep3,COI,bd94305ea7c8999819ff1a154668d43f132efa9e,42
V047_rep3,COI,08816de8e718166eb71e73747e20273ce7f2d7db,41
V047_rep3,COI,022675dc39d9d25458129e3f460f983e36484ce0,40
V047_rep3,COI,52fb0bbbc8ac04a203f7b7bfcb8760e4d98730d9,40
V047_rep3,COI,c25065430da82a10fa5845f36832ff0cd79b4055,39
V047_rep3,COI,2b08263d4603057866db4963694ea27aa3c001a6,36
V047_rep3,COI,89142a97e2e4d5962f0a5e592dc6a43d36b83e96,35
V047_rep3,COI,3226a6b75c6e6cac24ecf608feb3a0b1a5a5d821,34
V047_rep3,COI,48c3ed4a31749f371c79ea0aa204ab1da1c94c5c,34
V047_rep3,COI,ebff1aefa3f3856097ab54acde044839a32e9fe2,33
V047_rep3,COI,51426117634ab4a0df934c2d945c59ff40567001,32
V047_rep3,COI,c01c139d69eec3a75268f01e213379cbffbdc98f,31
V047_rep3,COI,ce443b55a16ba379cd2143cfb5c8a66baac3fda1,30
V047_rep3,COI,8a04ec24820992e18c88b514302a601784759830,29
V047_rep3,COI,3dc6c5bf28f2f5ab0f6f86375153422fa3a3fd5c,28
V047_rep3,COI,4248d13e4e8ea329525f9b92ab1c205baa58b720,27
V047_rep3,COI,6517bf02421dd1bf7dd9c88fa49ae8ec48418bc1,27
V047_rep3,COI,c371d52b9c91fdaf78a6e3ac462ce34f9343102b,26
V047_rep3,COI,56ec175f424bd2aaa5b55478a6e4c2a67fb301a3,26
V047_rep3,COI,faaf0116bb7312b16d8be882aa1c69e8fbbb70aa,26
V047_rep3,COI,74c8780a890c0286a5ff910079656a68dca30a6e,26
V047_rep3,COI,752ac7879b2a9ca7130b579de611bfbd2263e7d4,25
V047_rep3,COI,7b09d2a5c9b1f09200072c37e6b83972e1cbd0be,25
V047_rep3,COI,49982cd6606eacd492b08fcbd832c9390fd59b8a,24
V047_rep3,COI,e9549b807a0c4022779718be86ff2a69733b166f,24
V047_rep3,COI,ccc20678fecade2c457a15c2b6606a0d8816986f,23
V047_rep3,COI,45dd7d31d8543005a00018e7d98a8fdcc03bf0bb,22
V047_rep3,COI,2a2da9d6be3d21e710d94182e49104a971482288,22
V047_rep3,COI,de8addce710882c1b253ff3490baa9b01f228650,22
V047_rep3,COI,49c0686f76bfd1bbc0bbf40f3413bf0f8edce9c1,21
V047_rep3,COI,2a6f4508447002d3bdd8489c01224e85aa17b589,21
V047_rep3,COI,9d14e36a6bf52e2e0a05e36a3622ddc73d71b9da,21
V047_rep3,COI,cac29c017b1402fbdc588cbdf30f373754bc24e0,21
V047_rep3,COI,c85dce14ae4f89ec502c2ba04a3f64cb97403911,21
V047_rep3,COI,d7863a2a1ec4d080952db42040c973e18577dae8,20
V047_rep3,COI,0b134d1f3549a3e67ef4faafb21451f55fe54b25,20
V047_rep3,COI,2e856b23c90b1b87a774c89e66d49dce41e5e23a,20
V047_rep3,COI,ce355c11c49ba64a86c093d504195a9843786f87,20
V047_rep3,COI,20af570745f33638f08681281a230f290d687e6d,20
V047_rep3,COI,981015a8006648a0251f1fe6f4060c91df7cfb7b,19
V047_rep3,COI,dac28e6817794db3a8b5a735eb90d2e341436924,19
V047_rep3,COI,edadc0d6c49089a9a2c6599f82ab9284ff185631,19
V047_rep3,COI,3c20dac629f7a334a79516e9a7053a17e5e089e7,18
V047_rep3,COI,09ed20c191f26aa2a8f4dfbef7988e439763e9d1,18
V047_rep3,COI,83801c8a3b9b18ccc704202dab380ec161ceaea2,18
V047_rep3,COI,8705da7e311e9b8aea88db3e1f86bf8f92c8e79e,17
V047_rep3,COI,33110e4cc5df10d4c790daa4c4cf9c6244fa0f2d,17
V047_rep3,COI,02dade37290824d99115f99d05a121b2cb555872,17
V047_rep3,COI,00ad37d78a1299576305cac6b22debdf1a018f39,17
V047_rep3,COI,bba3fded2aa8fc9619a019a40587faed7c58f1ee,16
V047_rep3,COI,91cd84a6ba4dd842681533bb5db49298c75f4687,16
V047_rep3,COI,4d0e9aa246cf8012f0b9f5bcb34c1a49320bfd2b,16
V047_rep3,COI,599a7c708e370c1c8a5d925e7698f9a9243258dd,15
V047_rep3,COI,32b959345e4e34864821573cd3d55e433e2c9b44,15
V047_rep3,COI,e838a5a8400fd79f67d0a152297c50472a424bd9,15
V047_rep3,COI,919f1acbe6533c3d62ce03ec548927d79772c049,15
V047_rep3,COI,65c4252532192e3453a92aa958600c5e8c4ad434,15
V047_rep3,COI,eb77d3abf5c0e22cda4b153be5ac84b33fa2274a,15
V047_rep3,COI,fe2b7972f61b5d82cf657253be59b7973cd4414c,15
V047_rep3,COI,05a312da35344b7078772699b7e918c4d9bcd4be,14
V047_rep3,COI,4e6377c9a93cbf3d8b413373aa158e4fdd77bb50,14
V047_rep3,COI,04e15beffbbcc961f25fec69f8ce03dad9d09ff1,14
V047_rep3,COI,c5caf5515776096478739a0e7c417e306178ff41,14
V047_rep3,COI,45010ead894293e2d955a9439787382452a05061,13
V047_rep3,COI,166fa07ad92c4d38ec995c89cfde96e46482409a,13
V047_rep3,COI,10e7e60b6039fa95ca535ada3d8207c91b13ffa6,13
V047_rep3,COI,c421eb11e019b07ed92e78874224d0843255125e,13
V047_rep3,COI,50f88b0022d25683b42185c2bdd358a8ae3c5d9d,13
V047_rep3,COI,832bc752a8d915456d7f0659b9e5dddd1a4db9ff,13
V047_rep3,COI,c46536d36a16578b3227cbef647c149f099d7625,13
V047_rep3,COI,1c3b4df95a429c0683c911a1d47f788abdfa541d,13
V047_rep3,COI,a8cd85a636cd9b855427254066ab2e1ecbeb3b1e,13
V047_rep3,COI,ca9b1f220451dc5c59b182688736f99e2e78f12c,13
V047_rep3,COI,49b30e0e80bb522e8b71e9994774cb3a3718877b,12
V047_rep3,COI,4db8f04705f81ecfd1b34892ab12738ffecc3a12,12
V047_rep3,COI,4ec92605b744313eaecce46937d557e7df7649a9,11
V047_rep3,COI,3d37e1963f1170643441aac1633f60e4bb20ddf0,11
V047_rep3,COI,6f1957600873ed5c903e91e52e8e7595601eead6,11
V047_rep3,COI,7f5ef0f4fff544611af79be8aa16010c08c61d71,11
V047_rep3,COI,175c1e33247a607c0384208a0272d380738d6838,11
V047_rep3,COI,a58c67f3c758a31e6bce21accc40c07abf96af7b,11
V047_rep3,COI,4d5e8f65736b79b1a9725ebaf7447be5718381cb,10
V047_rep3,COI,e071e048eb2716f4e8e65990218b9341b6ab179f,10
V047_rep3,COI,7c30e018a39a5cd3bd978162ff5bec24c4d6e472,10
V047_rep3,COI,9f060d105cdfd0d8d9caa54da43d88aaf41b4da2,10
V047_rep3,COI,80712e14c865d76898c189bcc956f7a3b1a01bb6,10
V047_rep3,COI,0b437ec21b613ba0bd4a53b678729f22d1d1c97d,10
V047_rep3,COI,ea845dcfaddee80fdae7527ebb4772659e20a193,10
V047_rep3,COI,be553e58f8340d9401c40eac063571010d476ea6,10
V047_rep3,COI,f42382b7f9eb78c2674de934b3b69f174689da37,10
V047_rep3,COI,cf2c9337a587f3fd60e72367fc126b2364aa1fcc,10
V047_rep3,COI,bbe8852247a096aed5603df913e2246a4f2293c6,9
V047_rep3,COI,83e1442737c6c781dd1121c5719d105b96f9ce67,9
V047_rep3,COI,da1a3522bfd622c39bb55fb920d8c355127836cb,9
V047_rep3,COI,3e986c66272c8387657ebc647255d85c4ffa86c3,9
V047_rep3,COI,7385c7bb518ca207641e2dd320b0d4ebd13db2a6,9
V047_rep3,COI,bf285361f695d2079fd75ff963f26e6692f4d03d,9
V047_rep3,COI,19f698e39d33fe50760e9430445a91a4902ed5c0,9
V047_rep3,COI,d1572a77ee10668a99be54f48336e6b83620e547,9
V047_rep3,COI,b2c253aa137a9f4fa81c8538eaac3c18d7b5eed5,9
V047_rep3,COI,1f228d708a0c9936ba4112b902de04932ea2f311,9
V047_rep3,COI,4dfc6705262587c8291ac6e28db7c754309de175,9
V047_rep3,COI,cabf5631a662dbf8b9b99699e5bceba53a08b45e,9
V047_rep3,COI,0948e4e8714c27e35158eae79776ffaa90a43dec,9
V047_rep3,COI,2ed220fc29a3d41833175ce63805e5591b6cbbce,9
V047_rep3,COI,2ac92136b3be7bcf661d59ba1b05afa494a23640,9
V047_rep3,COI,5e3bf014e754523bd9115a7dadf0a10c140c5d8f,9
V047_rep3,COI,e685c468385558c7aa7075107d122f9ba39e0fd7,9
V047_rep3,COI,402f6f56222c25bf309b1b3a1a88793c79d866dc,9
V047_rep3,COI,b72642d85f6c2827fb6d9912c6d05385e507b964,8
V047_rep3,COI,f88d8bf087d4575781aa49a7bf29b8e9734febb3,8
V047_rep3,COI,eed9502a8296872fd5b750bc2c578ea6de670caf,8
V047_rep3,COI,2064b821f59756f75078c1d5b6f11d518a4dca24,8
V047_rep3,COI,74c5d15c20dbfbe91a47e035999cdbb8a4fe79dc,8
V047_rep3,COI,d64a0a28dfe93589d63f0072d9912ea5bd29a542,8
V047_rep3,COI,a2a7e9e33722c6548ac4b7f48ebaa0704baea644,8
V047_rep3,COI,a831f6686d91228a624978f6df24f4057e9470c9,8
V047_rep3,COI,9c1e6fbeb33d24b5907ebcf5f4b62419fd557510,8
V047_rep3,COI,e28b8c20f001666f866fde39600801fa54cf6929,8
V047_rep3,COI,538c0977a7fd8a3d7e26c71b93d67225a32d8dee,8
V047_rep3,COI,b085e1e5eb0aaba50d1c8d632b0efc7a443b58dd,8
V047_rep3,COI,d0e33657d8f85fa275154ca63848848e24352f37,8
V047_rep3,COI,5eb212f18f9babde80016b5c2bb912a8c388a399,8
V047_rep3,COI,c78907513342a9bed9a8798d826d1b95a5a3c3d2,8
V047_rep3,COI,d16a48a97fc86716f1c4952f02e64507d5028527,8
V047_rep3,COI,a841ddf8fe2646ac7712bd21dd3147290260df8c,8
V047_rep3,COI,023da70affb0b7f8aeeccb469e98623bfd751126,8
V047_rep3,COI,6ae751a16071799a8897bd3155d59cba868d392c,8
V047_rep3,COI,a8bd1740abfaf4606a08f87a01129204aa7cae4c,8
V047_rep3,COI,7d667b34b10b3f2e95bc72708bdd9759483ff9f7,7
V047_rep3,COI,1ddeca085c46471963271afb71a44a5bfd8d512b,7
V047_rep3,COI,2d4893415831a35822e2ce87213ad943ae8595fc,7
V047_rep3,COI,fd6ca31f685ef2f812663a0e11bca4b111a49f3e,7
V047_rep3,COI,26c1077db5ca9ec783c8afe78a3d8bd24f8b7495,7
V047_rep3,COI,6072297d54f8a998beff821c7b4b6bfa148cf70d,7
V047_rep3,COI,af713d073c6103ab5d57849e58a263f8ec369cdd,7
V047_rep3,COI,f7f3525cd4a0e471ffc5638b1ebb5028f6e9a513,7
V047_rep3,COI,9b1540837d1734b43d4804fd2a1db84d1add91fc,7
V047_rep3,COI,d4cc57592dd446763abb33f897ab77ada7def396,7
V047_rep3,COI,743ffc49f78bea04b75f12defc47e566d9ed23cf,7
V047_rep3,COI,61db582422e4e9e818c963425293b167081a23fa,7
V047_rep3,COI,0c4bcc47f34063bfcbfb9ec4977e41b86dc7dac5,7
V047_rep3,COI,5be65ff060fe8f1177e7c7218fe78814e91c04a7,7
V047_rep3,COI,f7ca69ff1c2076a4bd74090edcc1014ccfafc6c4,7
V047_rep3,COI,d5ca01b4069be22bcd28252aac69717eb10ee72f,7
V047_rep3,COI,275c162ab2d1c3ddaa60d7343691d3c67bd4b1ea,7
V047_rep3,COI,401fad766af7957bcba16e9d17dff6341f9f7ff1,7
V047_rep3,COI,8ac4d7a46d2d60f69c0c14f7c2a159f00b8cfc7d,7
V047_rep3,COI,50a3fca553cf6df87e9475a900abbb7a970de0e0,6
V047_rep3,COI,63224b1fe36a4fbc9ddd1feeef46b23e0efb6e09,6
V047_rep3,COI,fc04a9a4d15e270671a850507c8d01d8704a4275,6
V047_rep3,COI,7c382e73c57775a85a40520e775f6d5a1a165933,6
V047_rep3,COI,68f5f2db16bc67184b79cc7eff263aa515be2fc5,6
V047_rep3,COI,96919f2693146e23f7d5a29efff340bb9b371b9e,6
V047_rep3,COI,7091e8e8a0f8e53a8fdb38bfd22e61a6736d3205,6
V047_rep3,COI,47d2051ddd74c03ab986e563eb7cb0b58098ef55,6
V047_rep3,COI,faa6811494c034dc5b4413244890f496eb8ad491,6
V047_rep3,COI,69ece791d39e184cc42de0e93b39adf768e6c270,6
V047_rep3,COI,e6e95ff64c362772b4cd4a136a3050310b214bb2,6
V047_rep3,COI,49621d1ffe253a4f593e4e2f537f8b83d0d853f7,6
V047_rep3,COI,6fd3a984e9c6160b3f54b0f587015c5906891ab0,6
V047_rep3,COI,053a037393e28810460f7528699635ac6d26e4ec,6
V047_rep3,COI,327d8d8342f96f0c351bccf1f9d7b169c0e8c05b,6
V047_rep3,COI,eeeb5d41bd1bff55811b2f906660ba841889b3ea,6
V047_rep3,COI,db72331c7fbaf22112d0189a4cd43d10206d2091,6
V047_rep3,COI,42e41e74899801bb3d59532801c970384280acdf,6
V047_rep3,COI,5986eeda34fd303454b2637f34953736b8979c08,6
V047_rep3,COI,ed9c4e663aebf3e805ec08bf9facdfef166fb253,6
V047_rep3,COI,6cd14bd64db15cb82408d3bdaec715826e1377a4,6
V047_rep3,COI,43ff1ff2c1137c80c165d1a0a96b5c5cc5c1d0bb,6
V047_rep3,COI,daba9038d5def533b29d80ea7e874a771b4793a5,6
V047_rep3,COI,8c21d73c9984564e68a22a29d02da7d2a242477d,6
V047_rep3,COI,f936a62d401729f0c9f84b67419793f48916eabe,6
V047_rep3,COI,7dfe4c719d8d4c82f333a632f59d45225d8019f6,6
V047_rep3,COI,1d23834f634fe60594cf00f327510ca7357b9b74,6
V047_rep3,COI,8c25bd15037fd4c5ffdbd92d1502d28b93f525c4,6
V047_rep3,COI,6eac1903a2c07d6c9b084059cc3ede8455f72c4f,6
V047_rep3,COI,7e29f6bd4c239d8a1900fc4a8f97b07eea93b8a1,6
V047_rep3,COI,6c34bf38276bd21f58878540dccc3690f9c8c85c,6
V047_rep3,COI,9a84fdc60dc92b41b0195fdd5c8dcc3c085f71de,6
V047_rep3,COI,b443a1ed0cdbf16571df9f15b53207c4b44c7582,5
V047_rep3,COI,e5eab1c95d022869318ee1a80cc1693e381939b7,5
V047_rep3,COI,cfb46fdfc6e53dfb1b613820bd52c11e9ae04ad7,5
V047_rep3,COI,c0e59f62af9776d48b6b9c6799929fd841a87cce,5
V047_rep3,COI,2d575aa98c9657c93de522899b90bb64242e32fd,5
V047_rep3,COI,800b45a41426334357374ccbaf8a05043cf26485,5
V047_rep3,COI,6ea5af5d908e03be335f57d52550ef609f74b448,5
V047_rep3,COI,3a2dd5ad6915446a8574c3c8a1ddff85d0445441,5
V047_rep3,COI,e7fabc8c060b47a145c8367aaa88d9139298df2b,5
V047_rep3,COI,76add64e1dd3c386e3510fee16398df7e94a87a5,5
V047_rep3,COI,9cfdba97a6e1c44955b17b64e272739f5f4921f3,5
V047_rep3,COI,1555582f797e4693f68a5609841da652c2083c48,5
V047_rep3,COI,8507e2ff7a626f30b075fe2a16f2014b5f334b1a,5
V047_rep3,COI,b60eef84a306d0b2c196d0530119089fe2eeef27,5
V047_rep3,COI,92bd36f6628859ee1f38a96158f8ddb2d04c8488,5
V047_rep3,COI,653754dc5dd6b23b59e60a5057147076a62c8e13,5
V047_rep3,COI,6608800505cbe9135955a8df3333e2d767fcc851,5
V047_rep3,COI,5b5625818161a04ee9cb8f6ed4e0266b1aad41d5,5
V047_rep3,COI,3338b3173239cecc7f3d24448344d0740801a731,5
V047_rep3,COI,a6a6102d13f763447a76f0602933519b1ad7467b,5
V047_rep3,COI,52b23330bc5c9a5e93a5f7ad041720aa64f65b7e,5
V047_rep3,COI,a31d1374e85f3ca563fbeec5c220b2f679aef692,5
V047_rep3,COI,cd4b10754459c39a63ce3fa71414ac04b18bf287,5
V047_rep3,COI,f072da42b8f1492d0e9c3d2aa4171009d3071c2e,5
V047_rep3,COI,bf4d7afde916629fdba4b8ba0144dc50f556f474,5
V047_rep3,COI,76af2c163d11c016907f14ec05d28276014a0b3b,5
V047_rep3,COI,82cd1a77406504fed1d33b5f202da7828bdb44b7,5
V047_rep3,COI,a73151ac3140bd04efee97aff10547531e127e82,5
V047_rep3,COI,84260e8fd5dbe6453ce9e4d97c7ba9db45a08441,4
V047_rep3,COI,e28cd2a5e2e61e667d9681f9a95d11aab6a1b8aa,4
V047_rep3,COI,1256b0074e778f8bd6a2bb561db294ffb16ef2d9,4
V047_rep3,COI,924759c9920e9b7017c93c7ac99b9fbc1ce04b63,4
V047_rep3,COI,f22643dddf2f0424575f1600aad6691f963479bd,4
V047_rep3,COI,6290e72b163e148827e7abffc749507b9053954c,4
V047_rep3,COI,e39e83e406b0ef7a84e9fe356eada7f50fad2425,4
V047_rep3,COI,eccfbdefc30b6fb4a2c0ade1bfc61f9c5687fd03,4
V047_rep3,COI,70b2f42aa422196ac9e32a0df568a030eacc9eae,4
V047_rep3,COI,04104ca30f6f3b736244030cda6695257a58573a,4
V047_rep3,COI,18788115ae7a274891430abf9b01b07e874e860d,4
V047_rep3,COI,75bbdce1f30c620cb2453c133dc7b16a42af878f,4
V047_rep3,COI,9c949f045fd8e4dc167bdd1ca14bd4815030256a,4
V047_rep3,COI,285d631bd23e91eeeb82e08b2e49bb638dc6c814,4
V047_rep3,COI,cebe277123c485be8711dc1457cc3be1b49b801b,4
V047_rep3,COI,93c5e72917934e4f40b5175d8025b31048208fd1,4
V047_rep3,COI,9d3ad2c1236774683974b092309b02474fe07146,4
V047_rep3,COI,6cb9357c72f488fe723069888e9ba1f5bae351ba,4
V047_rep3,COI,31f691ebd0f4398413195bf91dc65793bad410df,4
V047_rep3,COI,1bb13cd2de98c41038bc7dce7bd3a8be428e477b,4
V047_rep3,COI,de5dd01764d6493a7397da96535d13633c362185,4
V047_rep3,COI,bcfb88160c05c525d3e378d5574823c669172a3e,4
V047_rep3,COI,bc2493ea3be3468ef8c398f0c27557e229e40232,4
V047_rep3,COI,776152e563aa9c50d25d49440396552106ca9e3b,4
V047_rep3,COI,27174f0950dc0c3fe1a3551167d7e4a2990c2415,4
V047_rep3,COI,699a03af5b4155412c7289622306aad53787db96,4
V047_rep3,COI,d07fb5629dcc7a97ece01ad8a57967807453a988,4
V047_rep3,COI,aab783e517ce26b33bae790975307e74693413ef,4
V047_rep3,COI,c60d3ae882ef0c5b9347ac329674b5c946a3663e,4
V047_rep3,COI,4b19ed1a719d2d8eccbd3dd42d5dc157b6da3dc0,4
V047_rep3,COI,fc74950e98465f77ae6afde500e9c1d328b16198,4
V047_rep3,COI,c56bee29e963b749a8507325440d4049477f8856,4
V047_rep3,COI,97285ef7df3a481add63a578930b35147bebdd52,4
V047_rep3,COI,33f5e45f6933c64a35bae5b8cff22051247e6cb1,4
V047_rep3,COI,1f106e85ac6aa746d0dac53fa9ee1e8118b50dd3,4
V047_rep3,COI,94d19458f2403d806e51d5a1031eeba351ff0f54,4
V047_rep3,COI,80312adeebc52d55ddb39a25aad4a7aa7f9eb038,4
V047_rep3,COI,dce1c1e98967e698a640714ae83e0099281d062c,4
V047_rep3,COI,a131dd7be811cd58b97290785a80dbd0b96ed18a,4
V047_rep3,COI,a1e36a4c0bdc62802879395b4552a7746ceaf502,4
V047_rep3,COI,4b026048a82db4bfda36603793c9d6b284386e71,4
V047_rep3,COI,c2dd44e537507e978523867b2bad6bd6be05bffb,4
V047_rep3,COI,d3bc25884dc586ef61aefebb67a75bd1d32a8df3,4
V047_rep3,COI,6b426e2497407975b913119f96d0c2b1d6e36c79,4
V047_rep3,COI,260e287d0fe30819ca854e09acbd90ef2f167c60,4
V047_rep3,COI,373b030544cfc2067fad43ed7cbf27b1d7caf11a,4
V047_rep3,COI,f5768d28b4b9194cba35d8f611f3ac3de797f4d9,4
V047_rep3,COI,a02c920585159ae66689eee1a07f9fb30f6f699d,4
V047_rep3,COI,680fc4c00801331f7a74047baea85133ed97fd14,4
V047_rep3,COI,479077cb80f1fe32fa2d6693b114dc51b0e52193,4
V047_rep3,COI,2742dfbdf41d3d02eb3ab34b066a4c1c1c168fdd,4
V047_rep3,COI,8f097eed27f0d9fd64a61fb69ed07461f050457a,3
V047_rep3,COI,2e5f5390fa1f349c1121da68c973d743869cc8e5,3
V047_rep3,COI,d89652a847ebe1e018914415a0144dd8812888d5,3
V047_rep3,COI,4dc839fa2a16bb4ddff05e03b9c00602af6cda2d,3
V047_rep3,COI,4d3c655daa3f78da28fbd24b71dab3b25f48a6d1,3
V047_rep3,COI,fd7a110a2a16a4ac0403eab2d8f9ec717a223cd1,3
V047_rep3,COI,2ea64158fb296deba175848cd0bc2009cedd62f9,3
V047_rep3,COI,d443713691f1abb9e38018c689c0dbc3fef0bfa9,3
V047_rep3,COI,a8e3348841f23eec3372cbb5691cc8d54d380391,3
V047_rep3,COI,d90fac0dec3ba758fa11410aecd6d0638c0bc312,3
V047_rep3,COI,e6a8f1157edb4b53c7045cdb633ddc653543e637,3
V047_rep3,COI,0d10705352cb38d7f6778032b643a9693d887639,3
V047_rep3,COI,61c5e71a78306be704f33ca0a04cd126d8f9e8f0,3
V047_rep3,COI,630d3bfc38a0fbb872cebe1dc6bba67933ddac5a,3
V047_rep3,COI,cedfe339164c8ee1b37419fb948709f8af308cc3,3
V047_rep3,COI,37edb20c98eb4b3ee09a0aac54deff2b13ab03b4,3
V047_rep3,COI,5f844000c2a6525899974746334b19b9ae4403af,3
V047_rep3,COI,c0228429215399127acc2fc2f3fc36b7542e90ec,3
V047_rep3,COI,55c76db2798865049a14d3f25f42bd3e46019820,3
V047_rep3,COI,9e9946c74764708ee7b3343227665e7b15b54acf,3
V047_rep3,COI,cafe3dcb082016984efbc43ddd506241cb9c16c4,3
V047_rep3,COI,2487e3150c382aedb1152dc41ded92562090787a,3
V047_rep3,COI,57cb2d0dbcb8c52db60f42669815ef1e9e9e071c,3
V047_rep3,COI,afbd95e1cef8b12c219d81768b301972fa18464b,3
V047_rep3,COI,f8e667c50713ecb94b17e050147c6957391156a6,3
V047_rep3,COI,f19f99aa0306167929eace3803e0b8275a17e18a,3
V047_rep3,COI,15ca6915046b7bac5ac7e4f1fff8c095b21d777a,3
V047_rep3,COI,d6cb086319b5cc78507d160c1a8e68ad4b029fb2,3
V047_rep3,COI,ce5011e641eeee11937a35e4e3ed348ea6cde45f,3
V047_rep3,COI,f74020cb12fc2092e99ec49580e9d706a2ce0981,3
V047_rep3,COI,67cab72f3637c8f07a333b8951f7be262d85677e,3
V047_rep3,COI,2416efb2fe6010887a237ef1b187ed555fb68fd6,3
V047_rep3,COI,efe3aca532571f1ae54976d1c7f6cf073a109df0,3
V047_rep3,COI,9699d72bf6f46990f26c4fa09084ca002688681b,3
V047_rep3,COI,c0fd35e06d14da7abc797713327bfc7dcbec9ffc,3
V047_rep3,COI,5211a277d8ec27cb31583c29cd06647865551223,3
V047_rep3,COI,62a5e14ffdf2e15825d77b354ec299c4606782ab,3
V047_rep3,COI,0fd1f70b8431cb61cb42eb21514cc31dba6dcfeb,3
V047_rep3,COI,3218f5b01307c7c37e20e1d22afd602562f3ef13,3
V047_rep3,COI,540ff8173cb11fcb2cd3ba99729ec43b745c86d0,3
V047_rep3,COI,58883dd392d0b801534555873c8295faef3f704f,3
V047_rep3,COI,29ad4d642704512868d7bc11f8abbe54bc4397cd,3
V047_rep3,COI,1b91e35f86d0a126f581d260d0327255b365941a,3
V047_rep3,COI,60384aac53b1108c1ce20cca0e168d46d4350af8,3
V047_rep3,COI,25d595f4bcdc391cb096073cbab38069f76934cc,3
V047_rep3,COI,244406b342a1b133ae72f825e520f43e3177a9ce,3
V047_rep3,COI,816aa4f2dabdf70131192eca465e712c248e3f0b,3
V047_rep3,COI,ac4dae608a23e7a96d3dd5ba0965102704772ace,3
V047_rep3,COI,7585b728251d3922ef1863ddf24efe288c3225b5,3
V047_rep3,COI,8104544928419a5c18794b379af18a142e00cc29,3
V047_rep3,COI,5c522af108f5b9a2b9a3484d2e43e41a2e89dbe4,3
V047_rep3,COI,8811ec81188477e77683e778c3a431a8803b6e03,3
V047_rep3,COI,ca48fc918af56126a898bc0be7da34b861759f83,3
V047_rep3,COI,a18f67a2c86d736be6b0b1bdabb2337867473b47,3
V047_rep3,COI,22e4b1e6096890ecc4b5d58c50f5ab36db82c342,3
